Sample	cat16-81.trees	cat16-81.sequence01_sequence05_sequence04_sequence07_sequence12_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence15	cat16-81.sequence01_sequence12_sequence13_sequence16	cat16-81.sequence01_sequence12_sequence13_sequence16_sequence02	cat16-81.sequence01_sequence04_sequence07_sequence12_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence15	cat16-81.sequence01_sequence04_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-81.sequence05_sequence14_sequence11_sequence06_sequence08	cat16-81.sequence01_sequence12_sequence13_sequence02	cat16-81.sequence16_sequence02	
671	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
672	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
673	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
674	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	
675	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
676	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
677	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	
678	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	
679	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
680	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
681	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
682	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
683	26.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	
684	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
685	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
686	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
687	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
688	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
689	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
690	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
691	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
692	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	
693	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	
694	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	
695	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
696	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
697	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
698	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
699	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
700	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
701	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
702	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
703	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	
704	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
705	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
706	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
707	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
708	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
709	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
710	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	
711	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	
712	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
713	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
714	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
715	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
716	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
717	28.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	
718	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
719	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
720	26.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	
721	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
722	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
723	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
724	28.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	
725	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
726	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
727	28.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	
728	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
729	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
730	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
731	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	
732	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
733	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
734	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
735	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
736	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
737	28.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	
738	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
739	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	
740	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
741	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	
742	26.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	
743	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
744	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
745	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
746	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	
747	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
748	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	
749	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
750	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
751	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
752	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
753	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
754	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
755	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
756	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
757	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
758	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
759	28.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	
760	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
761	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
762	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
763	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
764	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
765	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
766	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
767	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
768	26.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	
769	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
770	28.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	
771	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
772	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
773	28.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	
774	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	
775	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
776	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
777	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
778	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
779	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
780	24.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
781	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
782	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
783	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
784	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
785	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
786	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
787	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
788	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
789	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	
790	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
791	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
792	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
793	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
794	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	
795	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
796	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
797	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
798	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
799	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	
800	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
801	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
802	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
803	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
804	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	
805	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
806	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
807	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
808	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
809	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
810	28.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	
811	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
812	26.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	
813	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
814	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
815	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
816	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
817	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
818	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
819	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
820	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
821	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	
822	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
823	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
824	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
825	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
826	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
827	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
828	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
829	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
830	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
831	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
832	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
833	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
834	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
835	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
836	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
837	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
838	26.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	
839	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
840	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
841	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
842	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
843	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
844	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
845	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	
846	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
847	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
848	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
849	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
850	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
851	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
852	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
853	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
854	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
855	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
856	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
857	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
858	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
859	28.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
860	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
861	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
862	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
863	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	
864	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
865	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
866	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
867	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
868	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
869	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
870	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
871	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
872	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
873	28.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	
874	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
875	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
876	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	
877	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
878	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
879	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
880	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
881	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
882	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
883	26.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	
884	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
885	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
886	30.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	
887	28.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	
888	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
889	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
890	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	
891	28.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	
892	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
893	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
894	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
895	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
896	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
897	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
898	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	
899	28.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	
