Sample	cat16-47.trees	cat16-47.sequence10_sequence06	cat16-47.sequence01_sequence05_sequence04_sequence14_sequence07_sequence11_sequence12_sequence16_sequence02_sequence09_sequence03_sequence10_sequence06_sequence15	cat16-47.sequence05_sequence14_sequence12_sequence02	cat16-47.sequence07_sequence16_sequence03_sequence15	cat16-47.sequence01_sequence04_sequence11_sequence09_sequence06	cat16-47.sequence01_sequence04_sequence11_sequence13_sequence09_sequence10_sequence06_sequence08	cat16-47.sequence01_sequence04_sequence11_sequence09_sequence10	cat16-47.sequence05_sequence14_sequence07_sequence12_sequence13_sequence16_sequence02_sequence03_sequence08_sequence15	cat16-47.sequence05_sequence07_sequence12_sequence16_sequence03_sequence15	cat16-47.sequence14_sequence07_sequence16_sequence02_sequence03_sequence15	
544	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	
545	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
546	24.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
547	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
548	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
549	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
550	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
551	26.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
552	26.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
553	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
554	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
555	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
556	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
557	24.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
558	28.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
559	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	
560	26.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
561	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
562	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
563	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
564	26.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	
565	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
566	26.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	
567	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
568	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
569	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
570	26.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	
571	26.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
572	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
573	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
574	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
575	24.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
576	28.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
577	26.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	
578	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
579	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
580	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
581	24.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
582	24.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
583	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	
584	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
585	28.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
586	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
587	30.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
588	24.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
589	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
590	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
591	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
592	28.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
593	28.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
594	26.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	
595	30.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
596	24.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
597	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
598	28.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
599	28.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
600	28.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
601	26.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
602	24.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
603	26.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	
604	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
605	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
606	26.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	
607	26.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	
608	24.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
609	26.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	
610	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
611	26.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	
612	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
613	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	
614	24.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
615	26.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	
616	26.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	
617	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
618	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
619	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
620	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
621	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
622	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
623	26.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	
624	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
625	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
626	28.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
627	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
628	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	
629	24.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
630	28.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
631	24.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
632	24.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
633	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
634	28.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
635	24.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
636	26.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	
637	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
638	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	
639	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
640	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
641	26.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
642	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
643	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
644	24.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
645	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
646	26.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	
647	26.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	
648	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
649	26.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	
650	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
651	24.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
652	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
653	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
654	26.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
655	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
656	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
657	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
658	28.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
659	26.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	
660	24.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
661	26.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	
662	24.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
663	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
664	24.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
665	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
666	24.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
667	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
668	28.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
669	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
670	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
671	26.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	
672	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
673	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
674	24.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
675	24.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
676	24.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
677	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
678	28.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
679	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
680	26.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
681	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
682	24.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
683	26.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	
684	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
685	30.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
686	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
687	24.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
688	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
689	24.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
690	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
691	28.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
692	24.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
693	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
694	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
695	28.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
696	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
697	26.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
698	24.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
699	26.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
700	24.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
701	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
702	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
703	24.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
704	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
705	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
706	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
707	26.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	
708	24.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
709	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
710	24.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
711	28.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
712	26.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	
713	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
714	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
715	24.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
716	28.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
717	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
718	26.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	
719	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
720	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
721	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
722	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
723	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
724	24.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
725	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
726	26.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	
727	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
728	26.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
729	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
730	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
731	24.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	
732	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
733	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
734	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
735	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	
736	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	
737	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
738	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
739	26.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	
740	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
741	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
742	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
743	24.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	
744	24.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
745	26.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	
746	28.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
747	26.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	
748	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
749	28.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
750	26.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	
751	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
752	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
753	30.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
754	26.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	
755	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
756	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
757	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
758	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
759	26.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	
760	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
761	24.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
762	26.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
763	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
764	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	
765	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
766	24.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
767	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
768	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
769	26.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	
770	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
771	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
772	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
773	26.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
774	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
775	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
776	28.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
777	26.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	
778	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
779	28.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
780	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
781	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	
782	28.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
783	24.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
784	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
785	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
786	26.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
787	24.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
788	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
789	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	
790	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
791	28.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
792	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
793	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
794	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
795	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
796	24.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
797	24.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
798	24.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
799	24.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
800	28.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
801	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
802	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
803	24.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	
804	28.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
805	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
806	24.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	
807	28.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
808	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
809	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
810	26.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	
811	26.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
812	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
813	26.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	
814	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
815	26.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	
816	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
817	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
818	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
819	28.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
820	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
821	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
822	26.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	
823	26.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
824	26.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	
825	22.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
826	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
827	24.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
828	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
829	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	
830	26.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	
831	24.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
832	24.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
