Sample	cat16-23.trees	cat16-23.sequence04_sequence10	cat16-23.sequence05_sequence02_sequence09_sequence08	cat16-23.sequence04_sequence03	cat16-23.sequence01_sequence04_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-23.sequence03_sequence10	
1506	28.0	1.0	1.0	0.0	0.0	0.0	
1507	28.0	1.0	1.0	0.0	0.0	0.0	
1508	28.0	1.0	1.0	0.0	0.0	0.0	
1509	28.0	1.0	1.0	0.0	0.0	0.0	
1510	26.0	0.0	1.0	0.0	0.0	1.0	
1511	28.0	1.0	1.0	0.0	0.0	0.0	
1512	28.0	1.0	1.0	0.0	0.0	0.0	
1513	26.0	0.0	1.0	1.0	0.0	0.0	
1514	28.0	1.0	1.0	0.0	0.0	0.0	
1515	28.0	1.0	1.0	0.0	0.0	0.0	
1516	28.0	1.0	1.0	0.0	0.0	0.0	
1517	28.0	1.0	1.0	0.0	0.0	0.0	
1518	28.0	1.0	1.0	0.0	0.0	0.0	
1519	28.0	1.0	1.0	0.0	0.0	0.0	
1520	28.0	1.0	1.0	0.0	0.0	0.0	
1521	28.0	1.0	1.0	0.0	0.0	0.0	
1522	28.0	1.0	1.0	0.0	0.0	0.0	
1523	28.0	1.0	1.0	0.0	0.0	0.0	
1524	28.0	1.0	1.0	0.0	0.0	0.0	
1525	28.0	1.0	1.0	0.0	0.0	0.0	
1526	26.0	0.0	1.0	0.0	0.0	1.0	
1527	28.0	1.0	1.0	0.0	0.0	0.0	
1528	28.0	1.0	1.0	0.0	0.0	0.0	
1529	28.0	1.0	1.0	0.0	0.0	0.0	
1530	28.0	1.0	1.0	0.0	0.0	0.0	
1531	28.0	1.0	1.0	0.0	0.0	0.0	
1532	28.0	1.0	1.0	0.0	0.0	0.0	
1533	28.0	1.0	1.0	0.0	0.0	0.0	
1534	26.0	0.0	1.0	0.0	0.0	1.0	
1535	28.0	1.0	1.0	0.0	0.0	0.0	
1536	28.0	1.0	1.0	0.0	0.0	0.0	
1537	28.0	1.0	1.0	0.0	0.0	0.0	
1538	28.0	1.0	1.0	0.0	0.0	0.0	
1539	28.0	1.0	1.0	0.0	0.0	0.0	
1540	26.0	0.0	1.0	1.0	0.0	0.0	
1541	28.0	1.0	1.0	0.0	0.0	0.0	
1542	28.0	1.0	1.0	0.0	0.0	0.0	
1543	28.0	1.0	1.0	0.0	0.0	0.0	
1544	28.0	1.0	1.0	0.0	0.0	0.0	
1545	28.0	1.0	1.0	0.0	0.0	0.0	
1546	28.0	1.0	1.0	0.0	0.0	0.0	
1547	28.0	1.0	1.0	0.0	0.0	0.0	
1548	26.0	0.0	1.0	1.0	0.0	0.0	
1549	28.0	1.0	1.0	0.0	0.0	0.0	
1550	28.0	1.0	1.0	0.0	0.0	0.0	
1551	28.0	1.0	1.0	0.0	0.0	0.0	
1552	28.0	1.0	1.0	0.0	0.0	0.0	
1553	28.0	1.0	0.0	0.0	1.0	0.0	
1554	28.0	1.0	1.0	0.0	0.0	0.0	
1555	28.0	1.0	1.0	0.0	0.0	0.0	
1556	28.0	1.0	1.0	0.0	0.0	0.0	
1557	28.0	1.0	1.0	0.0	0.0	0.0	
1558	28.0	1.0	1.0	0.0	0.0	0.0	
1559	28.0	1.0	1.0	0.0	0.0	0.0	
1560	28.0	1.0	1.0	0.0	0.0	0.0	
1561	26.0	0.0	1.0	1.0	0.0	0.0	
1562	26.0	0.0	1.0	0.0	0.0	1.0	
1563	28.0	1.0	1.0	0.0	0.0	0.0	
1564	28.0	1.0	1.0	0.0	0.0	0.0	
1565	28.0	1.0	1.0	0.0	0.0	0.0	
1566	28.0	1.0	1.0	0.0	0.0	0.0	
1567	28.0	1.0	1.0	0.0	0.0	0.0	
1568	28.0	1.0	1.0	0.0	0.0	0.0	
1569	28.0	1.0	1.0	0.0	0.0	0.0	
1570	28.0	1.0	1.0	0.0	0.0	0.0	
1571	28.0	1.0	1.0	0.0	0.0	0.0	
1572	28.0	1.0	1.0	0.0	0.0	0.0	
1573	28.0	1.0	1.0	0.0	0.0	0.0	
1574	26.0	0.0	1.0	1.0	0.0	0.0	
1575	28.0	1.0	1.0	0.0	0.0	0.0	
1576	28.0	1.0	1.0	0.0	0.0	0.0	
1577	28.0	1.0	1.0	0.0	0.0	0.0	
1578	28.0	1.0	1.0	0.0	0.0	0.0	
1579	28.0	1.0	1.0	0.0	0.0	0.0	
1580	28.0	1.0	1.0	0.0	0.0	0.0	
1581	28.0	1.0	1.0	0.0	0.0	0.0	
1582	28.0	1.0	1.0	0.0	0.0	0.0	
1583	28.0	1.0	1.0	0.0	0.0	0.0	
1584	28.0	1.0	1.0	0.0	0.0	0.0	
1585	28.0	1.0	1.0	0.0	0.0	0.0	
1586	28.0	1.0	1.0	0.0	0.0	0.0	
1587	28.0	1.0	1.0	0.0	0.0	0.0	
1588	28.0	1.0	1.0	0.0	0.0	0.0	
1589	28.0	1.0	1.0	0.0	0.0	0.0	
1590	28.0	1.0	1.0	0.0	0.0	0.0	
1591	26.0	0.0	1.0	1.0	0.0	0.0	
1592	28.0	1.0	1.0	0.0	0.0	0.0	
1593	28.0	1.0	1.0	0.0	0.0	0.0	
1594	28.0	1.0	1.0	0.0	0.0	0.0	
1595	28.0	1.0	1.0	0.0	0.0	0.0	
1596	28.0	1.0	1.0	0.0	0.0	0.0	
1597	28.0	1.0	1.0	0.0	0.0	0.0	
1598	28.0	1.0	1.0	0.0	0.0	0.0	
1599	28.0	1.0	1.0	0.0	0.0	0.0	
1600	28.0	1.0	1.0	0.0	0.0	0.0	
1601	26.0	0.0	1.0	0.0	0.0	1.0	
1602	28.0	1.0	1.0	0.0	0.0	0.0	
1603	28.0	1.0	1.0	0.0	0.0	0.0	
1604	28.0	1.0	1.0	0.0	0.0	0.0	
1605	28.0	1.0	1.0	0.0	0.0	0.0	
1606	28.0	1.0	1.0	0.0	0.0	0.0	
1607	28.0	1.0	1.0	0.0	0.0	0.0	
1608	28.0	1.0	1.0	0.0	0.0	0.0	
1609	26.0	0.0	1.0	1.0	0.0	0.0	
1610	26.0	0.0	1.0	1.0	0.0	0.0	
1611	28.0	1.0	1.0	0.0	0.0	0.0	
1612	28.0	1.0	1.0	0.0	0.0	0.0	
1613	28.0	1.0	1.0	0.0	0.0	0.0	
1614	28.0	1.0	1.0	0.0	0.0	0.0	
1615	28.0	1.0	1.0	0.0	0.0	0.0	
1616	28.0	1.0	1.0	0.0	0.0	0.0	
1617	28.0	1.0	1.0	0.0	0.0	0.0	
1618	28.0	1.0	1.0	0.0	0.0	0.0	
1619	28.0	1.0	1.0	0.0	0.0	0.0	
1620	28.0	1.0	1.0	0.0	0.0	0.0	
1621	28.0	1.0	1.0	0.0	0.0	0.0	
1622	28.0	1.0	1.0	0.0	0.0	0.0	
1623	28.0	1.0	1.0	0.0	0.0	0.0	
1624	28.0	1.0	1.0	0.0	0.0	0.0	
1625	28.0	1.0	1.0	0.0	0.0	0.0	
1626	28.0	1.0	1.0	0.0	0.0	0.0	
1627	28.0	1.0	1.0	0.0	0.0	0.0	
1628	28.0	1.0	1.0	0.0	0.0	0.0	
1629	26.0	0.0	1.0	1.0	0.0	0.0	
1630	28.0	1.0	1.0	0.0	0.0	0.0	
1631	28.0	1.0	1.0	0.0	0.0	0.0	
1632	28.0	1.0	1.0	0.0	0.0	0.0	
1633	28.0	1.0	1.0	0.0	0.0	0.0	
1634	28.0	1.0	1.0	0.0	0.0	0.0	
1635	28.0	1.0	1.0	0.0	0.0	0.0	
1636	28.0	1.0	1.0	0.0	0.0	0.0	
1637	28.0	1.0	1.0	0.0	0.0	0.0	
1638	28.0	1.0	1.0	0.0	0.0	0.0	
1639	28.0	1.0	1.0	0.0	0.0	0.0	
1640	28.0	1.0	1.0	0.0	0.0	0.0	
1641	26.0	0.0	1.0	0.0	0.0	1.0	
1642	28.0	1.0	1.0	0.0	0.0	0.0	
1643	28.0	1.0	1.0	0.0	0.0	0.0	
1644	28.0	1.0	1.0	0.0	0.0	0.0	
1645	28.0	1.0	1.0	0.0	0.0	0.0	
1646	28.0	1.0	1.0	0.0	0.0	0.0	
1647	28.0	1.0	1.0	0.0	0.0	0.0	
1648	26.0	0.0	1.0	1.0	0.0	0.0	
1649	28.0	1.0	1.0	0.0	0.0	0.0	
1650	28.0	1.0	1.0	0.0	0.0	0.0	
1651	26.0	0.0	1.0	0.0	0.0	1.0	
1652	28.0	1.0	1.0	0.0	0.0	0.0	
1653	28.0	1.0	1.0	0.0	0.0	0.0	
1654	26.0	0.0	1.0	1.0	0.0	0.0	
1655	28.0	1.0	1.0	0.0	0.0	0.0	
1656	28.0	1.0	1.0	0.0	0.0	0.0	
1657	28.0	1.0	1.0	0.0	0.0	0.0	
1658	28.0	1.0	1.0	0.0	0.0	0.0	
1659	28.0	1.0	1.0	0.0	0.0	0.0	
1660	26.0	0.0	1.0	0.0	0.0	1.0	
1661	28.0	1.0	1.0	0.0	0.0	0.0	
1662	28.0	1.0	1.0	0.0	0.0	0.0	
1663	26.0	0.0	1.0	1.0	0.0	0.0	
1664	28.0	1.0	1.0	0.0	0.0	0.0	
1665	26.0	0.0	1.0	1.0	0.0	0.0	
1666	28.0	1.0	1.0	0.0	0.0	0.0	
1667	28.0	1.0	1.0	0.0	0.0	0.0	
1668	28.0	1.0	1.0	0.0	0.0	0.0	
1669	28.0	1.0	1.0	0.0	0.0	0.0	
1670	28.0	1.0	1.0	0.0	0.0	0.0	
1671	28.0	1.0	1.0	0.0	0.0	0.0	
1672	28.0	1.0	1.0	0.0	0.0	0.0	
1673	28.0	1.0	1.0	0.0	0.0	0.0	
1674	28.0	1.0	1.0	0.0	0.0	0.0	
1675	28.0	1.0	1.0	0.0	0.0	0.0	
1676	28.0	1.0	1.0	0.0	0.0	0.0	
1677	28.0	1.0	1.0	0.0	0.0	0.0	
1678	28.0	1.0	1.0	0.0	0.0	0.0	
1679	28.0	1.0	1.0	0.0	0.0	0.0	
1680	28.0	1.0	1.0	0.0	0.0	0.0	
1681	26.0	0.0	1.0	1.0	0.0	0.0	
1682	28.0	1.0	1.0	0.0	0.0	0.0	
1683	26.0	0.0	1.0	1.0	0.0	0.0	
1684	28.0	1.0	1.0	0.0	0.0	0.0	
1685	28.0	1.0	1.0	0.0	0.0	0.0	
1686	28.0	1.0	1.0	0.0	0.0	0.0	
1687	28.0	1.0	1.0	0.0	0.0	0.0	
1688	28.0	1.0	1.0	0.0	0.0	0.0	
1689	28.0	1.0	1.0	0.0	0.0	0.0	
1690	28.0	1.0	1.0	0.0	0.0	0.0	
1691	28.0	1.0	1.0	0.0	0.0	0.0	
1692	28.0	1.0	1.0	0.0	0.0	0.0	
1693	28.0	1.0	1.0	0.0	0.0	0.0	
1694	28.0	1.0	1.0	0.0	0.0	0.0	
1695	28.0	1.0	1.0	0.0	0.0	0.0	
1696	26.0	0.0	1.0	0.0	0.0	1.0	
1697	28.0	1.0	1.0	0.0	0.0	0.0	
1698	26.0	0.0	1.0	1.0	0.0	0.0	
1699	28.0	1.0	1.0	0.0	0.0	0.0	
1700	26.0	0.0	1.0	1.0	0.0	0.0	
1701	28.0	1.0	1.0	0.0	0.0	0.0	
1702	28.0	1.0	1.0	0.0	0.0	0.0	
1703	28.0	1.0	1.0	0.0	0.0	0.0	
1704	28.0	1.0	1.0	0.0	0.0	0.0	
1705	28.0	1.0	1.0	0.0	0.0	0.0	
1706	28.0	1.0	1.0	0.0	0.0	0.0	
1707	28.0	1.0	1.0	0.0	0.0	0.0	
1708	26.0	0.0	1.0	1.0	0.0	0.0	
1709	28.0	1.0	1.0	0.0	0.0	0.0	
1710	28.0	1.0	1.0	0.0	0.0	0.0	
1711	28.0	1.0	1.0	0.0	0.0	0.0	
1712	28.0	1.0	1.0	0.0	0.0	0.0	
1713	28.0	1.0	1.0	0.0	0.0	0.0	
1714	28.0	1.0	1.0	0.0	0.0	0.0	
1715	28.0	1.0	1.0	0.0	0.0	0.0	
1716	28.0	1.0	1.0	0.0	0.0	0.0	
1717	28.0	1.0	1.0	0.0	0.0	0.0	
1718	28.0	1.0	1.0	0.0	0.0	0.0	
1719	28.0	1.0	1.0	0.0	0.0	0.0	
1720	28.0	1.0	1.0	0.0	0.0	0.0	
1721	28.0	1.0	1.0	0.0	0.0	0.0	
1722	28.0	1.0	1.0	0.0	0.0	0.0	
1723	28.0	1.0	1.0	0.0	0.0	0.0	
1724	28.0	1.0	1.0	0.0	0.0	0.0	
1725	28.0	1.0	1.0	0.0	0.0	0.0	
1726	28.0	1.0	1.0	0.0	0.0	0.0	
1727	28.0	1.0	1.0	0.0	0.0	0.0	
1728	26.0	0.0	1.0	0.0	0.0	1.0	
1729	28.0	1.0	1.0	0.0	0.0	0.0	
1730	28.0	1.0	1.0	0.0	0.0	0.0	
1731	28.0	1.0	1.0	0.0	0.0	0.0	
1732	28.0	1.0	1.0	0.0	0.0	0.0	
1733	26.0	0.0	1.0	0.0	0.0	1.0	
1734	28.0	1.0	1.0	0.0	0.0	0.0	
1735	26.0	0.0	1.0	1.0	0.0	0.0	
1736	28.0	1.0	1.0	0.0	0.0	0.0	
1737	28.0	1.0	1.0	0.0	0.0	0.0	
1738	28.0	1.0	1.0	0.0	0.0	0.0	
1739	28.0	1.0	1.0	0.0	0.0	0.0	
1740	28.0	1.0	1.0	0.0	0.0	0.0	
1741	26.0	0.0	1.0	0.0	0.0	1.0	
1742	28.0	1.0	1.0	0.0	0.0	0.0	
1743	28.0	1.0	1.0	0.0	0.0	0.0	
1744	28.0	1.0	1.0	0.0	0.0	0.0	
1745	28.0	1.0	1.0	0.0	0.0	0.0	
1746	28.0	1.0	1.0	0.0	0.0	0.0	
1747	28.0	1.0	1.0	0.0	0.0	0.0	
1748	26.0	0.0	1.0	1.0	0.0	0.0	
1749	28.0	1.0	0.0	0.0	1.0	0.0	
1750	28.0	1.0	1.0	0.0	0.0	0.0	
1751	28.0	1.0	1.0	0.0	0.0	0.0	
1752	28.0	1.0	1.0	0.0	0.0	0.0	
1753	28.0	1.0	1.0	0.0	0.0	0.0	
1754	28.0	1.0	1.0	0.0	0.0	0.0	
1755	28.0	1.0	1.0	0.0	0.0	0.0	
1756	28.0	1.0	1.0	0.0	0.0	0.0	
1757	28.0	1.0	1.0	0.0	0.0	0.0	
1758	28.0	1.0	1.0	0.0	0.0	0.0	
1759	28.0	1.0	1.0	0.0	0.0	0.0	
1760	28.0	1.0	1.0	0.0	0.0	0.0	
1761	28.0	1.0	1.0	0.0	0.0	0.0	
1762	26.0	0.0	1.0	1.0	0.0	0.0	
1763	28.0	1.0	1.0	0.0	0.0	0.0	
1764	28.0	1.0	1.0	0.0	0.0	0.0	
1765	28.0	1.0	1.0	0.0	0.0	0.0	
1766	28.0	1.0	1.0	0.0	0.0	0.0	
1767	28.0	1.0	1.0	0.0	0.0	0.0	
1768	28.0	1.0	1.0	0.0	0.0	0.0	
1769	28.0	1.0	1.0	0.0	0.0	0.0	
1770	28.0	1.0	1.0	0.0	0.0	0.0	
1771	28.0	1.0	1.0	0.0	0.0	0.0	
1772	28.0	1.0	1.0	0.0	0.0	0.0	
1773	28.0	1.0	1.0	0.0	0.0	0.0	
1774	28.0	1.0	1.0	0.0	0.0	0.0	
1775	28.0	1.0	1.0	0.0	0.0	0.0	
1776	28.0	1.0	1.0	0.0	0.0	0.0	
1777	28.0	1.0	1.0	0.0	0.0	0.0	
1778	28.0	1.0	1.0	0.0	0.0	0.0	
1779	26.0	0.0	1.0	0.0	0.0	1.0	
1780	28.0	1.0	1.0	0.0	0.0	0.0	
1781	28.0	1.0	1.0	0.0	0.0	0.0	
1782	28.0	1.0	1.0	0.0	0.0	0.0	
1783	28.0	1.0	1.0	0.0	0.0	0.0	
1784	28.0	1.0	1.0	0.0	0.0	0.0	
1785	28.0	1.0	1.0	0.0	0.0	0.0	
1786	28.0	1.0	1.0	0.0	0.0	0.0	
1787	28.0	1.0	1.0	0.0	0.0	0.0	
1788	28.0	1.0	1.0	0.0	0.0	0.0	
1789	28.0	1.0	1.0	0.0	0.0	0.0	
1790	26.0	0.0	1.0	1.0	0.0	0.0	
1791	28.0	1.0	1.0	0.0	0.0	0.0	
1792	28.0	1.0	1.0	0.0	0.0	0.0	
1793	28.0	1.0	1.0	0.0	0.0	0.0	
1794	28.0	1.0	1.0	0.0	0.0	0.0	
1795	28.0	1.0	1.0	0.0	0.0	0.0	
1796	26.0	0.0	1.0	1.0	0.0	0.0	
1797	28.0	1.0	1.0	0.0	0.0	0.0	
1798	26.0	0.0	1.0	1.0	0.0	0.0	
1799	28.0	1.0	1.0	0.0	0.0	0.0	
1800	28.0	1.0	1.0	0.0	0.0	0.0	
1801	28.0	1.0	1.0	0.0	0.0	0.0	
1802	28.0	1.0	1.0	0.0	0.0	0.0	
1803	28.0	1.0	1.0	0.0	0.0	0.0	
1804	28.0	1.0	1.0	0.0	0.0	0.0	
1805	28.0	1.0	1.0	0.0	0.0	0.0	
1806	28.0	1.0	1.0	0.0	0.0	0.0	
1807	28.0	1.0	1.0	0.0	0.0	0.0	
1808	28.0	1.0	1.0	0.0	0.0	0.0	
1809	28.0	1.0	1.0	0.0	0.0	0.0	
1810	28.0	1.0	1.0	0.0	0.0	0.0	
1811	28.0	1.0	1.0	0.0	0.0	0.0	
1812	28.0	1.0	1.0	0.0	0.0	0.0	
1813	28.0	1.0	1.0	0.0	0.0	0.0	
1814	26.0	0.0	1.0	1.0	0.0	0.0	
1815	28.0	1.0	1.0	0.0	0.0	0.0	
1816	28.0	1.0	1.0	0.0	0.0	0.0	
1817	28.0	1.0	1.0	0.0	0.0	0.0	
1818	28.0	1.0	1.0	0.0	0.0	0.0	
1819	28.0	1.0	1.0	0.0	0.0	0.0	
1820	28.0	1.0	1.0	0.0	0.0	0.0	
1821	28.0	1.0	1.0	0.0	0.0	0.0	
1822	28.0	1.0	1.0	0.0	0.0	0.0	
1823	28.0	1.0	1.0	0.0	0.0	0.0	
1824	28.0	1.0	1.0	0.0	0.0	0.0	
1825	28.0	1.0	1.0	0.0	0.0	0.0	
1826	28.0	1.0	1.0	0.0	0.0	0.0	
1827	28.0	1.0	1.0	0.0	0.0	0.0	
1828	28.0	1.0	1.0	0.0	0.0	0.0	
1829	28.0	1.0	1.0	0.0	0.0	0.0	
1830	28.0	1.0	1.0	0.0	0.0	0.0	
1831	28.0	1.0	1.0	0.0	0.0	0.0	
1832	28.0	1.0	1.0	0.0	0.0	0.0	
1833	28.0	1.0	1.0	0.0	0.0	0.0	
1834	26.0	0.0	1.0	0.0	0.0	1.0	
1835	28.0	1.0	1.0	0.0	0.0	0.0	
1836	28.0	1.0	1.0	0.0	0.0	0.0	
1837	28.0	1.0	1.0	0.0	0.0	0.0	
1838	28.0	1.0	1.0	0.0	0.0	0.0	
1839	28.0	1.0	1.0	0.0	0.0	0.0	
1840	28.0	1.0	1.0	0.0	0.0	0.0	
1841	28.0	1.0	1.0	0.0	0.0	0.0	
1842	26.0	0.0	1.0	1.0	0.0	0.0	
1843	28.0	1.0	1.0	0.0	0.0	0.0	
1844	28.0	1.0	1.0	0.0	0.0	0.0	
1845	28.0	1.0	1.0	0.0	0.0	0.0	
1846	28.0	1.0	1.0	0.0	0.0	0.0	
1847	28.0	1.0	1.0	0.0	0.0	0.0	
1848	28.0	1.0	1.0	0.0	0.0	0.0	
1849	26.0	0.0	1.0	0.0	0.0	1.0	
1850	28.0	1.0	1.0	0.0	0.0	0.0	
1851	28.0	1.0	1.0	0.0	0.0	0.0	
1852	28.0	1.0	0.0	0.0	1.0	0.0	
1853	28.0	1.0	1.0	0.0	0.0	0.0	
1854	28.0	1.0	1.0	0.0	0.0	0.0	
1855	28.0	1.0	1.0	0.0	0.0	0.0	
1856	28.0	1.0	1.0	0.0	0.0	0.0	
1857	28.0	1.0	1.0	0.0	0.0	0.0	
1858	28.0	1.0	1.0	0.0	0.0	0.0	
1859	28.0	1.0	1.0	0.0	0.0	0.0	
1860	28.0	1.0	1.0	0.0	0.0	0.0	
1861	28.0	1.0	1.0	0.0	0.0	0.0	
1862	26.0	0.0	1.0	1.0	0.0	0.0	
1863	28.0	1.0	1.0	0.0	0.0	0.0	
1864	28.0	1.0	1.0	0.0	0.0	0.0	
1865	28.0	1.0	1.0	0.0	0.0	0.0	
1866	28.0	1.0	1.0	0.0	0.0	0.0	
1867	28.0	1.0	1.0	0.0	0.0	0.0	
1868	28.0	1.0	1.0	0.0	0.0	0.0	
1869	28.0	1.0	1.0	0.0	0.0	0.0	
1870	28.0	1.0	1.0	0.0	0.0	0.0	
1871	28.0	1.0	1.0	0.0	0.0	0.0	
1872	28.0	1.0	1.0	0.0	0.0	0.0	
1873	28.0	1.0	1.0	0.0	0.0	0.0	
1874	28.0	1.0	1.0	0.0	0.0	0.0	
1875	26.0	0.0	1.0	0.0	0.0	1.0	
1876	28.0	1.0	1.0	0.0	0.0	0.0	
1877	28.0	1.0	1.0	0.0	0.0	0.0	
1878	28.0	1.0	1.0	0.0	0.0	0.0	
1879	28.0	1.0	1.0	0.0	0.0	0.0	
1880	28.0	1.0	1.0	0.0	0.0	0.0	
1881	28.0	1.0	1.0	0.0	0.0	0.0	
1882	28.0	1.0	1.0	0.0	0.0	0.0	
1883	28.0	1.0	1.0	0.0	0.0	0.0	
1884	26.0	0.0	1.0	0.0	0.0	1.0	
1885	28.0	1.0	1.0	0.0	0.0	0.0	
1886	28.0	1.0	1.0	0.0	0.0	0.0	
1887	28.0	1.0	1.0	0.0	0.0	0.0	
1888	28.0	1.0	1.0	0.0	0.0	0.0	
1889	28.0	1.0	1.0	0.0	0.0	0.0	
1890	28.0	1.0	1.0	0.0	0.0	0.0	
1891	28.0	1.0	1.0	0.0	0.0	0.0	
1892	28.0	1.0	1.0	0.0	0.0	0.0	
1893	28.0	1.0	1.0	0.0	0.0	0.0	
1894	28.0	1.0	1.0	0.0	0.0	0.0	
1895	28.0	1.0	1.0	0.0	0.0	0.0	
1896	28.0	1.0	1.0	0.0	0.0	0.0	
1897	28.0	1.0	1.0	0.0	0.0	0.0	
1898	28.0	1.0	1.0	0.0	0.0	0.0	
1899	28.0	1.0	1.0	0.0	0.0	0.0	
1900	28.0	1.0	1.0	0.0	0.0	0.0	
1901	28.0	1.0	1.0	0.0	0.0	0.0	
1902	28.0	1.0	1.0	0.0	0.0	0.0	
1903	28.0	1.0	1.0	0.0	0.0	0.0	
1904	28.0	1.0	1.0	0.0	0.0	0.0	
1905	28.0	1.0	1.0	0.0	0.0	0.0	
1906	28.0	1.0	1.0	0.0	0.0	0.0	
1907	28.0	1.0	1.0	0.0	0.0	0.0	
1908	28.0	1.0	1.0	0.0	0.0	0.0	
1909	28.0	1.0	1.0	0.0	0.0	0.0	
1910	28.0	1.0	1.0	0.0	0.0	0.0	
1911	28.0	1.0	1.0	0.0	0.0	0.0	
1912	28.0	1.0	1.0	0.0	0.0	0.0	
1913	26.0	0.0	1.0	1.0	0.0	0.0	
1914	28.0	1.0	1.0	0.0	0.0	0.0	
1915	28.0	1.0	1.0	0.0	0.0	0.0	
1916	28.0	1.0	1.0	0.0	0.0	0.0	
1917	28.0	1.0	1.0	0.0	0.0	0.0	
1918	28.0	1.0	1.0	0.0	0.0	0.0	
1919	28.0	1.0	1.0	0.0	0.0	0.0	
1920	28.0	1.0	1.0	0.0	0.0	0.0	
1921	28.0	1.0	1.0	0.0	0.0	0.0	
1922	28.0	1.0	1.0	0.0	0.0	0.0	
1923	28.0	1.0	1.0	0.0	0.0	0.0	
1924	28.0	1.0	1.0	0.0	0.0	0.0	
1925	28.0	1.0	1.0	0.0	0.0	0.0	
1926	28.0	1.0	1.0	0.0	0.0	0.0	
1927	28.0	1.0	1.0	0.0	0.0	0.0	
1928	28.0	1.0	1.0	0.0	0.0	0.0	
1929	28.0	1.0	1.0	0.0	0.0	0.0	
1930	28.0	1.0	1.0	0.0	0.0	0.0	
1931	28.0	1.0	1.0	0.0	0.0	0.0	
1932	28.0	1.0	1.0	0.0	0.0	0.0	
1933	28.0	1.0	1.0	0.0	0.0	0.0	
1934	28.0	1.0	1.0	0.0	0.0	0.0	
1935	28.0	1.0	1.0	0.0	0.0	0.0	
1936	28.0	1.0	1.0	0.0	0.0	0.0	
1937	28.0	1.0	1.0	0.0	0.0	0.0	
1938	28.0	1.0	1.0	0.0	0.0	0.0	
1939	28.0	1.0	1.0	0.0	0.0	0.0	
1940	28.0	1.0	1.0	0.0	0.0	0.0	
1941	28.0	1.0	1.0	0.0	0.0	0.0	
1942	28.0	1.0	1.0	0.0	0.0	0.0	
1943	28.0	1.0	1.0	0.0	0.0	0.0	
1944	28.0	1.0	1.0	0.0	0.0	0.0	
1945	28.0	1.0	0.0	0.0	1.0	0.0	
1946	28.0	1.0	1.0	0.0	0.0	0.0	
1947	28.0	1.0	1.0	0.0	0.0	0.0	
1948	28.0	1.0	1.0	0.0	0.0	0.0	
1949	28.0	1.0	1.0	0.0	0.0	0.0	
1950	28.0	1.0	1.0	0.0	0.0	0.0	
1951	28.0	1.0	1.0	0.0	0.0	0.0	
1952	28.0	1.0	1.0	0.0	0.0	0.0	
1953	28.0	1.0	1.0	0.0	0.0	0.0	
1954	28.0	1.0	1.0	0.0	0.0	0.0	
1955	28.0	1.0	1.0	0.0	0.0	0.0	
1956	28.0	1.0	1.0	0.0	0.0	0.0	
1957	28.0	1.0	1.0	0.0	0.0	0.0	
1958	28.0	1.0	1.0	0.0	0.0	0.0	
1959	28.0	1.0	1.0	0.0	0.0	0.0	
1960	28.0	1.0	1.0	0.0	0.0	0.0	
1961	28.0	1.0	1.0	0.0	0.0	0.0	
1962	28.0	1.0	1.0	0.0	0.0	0.0	
1963	28.0	1.0	1.0	0.0	0.0	0.0	
1964	26.0	0.0	1.0	1.0	0.0	0.0	
1965	28.0	1.0	1.0	0.0	0.0	0.0	
1966	28.0	1.0	1.0	0.0	0.0	0.0	
1967	28.0	1.0	1.0	0.0	0.0	0.0	
1968	28.0	1.0	1.0	0.0	0.0	0.0	
1969	28.0	1.0	1.0	0.0	0.0	0.0	
1970	28.0	1.0	1.0	0.0	0.0	0.0	
1971	28.0	1.0	1.0	0.0	0.0	0.0	
1972	28.0	1.0	1.0	0.0	0.0	0.0	
1973	28.0	1.0	1.0	0.0	0.0	0.0	
1974	28.0	1.0	1.0	0.0	0.0	0.0	
1975	28.0	1.0	1.0	0.0	0.0	0.0	
1976	28.0	1.0	1.0	0.0	0.0	0.0	
1977	28.0	1.0	1.0	0.0	0.0	0.0	
1978	28.0	1.0	1.0	0.0	0.0	0.0	
1979	28.0	1.0	1.0	0.0	0.0	0.0	
1980	26.0	0.0	1.0	0.0	0.0	1.0	
1981	28.0	1.0	1.0	0.0	0.0	0.0	
1982	28.0	1.0	0.0	0.0	1.0	0.0	
1983	28.0	1.0	1.0	0.0	0.0	0.0	
1984	28.0	1.0	1.0	0.0	0.0	0.0	
1985	28.0	1.0	1.0	0.0	0.0	0.0	
1986	28.0	1.0	1.0	0.0	0.0	0.0	
1987	28.0	1.0	1.0	0.0	0.0	0.0	
1988	28.0	1.0	1.0	0.0	0.0	0.0	
1989	28.0	1.0	1.0	0.0	0.0	0.0	
1990	28.0	1.0	1.0	0.0	0.0	0.0	
1991	28.0	1.0	1.0	0.0	0.0	0.0	
1992	26.0	0.0	1.0	1.0	0.0	0.0	
1993	28.0	1.0	1.0	0.0	0.0	0.0	
1994	28.0	1.0	1.0	0.0	0.0	0.0	
1995	28.0	1.0	1.0	0.0	0.0	0.0	
1996	28.0	1.0	1.0	0.0	0.0	0.0	
1997	28.0	1.0	1.0	0.0	0.0	0.0	
1998	28.0	1.0	1.0	0.0	0.0	0.0	
1999	28.0	1.0	1.0	0.0	0.0	0.0	
