Sample	cat16-23.trees	cat16-23.sequence04_sequence10	cat16-23.sequence05_sequence02_sequence09_sequence08	cat16-23.sequence04_sequence03	cat16-23.sequence01_sequence04_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-23.sequence03_sequence10	
2494	28.0	1.0	1.0	0.0	0.0	0.0	
2495	28.0	1.0	1.0	0.0	0.0	0.0	
2496	28.0	1.0	1.0	0.0	0.0	0.0	
2497	28.0	1.0	1.0	0.0	0.0	0.0	
2498	28.0	1.0	1.0	0.0	0.0	0.0	
2499	26.0	0.0	1.0	0.0	0.0	1.0	
2500	28.0	1.0	1.0	0.0	0.0	0.0	
2501	28.0	1.0	1.0	0.0	0.0	0.0	
2502	28.0	1.0	1.0	0.0	0.0	0.0	
2503	28.0	1.0	1.0	0.0	0.0	0.0	
2504	28.0	1.0	1.0	0.0	0.0	0.0	
2505	28.0	1.0	1.0	0.0	0.0	0.0	
2506	28.0	1.0	1.0	0.0	0.0	0.0	
2507	28.0	1.0	1.0	0.0	0.0	0.0	
2508	28.0	1.0	1.0	0.0	0.0	0.0	
2509	28.0	1.0	1.0	0.0	0.0	0.0	
2510	28.0	1.0	1.0	0.0	0.0	0.0	
2511	28.0	1.0	1.0	0.0	0.0	0.0	
2512	26.0	0.0	1.0	0.0	0.0	1.0	
2513	28.0	1.0	1.0	0.0	0.0	0.0	
2514	28.0	1.0	1.0	0.0	0.0	0.0	
2515	28.0	1.0	1.0	0.0	0.0	0.0	
2516	28.0	1.0	1.0	0.0	0.0	0.0	
2517	28.0	1.0	1.0	0.0	0.0	0.0	
2518	28.0	1.0	1.0	0.0	0.0	0.0	
2519	28.0	1.0	1.0	0.0	0.0	0.0	
2520	28.0	1.0	1.0	0.0	0.0	0.0	
2521	28.0	1.0	1.0	0.0	0.0	0.0	
2522	28.0	1.0	1.0	0.0	0.0	0.0	
2523	28.0	1.0	1.0	0.0	0.0	0.0	
2524	28.0	1.0	1.0	0.0	0.0	0.0	
2525	28.0	1.0	1.0	0.0	0.0	0.0	
2526	26.0	0.0	1.0	1.0	0.0	0.0	
2527	28.0	1.0	1.0	0.0	0.0	0.0	
2528	28.0	1.0	1.0	0.0	0.0	0.0	
2529	28.0	1.0	1.0	0.0	0.0	0.0	
2530	28.0	1.0	1.0	0.0	0.0	0.0	
2531	28.0	1.0	1.0	0.0	0.0	0.0	
2532	28.0	1.0	1.0	0.0	0.0	0.0	
2533	28.0	1.0	1.0	0.0	0.0	0.0	
2534	28.0	1.0	1.0	0.0	0.0	0.0	
2535	28.0	1.0	1.0	0.0	0.0	0.0	
2536	28.0	1.0	1.0	0.0	0.0	0.0	
2537	26.0	0.0	1.0	0.0	0.0	1.0	
2538	28.0	1.0	1.0	0.0	0.0	0.0	
2539	26.0	0.0	1.0	0.0	0.0	1.0	
2540	28.0	1.0	1.0	0.0	0.0	0.0	
2541	28.0	1.0	1.0	0.0	0.0	0.0	
2542	28.0	1.0	1.0	0.0	0.0	0.0	
2543	28.0	1.0	1.0	0.0	0.0	0.0	
2544	28.0	1.0	1.0	0.0	0.0	0.0	
2545	26.0	0.0	1.0	0.0	0.0	1.0	
2546	28.0	1.0	1.0	0.0	0.0	0.0	
2547	28.0	1.0	1.0	0.0	0.0	0.0	
2548	26.0	0.0	1.0	0.0	0.0	1.0	
2549	26.0	0.0	1.0	0.0	0.0	1.0	
2550	28.0	1.0	1.0	0.0	0.0	0.0	
2551	28.0	1.0	1.0	0.0	0.0	0.0	
2552	28.0	1.0	1.0	0.0	0.0	0.0	
2553	28.0	1.0	1.0	0.0	0.0	0.0	
2554	28.0	1.0	1.0	0.0	0.0	0.0	
2555	28.0	1.0	1.0	0.0	0.0	0.0	
2556	26.0	0.0	1.0	0.0	0.0	1.0	
2557	28.0	1.0	1.0	0.0	0.0	0.0	
2558	28.0	1.0	1.0	0.0	0.0	0.0	
2559	28.0	1.0	1.0	0.0	0.0	0.0	
2560	28.0	1.0	1.0	0.0	0.0	0.0	
2561	28.0	1.0	1.0	0.0	0.0	0.0	
2562	28.0	1.0	1.0	0.0	0.0	0.0	
2563	28.0	1.0	1.0	0.0	0.0	0.0	
2564	28.0	1.0	1.0	0.0	0.0	0.0	
2565	28.0	1.0	1.0	0.0	0.0	0.0	
2566	28.0	1.0	1.0	0.0	0.0	0.0	
2567	28.0	1.0	0.0	0.0	1.0	0.0	
2568	28.0	1.0	1.0	0.0	0.0	0.0	
2569	28.0	1.0	1.0	0.0	0.0	0.0	
2570	28.0	1.0	1.0	0.0	0.0	0.0	
2571	28.0	1.0	1.0	0.0	0.0	0.0	
2572	28.0	1.0	1.0	0.0	0.0	0.0	
2573	28.0	1.0	1.0	0.0	0.0	0.0	
2574	28.0	1.0	1.0	0.0	0.0	0.0	
2575	28.0	1.0	1.0	0.0	0.0	0.0	
2576	28.0	1.0	1.0	0.0	0.0	0.0	
2577	28.0	1.0	1.0	0.0	0.0	0.0	
2578	28.0	1.0	1.0	0.0	0.0	0.0	
2579	28.0	1.0	1.0	0.0	0.0	0.0	
2580	28.0	1.0	1.0	0.0	0.0	0.0	
2581	28.0	1.0	1.0	0.0	0.0	0.0	
2582	28.0	1.0	1.0	0.0	0.0	0.0	
2583	28.0	1.0	1.0	0.0	0.0	0.0	
2584	28.0	1.0	1.0	0.0	0.0	0.0	
2585	28.0	1.0	1.0	0.0	0.0	0.0	
2586	28.0	1.0	1.0	0.0	0.0	0.0	
2587	28.0	1.0	1.0	0.0	0.0	0.0	
2588	28.0	1.0	1.0	0.0	0.0	0.0	
2589	28.0	1.0	1.0	0.0	0.0	0.0	
2590	28.0	1.0	1.0	0.0	0.0	0.0	
2591	28.0	1.0	1.0	0.0	0.0	0.0	
2592	28.0	1.0	1.0	0.0	0.0	0.0	
2593	28.0	1.0	1.0	0.0	0.0	0.0	
2594	28.0	1.0	1.0	0.0	0.0	0.0	
2595	28.0	1.0	1.0	0.0	0.0	0.0	
2596	28.0	1.0	1.0	0.0	0.0	0.0	
2597	28.0	1.0	1.0	0.0	0.0	0.0	
2598	28.0	1.0	1.0	0.0	0.0	0.0	
2599	28.0	1.0	1.0	0.0	0.0	0.0	
2600	28.0	1.0	1.0	0.0	0.0	0.0	
2601	28.0	1.0	1.0	0.0	0.0	0.0	
2602	28.0	1.0	1.0	0.0	0.0	0.0	
2603	28.0	1.0	1.0	0.0	0.0	0.0	
2604	28.0	1.0	1.0	0.0	0.0	0.0	
2605	28.0	1.0	1.0	0.0	0.0	0.0	
2606	28.0	1.0	1.0	0.0	0.0	0.0	
2607	26.0	0.0	1.0	1.0	0.0	0.0	
2608	28.0	1.0	1.0	0.0	0.0	0.0	
2609	28.0	1.0	1.0	0.0	0.0	0.0	
2610	28.0	1.0	1.0	0.0	0.0	0.0	
2611	28.0	1.0	1.0	0.0	0.0	0.0	
2612	28.0	1.0	1.0	0.0	0.0	0.0	
2613	28.0	1.0	1.0	0.0	0.0	0.0	
2614	28.0	1.0	1.0	0.0	0.0	0.0	
2615	28.0	1.0	1.0	0.0	0.0	0.0	
2616	28.0	1.0	1.0	0.0	0.0	0.0	
2617	28.0	1.0	1.0	0.0	0.0	0.0	
2618	28.0	1.0	1.0	0.0	0.0	0.0	
2619	28.0	1.0	1.0	0.0	0.0	0.0	
2620	28.0	1.0	1.0	0.0	0.0	0.0	
2621	28.0	1.0	1.0	0.0	0.0	0.0	
2622	28.0	1.0	1.0	0.0	0.0	0.0	
2623	28.0	1.0	1.0	0.0	0.0	0.0	
2624	28.0	1.0	1.0	0.0	0.0	0.0	
2625	28.0	1.0	1.0	0.0	0.0	0.0	
2626	28.0	1.0	1.0	0.0	0.0	0.0	
2627	28.0	1.0	1.0	0.0	0.0	0.0	
2628	28.0	1.0	1.0	0.0	0.0	0.0	
2629	28.0	1.0	1.0	0.0	0.0	0.0	
2630	28.0	1.0	1.0	0.0	0.0	0.0	
2631	26.0	0.0	1.0	0.0	0.0	1.0	
2632	28.0	1.0	1.0	0.0	0.0	0.0	
2633	28.0	1.0	1.0	0.0	0.0	0.0	
2634	28.0	1.0	1.0	0.0	0.0	0.0	
2635	26.0	0.0	1.0	1.0	0.0	0.0	
2636	28.0	1.0	1.0	0.0	0.0	0.0	
2637	28.0	1.0	1.0	0.0	0.0	0.0	
2638	28.0	1.0	1.0	0.0	0.0	0.0	
2639	28.0	1.0	1.0	0.0	0.0	0.0	
2640	28.0	1.0	1.0	0.0	0.0	0.0	
2641	28.0	1.0	1.0	0.0	0.0	0.0	
2642	28.0	1.0	1.0	0.0	0.0	0.0	
2643	28.0	1.0	1.0	0.0	0.0	0.0	
2644	28.0	1.0	1.0	0.0	0.0	0.0	
2645	28.0	1.0	1.0	0.0	0.0	0.0	
2646	28.0	1.0	1.0	0.0	0.0	0.0	
2647	28.0	1.0	1.0	0.0	0.0	0.0	
2648	28.0	1.0	1.0	0.0	0.0	0.0	
2649	28.0	1.0	1.0	0.0	0.0	0.0	
2650	28.0	1.0	1.0	0.0	0.0	0.0	
2651	28.0	1.0	1.0	0.0	0.0	0.0	
2652	28.0	1.0	1.0	0.0	0.0	0.0	
2653	28.0	1.0	1.0	0.0	0.0	0.0	
2654	28.0	1.0	1.0	0.0	0.0	0.0	
2655	28.0	1.0	1.0	0.0	0.0	0.0	
2656	28.0	1.0	1.0	0.0	0.0	0.0	
2657	28.0	1.0	1.0	0.0	0.0	0.0	
2658	26.0	0.0	1.0	1.0	0.0	0.0	
2659	28.0	1.0	1.0	0.0	0.0	0.0	
2660	28.0	1.0	1.0	0.0	0.0	0.0	
2661	28.0	1.0	1.0	0.0	0.0	0.0	
2662	28.0	1.0	1.0	0.0	0.0	0.0	
2663	28.0	1.0	1.0	0.0	0.0	0.0	
2664	28.0	1.0	1.0	0.0	0.0	0.0	
2665	28.0	1.0	1.0	0.0	0.0	0.0	
2666	28.0	1.0	1.0	0.0	0.0	0.0	
2667	28.0	1.0	1.0	0.0	0.0	0.0	
2668	28.0	1.0	1.0	0.0	0.0	0.0	
2669	28.0	1.0	1.0	0.0	0.0	0.0	
2670	28.0	1.0	1.0	0.0	0.0	0.0	
2671	28.0	1.0	1.0	0.0	0.0	0.0	
2672	28.0	1.0	1.0	0.0	0.0	0.0	
2673	28.0	1.0	1.0	0.0	0.0	0.0	
2674	28.0	1.0	1.0	0.0	0.0	0.0	
2675	28.0	1.0	1.0	0.0	0.0	0.0	
2676	28.0	1.0	1.0	0.0	0.0	0.0	
2677	28.0	1.0	1.0	0.0	0.0	0.0	
2678	30.0	1.0	0.0	0.0	0.0	0.0	
2679	28.0	1.0	1.0	0.0	0.0	0.0	
2680	28.0	1.0	0.0	0.0	1.0	0.0	
2681	26.0	0.0	1.0	1.0	0.0	0.0	
2682	28.0	1.0	1.0	0.0	0.0	0.0	
2683	28.0	1.0	1.0	0.0	0.0	0.0	
2684	28.0	1.0	1.0	0.0	0.0	0.0	
2685	28.0	1.0	1.0	0.0	0.0	0.0	
2686	28.0	1.0	1.0	0.0	0.0	0.0	
2687	28.0	1.0	1.0	0.0	0.0	0.0	
2688	28.0	1.0	1.0	0.0	0.0	0.0	
2689	28.0	1.0	1.0	0.0	0.0	0.0	
2690	28.0	1.0	1.0	0.0	0.0	0.0	
2691	28.0	1.0	1.0	0.0	0.0	0.0	
2692	28.0	1.0	1.0	0.0	0.0	0.0	
2693	28.0	1.0	1.0	0.0	0.0	0.0	
2694	26.0	0.0	1.0	0.0	0.0	1.0	
2695	28.0	1.0	1.0	0.0	0.0	0.0	
2696	28.0	1.0	1.0	0.0	0.0	0.0	
2697	26.0	0.0	1.0	0.0	0.0	1.0	
2698	28.0	1.0	1.0	0.0	0.0	0.0	
2699	28.0	1.0	0.0	0.0	1.0	0.0	
2700	28.0	1.0	1.0	0.0	0.0	0.0	
2701	28.0	1.0	0.0	0.0	1.0	0.0	
2702	28.0	1.0	1.0	0.0	0.0	0.0	
2703	28.0	1.0	0.0	0.0	1.0	0.0	
2704	28.0	1.0	1.0	0.0	0.0	0.0	
2705	28.0	1.0	1.0	0.0	0.0	0.0	
2706	28.0	1.0	1.0	0.0	0.0	0.0	
2707	28.0	1.0	1.0	0.0	0.0	0.0	
2708	28.0	1.0	1.0	0.0	0.0	0.0	
2709	28.0	1.0	1.0	0.0	0.0	0.0	
2710	28.0	1.0	1.0	0.0	0.0	0.0	
2711	28.0	1.0	1.0	0.0	0.0	0.0	
2712	28.0	1.0	1.0	0.0	0.0	0.0	
2713	28.0	1.0	1.0	0.0	0.0	0.0	
2714	28.0	1.0	1.0	0.0	0.0	0.0	
2715	28.0	1.0	1.0	0.0	0.0	0.0	
2716	28.0	1.0	1.0	0.0	0.0	0.0	
2717	28.0	1.0	1.0	0.0	0.0	0.0	
2718	26.0	0.0	1.0	1.0	0.0	0.0	
2719	28.0	1.0	1.0	0.0	0.0	0.0	
2720	28.0	1.0	1.0	0.0	0.0	0.0	
2721	28.0	1.0	0.0	0.0	1.0	0.0	
2722	28.0	1.0	1.0	0.0	0.0	0.0	
2723	28.0	1.0	1.0	0.0	0.0	0.0	
2724	28.0	1.0	1.0	0.0	0.0	0.0	
2725	26.0	0.0	1.0	1.0	0.0	0.0	
2726	28.0	1.0	1.0	0.0	0.0	0.0	
2727	28.0	1.0	1.0	0.0	0.0	0.0	
2728	28.0	1.0	1.0	0.0	0.0	0.0	
2729	28.0	1.0	1.0	0.0	0.0	0.0	
2730	28.0	1.0	1.0	0.0	0.0	0.0	
2731	28.0	1.0	1.0	0.0	0.0	0.0	
2732	26.0	0.0	1.0	1.0	0.0	0.0	
2733	28.0	1.0	1.0	0.0	0.0	0.0	
2734	28.0	1.0	1.0	0.0	0.0	0.0	
2735	28.0	1.0	1.0	0.0	0.0	0.0	
2736	28.0	1.0	1.0	0.0	0.0	0.0	
2737	28.0	1.0	1.0	0.0	0.0	0.0	
2738	28.0	1.0	1.0	0.0	0.0	0.0	
2739	28.0	1.0	1.0	0.0	0.0	0.0	
2740	26.0	0.0	1.0	1.0	0.0	0.0	
2741	28.0	1.0	1.0	0.0	0.0	0.0	
2742	28.0	1.0	1.0	0.0	0.0	0.0	
2743	28.0	1.0	1.0	0.0	0.0	0.0	
2744	28.0	1.0	1.0	0.0	0.0	0.0	
2745	28.0	1.0	1.0	0.0	0.0	0.0	
2746	28.0	1.0	1.0	0.0	0.0	0.0	
2747	28.0	1.0	1.0	0.0	0.0	0.0	
2748	28.0	1.0	1.0	0.0	0.0	0.0	
2749	28.0	1.0	1.0	0.0	0.0	0.0	
2750	28.0	1.0	1.0	0.0	0.0	0.0	
2751	28.0	1.0	1.0	0.0	0.0	0.0	
2752	28.0	1.0	1.0	0.0	0.0	0.0	
2753	28.0	1.0	1.0	0.0	0.0	0.0	
2754	28.0	1.0	1.0	0.0	0.0	0.0	
2755	28.0	1.0	1.0	0.0	0.0	0.0	
2756	28.0	1.0	1.0	0.0	0.0	0.0	
2757	28.0	1.0	1.0	0.0	0.0	0.0	
2758	28.0	1.0	1.0	0.0	0.0	0.0	
2759	28.0	1.0	1.0	0.0	0.0	0.0	
2760	28.0	1.0	1.0	0.0	0.0	0.0	
2761	28.0	1.0	1.0	0.0	0.0	0.0	
2762	28.0	1.0	1.0	0.0	0.0	0.0	
2763	28.0	1.0	1.0	0.0	0.0	0.0	
2764	28.0	1.0	1.0	0.0	0.0	0.0	
2765	28.0	1.0	1.0	0.0	0.0	0.0	
2766	28.0	1.0	1.0	0.0	0.0	0.0	
2767	28.0	1.0	1.0	0.0	0.0	0.0	
2768	28.0	1.0	1.0	0.0	0.0	0.0	
2769	28.0	1.0	1.0	0.0	0.0	0.0	
2770	28.0	1.0	1.0	0.0	0.0	0.0	
2771	28.0	1.0	1.0	0.0	0.0	0.0	
2772	28.0	1.0	1.0	0.0	0.0	0.0	
2773	28.0	1.0	1.0	0.0	0.0	0.0	
2774	28.0	1.0	1.0	0.0	0.0	0.0	
2775	28.0	1.0	1.0	0.0	0.0	0.0	
2776	28.0	1.0	1.0	0.0	0.0	0.0	
2777	28.0	1.0	1.0	0.0	0.0	0.0	
2778	28.0	1.0	1.0	0.0	0.0	0.0	
2779	28.0	1.0	1.0	0.0	0.0	0.0	
2780	28.0	1.0	1.0	0.0	0.0	0.0	
2781	28.0	1.0	1.0	0.0	0.0	0.0	
2782	28.0	1.0	1.0	0.0	0.0	0.0	
2783	28.0	1.0	1.0	0.0	0.0	0.0	
2784	28.0	1.0	1.0	0.0	0.0	0.0	
2785	28.0	1.0	1.0	0.0	0.0	0.0	
2786	28.0	1.0	1.0	0.0	0.0	0.0	
2787	28.0	1.0	1.0	0.0	0.0	0.0	
2788	28.0	1.0	1.0	0.0	0.0	0.0	
2789	28.0	1.0	1.0	0.0	0.0	0.0	
2790	28.0	1.0	1.0	0.0	0.0	0.0	
2791	28.0	1.0	1.0	0.0	0.0	0.0	
2792	28.0	1.0	1.0	0.0	0.0	0.0	
2793	28.0	1.0	1.0	0.0	0.0	0.0	
2794	28.0	1.0	1.0	0.0	0.0	0.0	
2795	28.0	1.0	1.0	0.0	0.0	0.0	
2796	26.0	0.0	1.0	0.0	0.0	1.0	
2797	28.0	1.0	1.0	0.0	0.0	0.0	
2798	28.0	1.0	1.0	0.0	0.0	0.0	
2799	28.0	1.0	1.0	0.0	0.0	0.0	
2800	28.0	1.0	1.0	0.0	0.0	0.0	
2801	28.0	1.0	1.0	0.0	0.0	0.0	
2802	28.0	1.0	1.0	0.0	0.0	0.0	
2803	28.0	1.0	1.0	0.0	0.0	0.0	
2804	28.0	1.0	1.0	0.0	0.0	0.0	
2805	28.0	1.0	1.0	0.0	0.0	0.0	
2806	28.0	1.0	1.0	0.0	0.0	0.0	
2807	28.0	1.0	1.0	0.0	0.0	0.0	
2808	28.0	1.0	1.0	0.0	0.0	0.0	
2809	28.0	1.0	1.0	0.0	0.0	0.0	
2810	28.0	1.0	1.0	0.0	0.0	0.0	
2811	28.0	1.0	1.0	0.0	0.0	0.0	
2812	28.0	1.0	1.0	0.0	0.0	0.0	
2813	28.0	1.0	1.0	0.0	0.0	0.0	
2814	28.0	1.0	1.0	0.0	0.0	0.0	
2815	28.0	1.0	1.0	0.0	0.0	0.0	
2816	28.0	1.0	1.0	0.0	0.0	0.0	
2817	28.0	1.0	1.0	0.0	0.0	0.0	
2818	28.0	1.0	1.0	0.0	0.0	0.0	
2819	28.0	1.0	1.0	0.0	0.0	0.0	
2820	28.0	1.0	1.0	0.0	0.0	0.0	
2821	28.0	1.0	1.0	0.0	0.0	0.0	
2822	28.0	1.0	1.0	0.0	0.0	0.0	
2823	28.0	1.0	1.0	0.0	0.0	0.0	
2824	28.0	1.0	1.0	0.0	0.0	0.0	
2825	28.0	1.0	1.0	0.0	0.0	0.0	
2826	26.0	0.0	1.0	0.0	0.0	1.0	
2827	28.0	1.0	1.0	0.0	0.0	0.0	
2828	28.0	1.0	1.0	0.0	0.0	0.0	
2829	28.0	1.0	1.0	0.0	0.0	0.0	
2830	28.0	1.0	1.0	0.0	0.0	0.0	
2831	28.0	1.0	1.0	0.0	0.0	0.0	
2832	28.0	1.0	1.0	0.0	0.0	0.0	
2833	26.0	0.0	1.0	0.0	0.0	1.0	
2834	26.0	0.0	1.0	1.0	0.0	0.0	
2835	28.0	1.0	1.0	0.0	0.0	0.0	
2836	28.0	1.0	1.0	0.0	0.0	0.0	
2837	28.0	1.0	1.0	0.0	0.0	0.0	
2838	28.0	1.0	1.0	0.0	0.0	0.0	
2839	28.0	1.0	1.0	0.0	0.0	0.0	
2840	28.0	1.0	1.0	0.0	0.0	0.0	
2841	28.0	1.0	1.0	0.0	0.0	0.0	
2842	28.0	1.0	1.0	0.0	0.0	0.0	
2843	28.0	1.0	1.0	0.0	0.0	0.0	
2844	28.0	1.0	1.0	0.0	0.0	0.0	
2845	28.0	1.0	1.0	0.0	0.0	0.0	
2846	28.0	1.0	1.0	0.0	0.0	0.0	
2847	28.0	1.0	1.0	0.0	0.0	0.0	
2848	28.0	1.0	1.0	0.0	0.0	0.0	
2849	28.0	1.0	1.0	0.0	0.0	0.0	
2850	28.0	1.0	1.0	0.0	0.0	0.0	
2851	28.0	1.0	1.0	0.0	0.0	0.0	
2852	28.0	1.0	1.0	0.0	0.0	0.0	
2853	28.0	1.0	1.0	0.0	0.0	0.0	
2854	28.0	1.0	1.0	0.0	0.0	0.0	
2855	28.0	1.0	1.0	0.0	0.0	0.0	
2856	28.0	1.0	1.0	0.0	0.0	0.0	
2857	28.0	1.0	1.0	0.0	0.0	0.0	
2858	28.0	1.0	1.0	0.0	0.0	0.0	
2859	28.0	1.0	1.0	0.0	0.0	0.0	
2860	28.0	1.0	1.0	0.0	0.0	0.0	
2861	28.0	1.0	1.0	0.0	0.0	0.0	
2862	28.0	1.0	1.0	0.0	0.0	0.0	
2863	28.0	1.0	1.0	0.0	0.0	0.0	
2864	28.0	1.0	1.0	0.0	0.0	0.0	
2865	28.0	1.0	1.0	0.0	0.0	0.0	
2866	28.0	1.0	1.0	0.0	0.0	0.0	
2867	28.0	1.0	1.0	0.0	0.0	0.0	
2868	28.0	1.0	1.0	0.0	0.0	0.0	
2869	28.0	1.0	1.0	0.0	0.0	0.0	
2870	28.0	1.0	1.0	0.0	0.0	0.0	
2871	28.0	1.0	1.0	0.0	0.0	0.0	
2872	28.0	1.0	1.0	0.0	0.0	0.0	
2873	28.0	1.0	1.0	0.0	0.0	0.0	
2874	28.0	1.0	1.0	0.0	0.0	0.0	
2875	28.0	1.0	1.0	0.0	0.0	0.0	
2876	28.0	1.0	1.0	0.0	0.0	0.0	
2877	26.0	0.0	1.0	0.0	0.0	1.0	
2878	28.0	1.0	1.0	0.0	0.0	0.0	
2879	28.0	1.0	1.0	0.0	0.0	0.0	
2880	28.0	1.0	1.0	0.0	0.0	0.0	
2881	28.0	1.0	1.0	0.0	0.0	0.0	
2882	26.0	0.0	1.0	1.0	0.0	0.0	
2883	28.0	1.0	1.0	0.0	0.0	0.0	
2884	28.0	1.0	1.0	0.0	0.0	0.0	
2885	28.0	1.0	1.0	0.0	0.0	0.0	
2886	28.0	1.0	1.0	0.0	0.0	0.0	
2887	28.0	1.0	1.0	0.0	0.0	0.0	
2888	26.0	0.0	1.0	1.0	0.0	0.0	
2889	26.0	0.0	1.0	1.0	0.0	0.0	
2890	28.0	1.0	1.0	0.0	0.0	0.0	
2891	26.0	0.0	1.0	0.0	0.0	1.0	
2892	28.0	1.0	1.0	0.0	0.0	0.0	
2893	28.0	1.0	1.0	0.0	0.0	0.0	
2894	28.0	1.0	1.0	0.0	0.0	0.0	
2895	26.0	0.0	1.0	0.0	0.0	1.0	
2896	28.0	1.0	1.0	0.0	0.0	0.0	
2897	28.0	1.0	1.0	0.0	0.0	0.0	
2898	28.0	1.0	1.0	0.0	0.0	0.0	
2899	28.0	1.0	1.0	0.0	0.0	0.0	
2900	28.0	1.0	1.0	0.0	0.0	0.0	
2901	28.0	1.0	1.0	0.0	0.0	0.0	
2902	28.0	1.0	1.0	0.0	0.0	0.0	
2903	28.0	1.0	1.0	0.0	0.0	0.0	
2904	28.0	1.0	1.0	0.0	0.0	0.0	
2905	28.0	1.0	1.0	0.0	0.0	0.0	
2906	28.0	1.0	1.0	0.0	0.0	0.0	
2907	28.0	1.0	1.0	0.0	0.0	0.0	
2908	28.0	1.0	1.0	0.0	0.0	0.0	
2909	28.0	1.0	1.0	0.0	0.0	0.0	
2910	28.0	1.0	1.0	0.0	0.0	0.0	
2911	28.0	1.0	1.0	0.0	0.0	0.0	
2912	28.0	1.0	1.0	0.0	0.0	0.0	
2913	28.0	1.0	1.0	0.0	0.0	0.0	
2914	28.0	1.0	1.0	0.0	0.0	0.0	
2915	28.0	1.0	1.0	0.0	0.0	0.0	
2916	28.0	1.0	1.0	0.0	0.0	0.0	
2917	28.0	1.0	1.0	0.0	0.0	0.0	
2918	28.0	1.0	1.0	0.0	0.0	0.0	
2919	28.0	1.0	1.0	0.0	0.0	0.0	
2920	28.0	1.0	1.0	0.0	0.0	0.0	
2921	28.0	1.0	1.0	0.0	0.0	0.0	
2922	28.0	1.0	1.0	0.0	0.0	0.0	
2923	28.0	1.0	1.0	0.0	0.0	0.0	
2924	28.0	1.0	1.0	0.0	0.0	0.0	
2925	28.0	1.0	1.0	0.0	0.0	0.0	
2926	28.0	1.0	1.0	0.0	0.0	0.0	
2927	28.0	1.0	1.0	0.0	0.0	0.0	
2928	28.0	1.0	1.0	0.0	0.0	0.0	
2929	28.0	1.0	1.0	0.0	0.0	0.0	
2930	28.0	1.0	1.0	0.0	0.0	0.0	
2931	28.0	1.0	1.0	0.0	0.0	0.0	
2932	28.0	1.0	1.0	0.0	0.0	0.0	
2933	28.0	1.0	1.0	0.0	0.0	0.0	
2934	28.0	1.0	1.0	0.0	0.0	0.0	
2935	28.0	1.0	1.0	0.0	0.0	0.0	
2936	28.0	1.0	1.0	0.0	0.0	0.0	
2937	28.0	1.0	1.0	0.0	0.0	0.0	
2938	28.0	1.0	1.0	0.0	0.0	0.0	
2939	28.0	1.0	1.0	0.0	0.0	0.0	
2940	28.0	1.0	1.0	0.0	0.0	0.0	
2941	28.0	1.0	1.0	0.0	0.0	0.0	
2942	28.0	1.0	1.0	0.0	0.0	0.0	
2943	26.0	0.0	1.0	1.0	0.0	0.0	
2944	28.0	1.0	1.0	0.0	0.0	0.0	
2945	28.0	1.0	1.0	0.0	0.0	0.0	
2946	28.0	1.0	1.0	0.0	0.0	0.0	
2947	28.0	1.0	1.0	0.0	0.0	0.0	
2948	28.0	1.0	1.0	0.0	0.0	0.0	
2949	28.0	1.0	1.0	0.0	0.0	0.0	
2950	28.0	1.0	1.0	0.0	0.0	0.0	
2951	28.0	1.0	1.0	0.0	0.0	0.0	
2952	28.0	1.0	1.0	0.0	0.0	0.0	
2953	28.0	1.0	1.0	0.0	0.0	0.0	
2954	28.0	1.0	1.0	0.0	0.0	0.0	
2955	28.0	1.0	1.0	0.0	0.0	0.0	
2956	28.0	1.0	1.0	0.0	0.0	0.0	
2957	28.0	1.0	1.0	0.0	0.0	0.0	
2958	28.0	1.0	1.0	0.0	0.0	0.0	
2959	28.0	1.0	1.0	0.0	0.0	0.0	
2960	28.0	1.0	1.0	0.0	0.0	0.0	
2961	28.0	1.0	1.0	0.0	0.0	0.0	
2962	28.0	1.0	1.0	0.0	0.0	0.0	
2963	26.0	0.0	1.0	1.0	0.0	0.0	
2964	28.0	1.0	1.0	0.0	0.0	0.0	
2965	28.0	1.0	1.0	0.0	0.0	0.0	
2966	28.0	1.0	1.0	0.0	0.0	0.0	
2967	28.0	1.0	1.0	0.0	0.0	0.0	
2968	28.0	1.0	1.0	0.0	0.0	0.0	
2969	28.0	1.0	1.0	0.0	0.0	0.0	
2970	28.0	1.0	1.0	0.0	0.0	0.0	
2971	28.0	1.0	1.0	0.0	0.0	0.0	
2972	26.0	0.0	1.0	1.0	0.0	0.0	
2973	28.0	1.0	1.0	0.0	0.0	0.0	
2974	28.0	1.0	1.0	0.0	0.0	0.0	
2975	28.0	1.0	1.0	0.0	0.0	0.0	
2976	26.0	0.0	1.0	1.0	0.0	0.0	
2977	28.0	1.0	1.0	0.0	0.0	0.0	
2978	28.0	1.0	1.0	0.0	0.0	0.0	
2979	28.0	1.0	1.0	0.0	0.0	0.0	
2980	26.0	0.0	1.0	1.0	0.0	0.0	
2981	28.0	1.0	1.0	0.0	0.0	0.0	
2982	28.0	1.0	1.0	0.0	0.0	0.0	
2983	28.0	1.0	1.0	0.0	0.0	0.0	
2984	28.0	1.0	1.0	0.0	0.0	0.0	
2985	28.0	1.0	1.0	0.0	0.0	0.0	
2986	28.0	1.0	1.0	0.0	0.0	0.0	
2987	28.0	1.0	1.0	0.0	0.0	0.0	
