Sample	cat16-57.trees	cat16-57.sequence04_sequence10	cat16-57.sequence03_sequence06	cat16-57.sequence01_sequence05_sequence04_sequence14_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-57.sequence16_sequence06	cat16-57.sequence16_sequence03	cat16-57.sequence05_sequence04_sequence09_sequence10	cat16-57.sequence07_sequence11_sequence16_sequence02_sequence03_sequence06	cat16-57.sequence01_sequence05_sequence04_sequence14_sequence07_sequence12_sequence13_sequence09_sequence10_sequence08_sequence15	
1360	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1361	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1362	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1363	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1364	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1365	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1366	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1367	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1368	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1369	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1370	24.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1371	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1372	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1373	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1374	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1375	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1376	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1377	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1378	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1379	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1380	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1381	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1382	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1383	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1384	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1385	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1386	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1387	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1388	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1389	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1390	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1391	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1392	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1393	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1394	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1395	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1396	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1397	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1398	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1399	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1400	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1401	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1402	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1403	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1404	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1405	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1406	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1407	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1408	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1409	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1410	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1411	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1412	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1413	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1414	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1415	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1416	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1417	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1418	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1419	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1420	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1421	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1422	28.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1423	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1424	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1425	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1426	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1427	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1428	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1429	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1430	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1431	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1432	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1433	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1434	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1435	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1436	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1437	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1438	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1439	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1440	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1441	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1442	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1443	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1444	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1445	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1446	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1447	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1448	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1449	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1450	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1451	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1452	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1453	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1454	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1455	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1456	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1457	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1458	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1459	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1460	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1461	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1462	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1463	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1464	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1465	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1466	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1467	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1468	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1469	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1470	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1471	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1472	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1473	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1474	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1475	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1476	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1477	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1478	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1479	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1480	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1481	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1482	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1483	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1484	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1485	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1486	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1487	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1488	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1489	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1490	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1491	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1492	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1493	28.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1494	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1495	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1496	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1497	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1498	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1499	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1500	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1501	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1502	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1503	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1504	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1505	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1506	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1507	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1508	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1509	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1510	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1511	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1512	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1513	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1514	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1515	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1516	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1517	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1518	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1519	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1520	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1521	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1522	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1523	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1524	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1525	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1526	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1527	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1528	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1529	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1530	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1531	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1532	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1533	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1534	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1535	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1536	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1537	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1538	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1539	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1540	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1541	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1542	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1543	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1544	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1545	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1546	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1547	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1548	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1549	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1550	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1551	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1552	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1553	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1554	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1555	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1556	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1557	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1558	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1559	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1560	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1561	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1562	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1563	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1564	28.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1565	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1566	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1567	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1568	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1569	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1570	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1571	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1572	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1573	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1574	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1575	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1576	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1577	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1578	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1579	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1580	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1581	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1582	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1583	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1584	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1585	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1586	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1587	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1588	28.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1589	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1590	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1591	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1592	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1593	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1594	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1595	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1596	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1597	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1598	28.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1599	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1600	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1601	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1602	28.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1603	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1604	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1605	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1606	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1607	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1608	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1609	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1610	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1611	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1612	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1613	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1614	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1615	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1616	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1617	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1618	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1619	28.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1620	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1621	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1622	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1623	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1624	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1625	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1626	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1627	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1628	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1629	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1630	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1631	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1632	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1633	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1634	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1635	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1636	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1637	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1638	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1639	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1640	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1641	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1642	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1643	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1644	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1645	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1646	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1647	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1648	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1649	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1650	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1651	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1652	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1653	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1654	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1655	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1656	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1657	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1658	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1659	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1660	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1661	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1662	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1663	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1664	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1665	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1666	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1667	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1668	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1669	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1670	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1671	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1672	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1673	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1674	26.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1675	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1676	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1677	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1678	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1679	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1680	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1681	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1682	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1683	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1684	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1685	24.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	
1686	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1687	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1688	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
1689	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1690	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1691	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1692	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1693	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1694	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1695	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1696	26.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1697	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1698	28.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1699	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1700	30.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	
1701	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	
