Sample	cat16-78.trees	cat16-78.sequence11_sequence16_sequence09_sequence15	cat16-78.sequence01_sequence05_sequence04_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence06_sequence15	cat16-78.sequence01_sequence05_sequence04_sequence11_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence15	cat16-78.sequence01_sequence05_sequence04_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-78.sequence01_sequence05_sequence04_sequence11_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence08_sequence15	cat16-78.sequence07_sequence12_sequence06_sequence08	cat16-78.sequence14_sequence08	cat16-78.sequence14_sequence07_sequence12_sequence06_sequence08	cat16-78.sequence01_sequence05_sequence04_sequence14_sequence11_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence08_sequence15	cat16-78.sequence11_sequence16_sequence15	
2703	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2704	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2705	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2706	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2707	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2708	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2709	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2710	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2711	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2712	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2713	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2714	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2715	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2716	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2717	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2718	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2719	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2720	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2721	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2722	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2723	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2724	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2725	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2726	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2727	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2728	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2729	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2730	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2731	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2732	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2733	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2734	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2735	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2736	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2737	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2738	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2739	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2740	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2741	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2742	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2743	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2744	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2745	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2746	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2747	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2748	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2749	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2750	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2751	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2752	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2753	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2754	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2755	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2756	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2757	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2758	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2759	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2760	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2761	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2762	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2763	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2764	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2765	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2766	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2767	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2768	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2769	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2770	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2771	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2772	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2773	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2774	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2775	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2776	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2777	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2778	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2779	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2780	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2781	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2782	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2783	26.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2784	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2785	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2786	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2787	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2788	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2789	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2790	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2791	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2792	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2793	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2794	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2795	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2796	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2797	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2798	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2799	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2800	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2801	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2802	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2803	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2804	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2805	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2806	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2807	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2808	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2809	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2810	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2811	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2812	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2813	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2814	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2815	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2816	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2817	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2818	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2819	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2820	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2821	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2822	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2823	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2824	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2825	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2826	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2827	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2828	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2829	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2830	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2831	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2832	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2833	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2834	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2835	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2836	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2837	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2838	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2839	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2840	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2841	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2842	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2843	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2844	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2845	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2846	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2847	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2848	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2849	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2850	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2851	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2852	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2853	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2854	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2855	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2856	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2857	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2858	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2859	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2860	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2861	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2862	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2863	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2864	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2865	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2866	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2867	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2868	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2869	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2870	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2871	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2872	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2873	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2874	28.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
2875	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2876	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2877	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2878	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2879	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2880	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2881	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2882	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2883	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2884	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2885	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2886	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2887	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2888	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2889	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2890	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2891	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2892	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2893	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2894	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2895	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2896	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2897	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2898	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2899	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2900	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2901	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2902	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2903	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2904	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2905	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2906	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2907	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2908	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2909	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2910	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2911	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2912	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2913	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2914	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2915	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2916	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2917	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2918	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2919	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2920	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2921	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2922	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2923	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2924	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2925	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2926	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2927	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2928	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2929	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2930	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2931	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2932	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2933	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2934	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2935	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2936	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2937	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2938	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2939	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2940	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2941	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2942	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2943	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2944	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2945	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2946	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2947	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2948	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2949	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2950	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2951	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2952	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2953	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2954	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2955	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2956	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2957	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2958	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2959	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2960	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2961	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2962	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2963	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2964	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2965	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2966	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2967	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2968	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2969	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2970	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2971	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2972	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2973	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2974	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2975	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2976	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2977	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2978	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2979	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2980	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2981	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2982	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2983	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
