Sample	cat16-78.trees	cat16-78.sequence11_sequence16_sequence09_sequence15	cat16-78.sequence01_sequence05_sequence04_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence06_sequence15	cat16-78.sequence01_sequence05_sequence04_sequence11_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence15	cat16-78.sequence01_sequence05_sequence04_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-78.sequence01_sequence05_sequence04_sequence11_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence08_sequence15	cat16-78.sequence07_sequence12_sequence06_sequence08	cat16-78.sequence14_sequence08	cat16-78.sequence14_sequence07_sequence12_sequence06_sequence08	cat16-78.sequence01_sequence05_sequence04_sequence14_sequence11_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence08_sequence15	cat16-78.sequence11_sequence16_sequence15	
2089	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2090	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2091	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2092	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2093	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2094	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2095	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2096	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2097	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2098	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2099	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2100	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2101	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2102	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2103	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2104	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2105	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2106	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2107	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2108	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2109	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2110	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2111	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2112	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2113	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2114	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2115	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2116	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2117	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2118	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2119	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2120	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2121	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2122	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2123	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2124	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2125	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2126	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2127	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2128	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2129	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2130	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2131	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2132	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2133	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2134	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2135	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2136	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2137	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2138	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2139	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2140	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2141	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2142	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2143	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2144	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2145	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2146	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2147	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2148	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2149	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2150	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2151	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2152	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2153	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2154	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2155	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2156	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2157	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2158	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2159	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2160	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2161	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2162	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2163	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2164	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2165	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2166	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2167	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2168	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2169	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2170	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2171	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2172	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2173	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2174	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2175	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2176	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2177	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2178	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2179	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2180	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2181	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2182	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2183	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2184	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2185	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2186	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2187	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2188	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2189	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2190	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2191	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2192	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2193	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2194	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2195	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2196	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2197	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2198	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2199	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2200	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2201	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2202	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2203	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2204	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2205	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2206	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2207	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2208	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2209	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2210	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2211	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2212	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2213	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2214	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2215	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2216	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2217	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2218	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2219	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2220	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2221	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2222	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2223	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2224	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2225	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2226	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2227	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2228	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2229	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2230	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2231	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2232	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2233	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2234	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2235	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2236	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2237	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2238	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2239	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2240	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2241	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2242	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2243	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2244	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2245	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2246	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2247	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2248	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2249	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2250	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2251	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2252	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2253	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2254	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2255	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2256	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2257	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2258	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2259	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2260	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2261	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2262	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2263	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2264	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2265	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2266	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2267	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2268	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2269	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2270	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2271	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2272	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2273	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2274	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2275	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2276	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2277	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2278	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2279	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2280	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2281	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2282	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2283	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2284	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2285	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2286	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2287	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2288	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2289	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2290	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2291	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2292	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2293	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2294	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2295	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2296	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2297	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2298	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2299	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2300	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2301	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2302	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2303	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2304	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2305	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2306	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2307	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2308	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2309	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2310	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2311	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2312	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2313	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2314	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2315	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2316	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2317	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2318	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2319	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2320	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2321	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2322	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2323	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2324	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2325	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2326	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2327	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2328	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2329	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2330	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2331	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2332	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2333	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2334	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2335	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2336	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2337	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2338	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2339	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2340	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2341	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2342	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2343	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2344	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2345	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2346	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2347	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2348	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2349	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2350	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2351	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2352	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2353	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2354	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2355	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2356	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2357	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2358	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2359	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2360	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2361	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2362	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2363	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2364	28.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2365	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2366	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2367	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
2368	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2369	30.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
