Sample	cat16-3.trees	cat16-3.sequence04_sequence07_sequence13_sequence10	cat16-3.sequence01_sequence14_sequence09	cat16-3.sequence05_sequence04_sequence11_sequence16_sequence02_sequence03_sequence15	cat16-3.sequence05_sequence04_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-3.sequence01_sequence14_sequence12_sequence09_sequence06_sequence08	cat16-3.sequence01_sequence05_sequence04_sequence14_sequence07_sequence11_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence15	cat16-3.sequence05_sequence07_sequence11_sequence13_sequence16_sequence02_sequence03_sequence10_sequence15	cat16-3.sequence05_sequence11_sequence16_sequence02_sequence15	cat16-3.sequence02_sequence03_sequence15	cat16-3.sequence05_sequence11_sequence16_sequence03	
1798	28.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	
1799	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1800	30.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	
1801	26.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1802	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1803	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1804	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1805	26.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
1806	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1807	26.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1808	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1809	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1810	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1811	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1812	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1813	24.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
1814	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1815	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1816	24.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
1817	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1818	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1819	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1820	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1821	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1822	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1823	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1824	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1825	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1826	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1827	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1828	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1829	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
1830	24.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
1831	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1832	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1833	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1834	26.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1835	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1836	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1837	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1838	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1839	24.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
1840	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1841	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1842	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1843	26.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
1844	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1845	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1846	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1847	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1848	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1849	24.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
1850	24.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1851	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1852	24.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
1853	24.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1854	22.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1855	22.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1856	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1857	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1858	26.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
1859	22.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
1860	22.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1861	24.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1862	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1863	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1864	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1865	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1866	24.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1867	24.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1868	30.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	
1869	26.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1870	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1871	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1872	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1873	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1874	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1875	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1876	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1877	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
1878	26.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1879	24.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
1880	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1881	26.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1882	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1883	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1884	24.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1885	26.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
1886	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1887	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1888	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1889	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1890	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1891	24.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
1892	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1893	24.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1894	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1895	26.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1896	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
1897	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
1898	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
1899	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1900	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
1901	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1902	26.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1903	24.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1904	24.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1905	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1906	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1907	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1908	26.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
1909	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1910	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1911	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1912	26.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
1913	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1914	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1915	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1916	24.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
1917	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1918	26.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1919	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1920	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1921	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1922	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1923	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1924	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1925	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1926	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1927	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1928	26.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
1929	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1930	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1931	26.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1932	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1933	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1934	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1935	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1936	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1937	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1938	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1939	26.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1940	30.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	
1941	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1942	24.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
1943	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1944	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1945	28.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	
1946	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1947	28.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	
1948	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	
1949	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1950	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1951	26.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
1952	30.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	
1953	26.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
1954	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1955	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	
1956	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1957	26.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
1958	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1959	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1960	24.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1961	26.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1962	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1963	28.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	
1964	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1965	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	
1966	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1967	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1968	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1969	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1970	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1971	26.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1972	26.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1973	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1974	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1975	26.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
1976	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1977	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1978	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
1979	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1980	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1981	24.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
1982	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1983	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1984	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
1985	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1986	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1987	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
1988	26.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1989	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	
1990	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1991	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
1992	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1993	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1994	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1995	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	
1996	28.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1997	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1998	24.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
1999	26.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2000	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	
2001	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	
2002	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2003	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	
2004	24.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
2005	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2006	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
2007	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2008	24.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
2009	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2010	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2011	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2012	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
2013	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2014	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
2015	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	
2016	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2017	24.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
2018	24.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
2019	24.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
2020	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2021	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2022	24.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2023	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2024	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2025	24.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
2026	26.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
2027	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
2028	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2029	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	
2030	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2031	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
2032	28.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2033	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2034	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2035	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
2036	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
2037	24.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
2038	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
2039	26.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
2040	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2041	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
2042	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
2043	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2044	24.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
2045	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2046	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2047	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
2048	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2049	24.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
2050	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2051	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2052	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2053	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2054	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	
2055	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2056	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
2057	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2058	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2059	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2060	28.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2061	26.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
2062	28.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	
2063	28.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	
2064	24.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
2065	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2066	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2067	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2068	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2069	30.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	
2070	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	
2071	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
2072	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
2073	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2074	26.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
2075	28.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2076	24.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
2077	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
2078	24.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
2079	28.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2080	24.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
