Sample	cat16-1.trees	cat16-1.sequence01_sequence16_sequence15	cat16-1.sequence13_sequence08	cat16-1.sequence11_sequence12_sequence13_sequence06	cat16-1.sequence11_sequence12_sequence06_sequence08	cat16-1.sequence04_sequence07_sequence09	cat16-1.sequence01_sequence05_sequence14_sequence11_sequence12_sequence13_sequence16_sequence02_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-1.sequence01_sequence03_sequence15	cat16-1.sequence16_sequence03	cat16-1.sequence01_sequence05_sequence04_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-1.sequence04_sequence07_sequence02_sequence09	
2990	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2991	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2992	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2993	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2994	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2995	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2996	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2997	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2998	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2999	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3000	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3001	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3002	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3003	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3004	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3005	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3006	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3007	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3008	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3009	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3010	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3011	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3012	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3013	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3014	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3015	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3016	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3017	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3018	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3019	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3020	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3021	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3022	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
3023	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3024	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3025	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3026	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3027	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3028	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3029	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3030	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3031	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3032	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3033	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3034	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3035	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3036	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3037	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3038	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3039	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3040	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3041	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3042	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3043	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3044	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
3045	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3046	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3047	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3048	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3049	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3050	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3051	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3052	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3053	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3054	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3055	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3056	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3057	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3058	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3059	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3060	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3061	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3062	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3063	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3064	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3065	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
3066	26.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3067	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
3068	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
3069	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3070	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3071	26.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	
3072	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
3073	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3074	26.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
3075	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3076	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
3077	28.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
3078	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
3079	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
3080	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
3081	24.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
3082	24.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
3083	22.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
3084	22.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	
3085	22.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	
3086	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
3087	26.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
3088	24.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
3089	24.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	
3090	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
3091	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
3092	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
3093	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3094	28.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
3095	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
3096	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3097	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3098	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3099	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3100	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3101	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3102	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3103	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3104	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3105	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3106	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3107	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3108	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3109	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3110	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3111	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3112	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3113	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3114	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3115	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3116	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3117	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3118	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3119	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3120	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3121	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3122	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3123	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3124	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3125	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3126	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3127	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3128	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3129	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3130	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3131	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3132	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3133	26.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
3134	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
3135	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3136	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3137	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3138	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3139	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3140	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3141	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3142	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3143	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3144	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3145	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3146	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3147	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3148	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3149	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3150	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3151	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3152	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3153	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3154	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3155	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3156	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3157	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3158	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3159	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3160	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3161	28.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
3162	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3163	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3164	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3165	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3166	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3167	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3168	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3169	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3170	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3171	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3172	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3173	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3174	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3175	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3176	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3177	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3178	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3179	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3180	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3181	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3182	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3183	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3184	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3185	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3186	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3187	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3188	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3189	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3190	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3191	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3192	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3193	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3194	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3195	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3196	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3197	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3198	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3199	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3200	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3201	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3202	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3203	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3204	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3205	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3206	28.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
3207	26.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
3208	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3209	28.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
3210	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3211	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3212	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3213	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3214	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3215	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
3216	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3217	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3218	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3219	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3220	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3221	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3222	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3223	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3224	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
3225	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3226	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3227	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3228	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3229	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3230	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3231	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3232	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
3233	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3234	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3235	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3236	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
3237	26.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
3238	26.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
3239	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3240	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3241	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3242	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3243	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3244	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3245	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3246	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3247	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3248	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3249	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3250	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3251	26.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
3252	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3253	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3254	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3255	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3256	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3257	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3258	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
3259	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3260	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3261	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3262	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3263	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3264	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3265	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3266	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3267	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
3268	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3269	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3270	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3271	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3272	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
3273	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
