Sample	cat16-1.trees	cat16-1.sequence01_sequence16_sequence15	cat16-1.sequence13_sequence08	cat16-1.sequence11_sequence12_sequence13_sequence06	cat16-1.sequence11_sequence12_sequence06_sequence08	cat16-1.sequence04_sequence07_sequence09	cat16-1.sequence01_sequence05_sequence14_sequence11_sequence12_sequence13_sequence16_sequence02_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-1.sequence01_sequence03_sequence15	cat16-1.sequence16_sequence03	cat16-1.sequence01_sequence05_sequence04_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-1.sequence04_sequence07_sequence02_sequence09	
1809	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1810	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1811	24.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
1812	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1813	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1814	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1815	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1816	28.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1817	28.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1818	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1819	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1820	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1821	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1822	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1823	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1824	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1825	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1826	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1827	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1828	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1829	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1830	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1831	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1832	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1833	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1834	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1835	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1836	28.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1837	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1838	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1839	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1840	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1841	26.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
1842	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1843	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
1844	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1845	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1846	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1847	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1848	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1849	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1850	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1851	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1852	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1853	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1854	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1855	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1856	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1857	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1858	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1859	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1860	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1861	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1862	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1863	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1864	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1865	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1866	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1867	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1868	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1869	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1870	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1871	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1872	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1873	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1874	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1875	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1876	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1877	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1878	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1879	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1880	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1881	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1882	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1883	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1884	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1885	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1886	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1887	26.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	
1888	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1889	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1890	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1891	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1892	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1893	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1894	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1895	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1896	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1897	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1898	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1899	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1900	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1901	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1902	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1903	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1904	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1905	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1906	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1907	28.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1908	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1909	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1910	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1911	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1912	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1913	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1914	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1915	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1916	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1917	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1918	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1919	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1920	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1921	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1922	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1923	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1924	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1925	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1926	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1927	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1928	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1929	26.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1930	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1931	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1932	28.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1933	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1934	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1935	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1936	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1937	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1938	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1939	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1940	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1941	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1942	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1943	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1944	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1945	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1946	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1947	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1948	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1949	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1950	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1951	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1952	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1953	26.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1954	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1955	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1956	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1957	24.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	
1958	26.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
1959	26.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1960	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1961	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1962	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1963	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1964	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1965	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1966	26.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
1967	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1968	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1969	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1970	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1971	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1972	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1973	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1974	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1975	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1976	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1977	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1978	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1979	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1980	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1981	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1982	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1983	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1984	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1985	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1986	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
1987	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1988	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1989	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
1990	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1991	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1992	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1993	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1994	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
1995	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1996	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1997	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1998	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1999	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2000	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2001	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2002	26.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2003	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2004	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2005	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2006	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2007	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2008	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2009	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2010	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2011	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2012	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2013	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2014	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2015	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2016	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2017	26.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	
2018	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2019	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2020	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2021	26.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2022	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2023	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2024	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2025	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2026	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2027	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2028	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2029	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2030	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2031	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2032	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2033	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2034	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2035	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2036	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2037	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2038	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2039	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2040	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2041	26.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	
2042	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2043	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2044	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2045	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2046	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2047	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2048	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2049	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
2050	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2051	28.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2052	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2053	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2054	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2055	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2056	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2057	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2058	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2059	28.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2060	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2061	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2062	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2063	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2064	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2065	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2066	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2067	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2068	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2069	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2070	30.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2071	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2072	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2073	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2074	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2075	28.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
2076	28.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2077	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2078	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2079	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2080	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2081	24.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
2082	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2083	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2084	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2085	28.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2086	26.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	
2087	26.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
2088	26.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2089	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
2090	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
2091	24.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	
2092	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
