Sample	cat16-10.trees	cat16-10.sequence01_sequence04_sequence13_sequence16_sequence15	cat16-10.sequence12_sequence09_sequence06	cat16-10.sequence01_sequence05_sequence04_sequence14_sequence07_sequence11_sequence13_sequence16_sequence02_sequence03_sequence08_sequence15	cat16-10.sequence05_sequence14_sequence12_sequence02_sequence09_sequence03_sequence10_sequence06_sequence08	cat16-10.sequence01_sequence04_sequence07_sequence11_sequence12_sequence13_sequence16_sequence09_sequence10_sequence06_sequence15	
1439	30.0	1.0	1.0	0.0	0.0	1.0	
1440	28.0	1.0	1.0	1.0	0.0	0.0	
1441	30.0	1.0	1.0	0.0	0.0	1.0	
1442	30.0	1.0	1.0	0.0	0.0	1.0	
1443	28.0	1.0	1.0	0.0	1.0	0.0	
1444	30.0	1.0	1.0	0.0	0.0	1.0	
1445	28.0	1.0	1.0	0.0	1.0	0.0	
1446	28.0	1.0	1.0	0.0	1.0	0.0	
1447	30.0	1.0	1.0	0.0	0.0	1.0	
1448	30.0	1.0	1.0	0.0	0.0	1.0	
1449	30.0	1.0	1.0	0.0	0.0	1.0	
1450	30.0	1.0	1.0	0.0	0.0	1.0	
1451	30.0	1.0	1.0	0.0	0.0	1.0	
1452	28.0	1.0	1.0	0.0	1.0	0.0	
1453	30.0	1.0	1.0	0.0	0.0	1.0	
1454	30.0	1.0	1.0	0.0	0.0	1.0	
1455	30.0	1.0	1.0	0.0	0.0	1.0	
1456	30.0	1.0	1.0	0.0	0.0	1.0	
1457	30.0	1.0	1.0	0.0	0.0	1.0	
1458	28.0	1.0	1.0	0.0	1.0	0.0	
1459	28.0	1.0	1.0	0.0	1.0	0.0	
1460	30.0	1.0	1.0	0.0	0.0	1.0	
1461	28.0	1.0	1.0	0.0	1.0	0.0	
1462	28.0	1.0	1.0	1.0	0.0	0.0	
1463	30.0	1.0	1.0	0.0	0.0	1.0	
1464	28.0	1.0	1.0	0.0	1.0	0.0	
1465	28.0	1.0	1.0	0.0	1.0	0.0	
1466	30.0	1.0	1.0	0.0	0.0	1.0	
1467	30.0	1.0	1.0	0.0	0.0	1.0	
1468	30.0	1.0	1.0	0.0	0.0	1.0	
1469	28.0	1.0	1.0	0.0	1.0	0.0	
1470	28.0	1.0	1.0	0.0	1.0	0.0	
1471	28.0	1.0	1.0	1.0	0.0	0.0	
1472	28.0	1.0	1.0	0.0	1.0	0.0	
1473	30.0	1.0	1.0	0.0	0.0	1.0	
1474	30.0	1.0	1.0	0.0	0.0	1.0	
1475	30.0	1.0	1.0	0.0	0.0	1.0	
1476	30.0	1.0	1.0	0.0	0.0	1.0	
1477	30.0	1.0	1.0	0.0	0.0	1.0	
1478	28.0	1.0	1.0	0.0	1.0	0.0	
1479	28.0	1.0	1.0	0.0	1.0	0.0	
1480	28.0	1.0	1.0	0.0	1.0	0.0	
1481	28.0	1.0	1.0	0.0	1.0	0.0	
1482	28.0	1.0	1.0	0.0	1.0	0.0	
1483	28.0	1.0	1.0	0.0	1.0	0.0	
1484	28.0	1.0	1.0	1.0	0.0	0.0	
1485	30.0	1.0	1.0	0.0	0.0	1.0	
1486	28.0	1.0	1.0	0.0	1.0	0.0	
1487	30.0	1.0	1.0	0.0	0.0	1.0	
1488	30.0	1.0	1.0	0.0	0.0	1.0	
1489	28.0	1.0	1.0	0.0	1.0	0.0	
1490	30.0	1.0	1.0	0.0	0.0	1.0	
1491	28.0	1.0	1.0	0.0	1.0	0.0	
1492	28.0	1.0	1.0	1.0	0.0	0.0	
1493	30.0	1.0	1.0	0.0	0.0	1.0	
1494	28.0	1.0	1.0	0.0	1.0	0.0	
1495	30.0	1.0	1.0	0.0	0.0	1.0	
1496	28.0	1.0	1.0	0.0	1.0	0.0	
1497	30.0	1.0	1.0	0.0	0.0	1.0	
1498	28.0	1.0	1.0	0.0	1.0	0.0	
1499	30.0	1.0	1.0	0.0	0.0	1.0	
1500	30.0	1.0	1.0	0.0	0.0	1.0	
1501	30.0	1.0	1.0	0.0	0.0	1.0	
1502	30.0	1.0	1.0	0.0	0.0	1.0	
1503	28.0	1.0	1.0	0.0	1.0	0.0	
1504	30.0	1.0	1.0	0.0	0.0	1.0	
1505	28.0	1.0	1.0	1.0	0.0	0.0	
1506	28.0	1.0	1.0	1.0	0.0	0.0	
1507	28.0	1.0	1.0	1.0	0.0	0.0	
1508	28.0	1.0	1.0	0.0	1.0	0.0	
1509	28.0	1.0	1.0	1.0	0.0	0.0	
1510	28.0	1.0	1.0	1.0	0.0	0.0	
1511	30.0	1.0	1.0	0.0	0.0	1.0	
1512	30.0	1.0	1.0	0.0	0.0	1.0	
1513	30.0	1.0	1.0	0.0	0.0	1.0	
1514	30.0	1.0	1.0	0.0	0.0	1.0	
1515	30.0	1.0	1.0	0.0	0.0	1.0	
1516	30.0	1.0	1.0	0.0	0.0	1.0	
1517	28.0	1.0	1.0	1.0	0.0	0.0	
1518	28.0	1.0	1.0	0.0	1.0	0.0	
1519	28.0	1.0	1.0	0.0	1.0	0.0	
1520	28.0	1.0	1.0	0.0	1.0	0.0	
1521	28.0	1.0	1.0	0.0	1.0	0.0	
1522	30.0	1.0	1.0	0.0	0.0	1.0	
1523	28.0	1.0	1.0	1.0	0.0	0.0	
1524	28.0	1.0	1.0	1.0	0.0	0.0	
1525	30.0	1.0	1.0	0.0	0.0	1.0	
1526	30.0	1.0	1.0	0.0	0.0	1.0	
1527	28.0	1.0	1.0	0.0	1.0	0.0	
1528	30.0	1.0	1.0	0.0	0.0	1.0	
1529	30.0	1.0	1.0	0.0	0.0	1.0	
1530	28.0	1.0	1.0	0.0	1.0	0.0	
1531	28.0	1.0	1.0	0.0	1.0	0.0	
1532	30.0	1.0	1.0	0.0	0.0	1.0	
1533	28.0	1.0	1.0	0.0	1.0	0.0	
1534	28.0	1.0	1.0	0.0	1.0	0.0	
1535	28.0	1.0	1.0	0.0	1.0	0.0	
1536	30.0	1.0	1.0	0.0	0.0	1.0	
1537	30.0	1.0	1.0	0.0	0.0	1.0	
1538	28.0	1.0	1.0	0.0	1.0	0.0	
1539	30.0	1.0	1.0	0.0	0.0	1.0	
1540	28.0	1.0	1.0	1.0	0.0	0.0	
1541	30.0	1.0	1.0	0.0	0.0	1.0	
1542	28.0	1.0	1.0	0.0	1.0	0.0	
1543	30.0	1.0	1.0	0.0	0.0	1.0	
1544	28.0	1.0	1.0	0.0	1.0	0.0	
1545	28.0	1.0	1.0	0.0	1.0	0.0	
1546	28.0	1.0	1.0	0.0	1.0	0.0	
1547	28.0	1.0	1.0	0.0	1.0	0.0	
1548	28.0	1.0	1.0	0.0	1.0	0.0	
1549	28.0	1.0	1.0	1.0	0.0	0.0	
1550	28.0	1.0	1.0	0.0	1.0	0.0	
1551	30.0	1.0	1.0	0.0	0.0	1.0	
1552	28.0	1.0	1.0	0.0	1.0	0.0	
1553	30.0	1.0	1.0	0.0	0.0	1.0	
1554	30.0	1.0	1.0	0.0	0.0	1.0	
1555	30.0	1.0	1.0	0.0	0.0	1.0	
1556	28.0	1.0	1.0	1.0	0.0	0.0	
1557	28.0	1.0	1.0	0.0	1.0	0.0	
1558	30.0	1.0	1.0	0.0	0.0	1.0	
1559	30.0	1.0	1.0	0.0	0.0	1.0	
1560	30.0	1.0	1.0	0.0	0.0	1.0	
1561	30.0	1.0	1.0	0.0	0.0	1.0	
1562	28.0	1.0	1.0	0.0	1.0	0.0	
1563	30.0	1.0	1.0	0.0	0.0	1.0	
1564	30.0	1.0	1.0	0.0	0.0	1.0	
1565	30.0	1.0	1.0	0.0	0.0	1.0	
1566	30.0	1.0	1.0	0.0	0.0	1.0	
1567	28.0	1.0	1.0	1.0	0.0	0.0	
1568	28.0	1.0	1.0	1.0	0.0	0.0	
1569	30.0	1.0	1.0	0.0	0.0	1.0	
1570	30.0	1.0	1.0	0.0	0.0	1.0	
1571	30.0	1.0	1.0	0.0	0.0	1.0	
1572	30.0	1.0	1.0	0.0	0.0	1.0	
1573	30.0	1.0	1.0	0.0	0.0	1.0	
1574	28.0	1.0	1.0	1.0	0.0	0.0	
1575	30.0	1.0	1.0	0.0	0.0	1.0	
1576	30.0	1.0	1.0	0.0	0.0	1.0	
1577	28.0	1.0	1.0	0.0	1.0	0.0	
1578	28.0	1.0	1.0	1.0	0.0	0.0	
1579	28.0	1.0	1.0	0.0	1.0	0.0	
1580	30.0	1.0	1.0	0.0	0.0	1.0	
1581	30.0	1.0	1.0	0.0	0.0	1.0	
1582	30.0	1.0	1.0	0.0	0.0	1.0	
1583	28.0	1.0	1.0	1.0	0.0	0.0	
1584	30.0	1.0	1.0	0.0	0.0	1.0	
1585	28.0	1.0	1.0	0.0	1.0	0.0	
1586	30.0	1.0	1.0	0.0	0.0	1.0	
1587	30.0	1.0	1.0	0.0	0.0	1.0	
1588	30.0	1.0	1.0	0.0	0.0	1.0	
1589	30.0	1.0	1.0	0.0	0.0	1.0	
1590	30.0	1.0	1.0	0.0	0.0	1.0	
1591	30.0	1.0	1.0	0.0	0.0	1.0	
1592	30.0	1.0	1.0	0.0	0.0	1.0	
1593	28.0	1.0	1.0	0.0	1.0	0.0	
1594	28.0	1.0	1.0	1.0	0.0	0.0	
1595	28.0	1.0	1.0	0.0	1.0	0.0	
1596	30.0	1.0	1.0	0.0	0.0	1.0	
1597	28.0	1.0	1.0	1.0	0.0	0.0	
1598	30.0	1.0	1.0	0.0	0.0	1.0	
1599	28.0	1.0	1.0	0.0	1.0	0.0	
1600	28.0	1.0	1.0	0.0	1.0	0.0	
1601	30.0	1.0	1.0	0.0	0.0	1.0	
1602	28.0	1.0	1.0	0.0	1.0	0.0	
1603	30.0	1.0	1.0	0.0	0.0	1.0	
1604	30.0	1.0	1.0	0.0	0.0	1.0	
1605	28.0	1.0	1.0	0.0	1.0	0.0	
1606	28.0	1.0	1.0	1.0	0.0	0.0	
1607	30.0	1.0	1.0	0.0	0.0	1.0	
1608	30.0	1.0	1.0	0.0	0.0	1.0	
1609	30.0	1.0	1.0	0.0	0.0	1.0	
1610	30.0	1.0	1.0	0.0	0.0	1.0	
1611	28.0	1.0	1.0	0.0	1.0	0.0	
1612	28.0	1.0	1.0	0.0	1.0	0.0	
1613	30.0	1.0	1.0	0.0	0.0	1.0	
1614	28.0	1.0	1.0	0.0	1.0	0.0	
1615	30.0	1.0	1.0	0.0	0.0	1.0	
1616	30.0	1.0	1.0	0.0	0.0	1.0	
1617	30.0	1.0	1.0	0.0	0.0	1.0	
1618	28.0	1.0	1.0	0.0	1.0	0.0	
1619	28.0	1.0	1.0	0.0	1.0	0.0	
1620	28.0	1.0	1.0	0.0	1.0	0.0	
1621	30.0	1.0	1.0	0.0	0.0	1.0	
1622	30.0	1.0	1.0	0.0	0.0	1.0	
1623	30.0	1.0	1.0	0.0	0.0	1.0	
1624	30.0	1.0	1.0	0.0	0.0	1.0	
1625	28.0	1.0	1.0	0.0	1.0	0.0	
1626	30.0	1.0	1.0	0.0	0.0	1.0	
1627	28.0	1.0	1.0	0.0	1.0	0.0	
1628	28.0	1.0	1.0	0.0	1.0	0.0	
1629	30.0	1.0	1.0	0.0	0.0	1.0	
1630	28.0	1.0	1.0	1.0	0.0	0.0	
1631	30.0	1.0	1.0	0.0	0.0	1.0	
1632	28.0	1.0	1.0	0.0	1.0	0.0	
1633	30.0	1.0	1.0	0.0	0.0	1.0	
1634	30.0	1.0	1.0	0.0	0.0	1.0	
1635	30.0	1.0	1.0	0.0	0.0	1.0	
1636	28.0	1.0	1.0	1.0	0.0	0.0	
1637	30.0	1.0	1.0	0.0	0.0	1.0	
1638	28.0	1.0	1.0	0.0	1.0	0.0	
1639	28.0	1.0	1.0	0.0	1.0	0.0	
1640	30.0	1.0	1.0	0.0	0.0	1.0	
1641	30.0	1.0	1.0	0.0	0.0	1.0	
1642	28.0	1.0	1.0	0.0	1.0	0.0	
1643	30.0	1.0	1.0	0.0	0.0	1.0	
1644	30.0	1.0	1.0	0.0	0.0	1.0	
1645	28.0	1.0	1.0	0.0	1.0	0.0	
1646	28.0	1.0	1.0	1.0	0.0	0.0	
1647	28.0	1.0	1.0	0.0	1.0	0.0	
1648	28.0	1.0	1.0	0.0	1.0	0.0	
1649	30.0	1.0	1.0	0.0	0.0	1.0	
1650	30.0	1.0	1.0	0.0	0.0	1.0	
1651	30.0	1.0	1.0	0.0	0.0	1.0	
1652	28.0	1.0	1.0	0.0	1.0	0.0	
1653	28.0	1.0	1.0	0.0	1.0	0.0	
1654	30.0	1.0	1.0	0.0	0.0	1.0	
1655	30.0	1.0	1.0	0.0	0.0	1.0	
1656	30.0	1.0	1.0	0.0	0.0	1.0	
1657	30.0	1.0	1.0	0.0	0.0	1.0	
1658	28.0	1.0	1.0	0.0	1.0	0.0	
1659	28.0	1.0	1.0	0.0	1.0	0.0	
1660	28.0	1.0	1.0	0.0	1.0	0.0	
1661	28.0	1.0	1.0	0.0	1.0	0.0	
1662	30.0	1.0	1.0	0.0	0.0	1.0	
1663	28.0	1.0	1.0	0.0	1.0	0.0	
1664	30.0	1.0	1.0	0.0	0.0	1.0	
1665	28.0	1.0	1.0	1.0	0.0	0.0	
1666	28.0	1.0	1.0	0.0	1.0	0.0	
1667	30.0	1.0	1.0	0.0	0.0	1.0	
1668	28.0	1.0	1.0	1.0	0.0	0.0	
1669	30.0	1.0	1.0	0.0	0.0	1.0	
1670	28.0	1.0	1.0	1.0	0.0	0.0	
1671	28.0	1.0	1.0	1.0	0.0	0.0	
1672	30.0	1.0	1.0	0.0	0.0	1.0	
1673	30.0	1.0	1.0	0.0	0.0	1.0	
1674	28.0	1.0	1.0	0.0	1.0	0.0	
1675	30.0	1.0	1.0	0.0	0.0	1.0	
1676	28.0	1.0	1.0	1.0	0.0	0.0	
1677	28.0	1.0	1.0	0.0	1.0	0.0	
1678	28.0	1.0	1.0	1.0	0.0	0.0	
1679	28.0	1.0	1.0	1.0	0.0	0.0	
1680	30.0	1.0	1.0	0.0	0.0	1.0	
1681	30.0	1.0	1.0	0.0	0.0	1.0	
1682	30.0	1.0	1.0	0.0	0.0	1.0	
1683	30.0	1.0	1.0	0.0	0.0	1.0	
1684	28.0	1.0	1.0	0.0	1.0	0.0	
1685	28.0	1.0	1.0	1.0	0.0	0.0	
1686	28.0	1.0	1.0	0.0	1.0	0.0	
1687	30.0	1.0	1.0	0.0	0.0	1.0	
1688	30.0	1.0	1.0	0.0	0.0	1.0	
1689	30.0	1.0	1.0	0.0	0.0	1.0	
1690	28.0	1.0	1.0	0.0	1.0	0.0	
1691	30.0	1.0	1.0	0.0	0.0	1.0	
1692	30.0	1.0	1.0	0.0	0.0	1.0	
1693	28.0	1.0	1.0	0.0	1.0	0.0	
1694	28.0	1.0	1.0	1.0	0.0	0.0	
1695	28.0	1.0	1.0	0.0	1.0	0.0	
1696	28.0	1.0	1.0	0.0	1.0	0.0	
1697	28.0	1.0	1.0	0.0	1.0	0.0	
1698	30.0	1.0	1.0	0.0	0.0	1.0	
1699	30.0	1.0	1.0	0.0	0.0	1.0	
1700	30.0	1.0	1.0	0.0	0.0	1.0	
1701	28.0	1.0	1.0	1.0	0.0	0.0	
1702	30.0	1.0	1.0	0.0	0.0	1.0	
1703	28.0	1.0	1.0	0.0	1.0	0.0	
1704	30.0	1.0	1.0	0.0	0.0	1.0	
1705	30.0	1.0	1.0	0.0	0.0	1.0	
1706	28.0	1.0	1.0	0.0	1.0	0.0	
1707	30.0	1.0	1.0	0.0	0.0	1.0	
1708	28.0	1.0	1.0	0.0	1.0	0.0	
1709	30.0	1.0	1.0	0.0	0.0	1.0	
1710	28.0	1.0	1.0	1.0	0.0	0.0	
1711	28.0	1.0	1.0	1.0	0.0	0.0	
1712	28.0	1.0	1.0	0.0	1.0	0.0	
1713	30.0	1.0	1.0	0.0	0.0	1.0	
1714	30.0	1.0	1.0	0.0	0.0	1.0	
1715	30.0	1.0	1.0	0.0	0.0	1.0	
1716	30.0	1.0	1.0	0.0	0.0	1.0	
1717	28.0	1.0	1.0	0.0	1.0	0.0	
1718	30.0	1.0	1.0	0.0	0.0	1.0	
1719	28.0	1.0	1.0	1.0	0.0	0.0	
1720	28.0	1.0	1.0	0.0	1.0	0.0	
1721	30.0	1.0	1.0	0.0	0.0	1.0	
1722	28.0	1.0	1.0	0.0	1.0	0.0	
1723	28.0	1.0	1.0	0.0	1.0	0.0	
1724	28.0	1.0	1.0	0.0	1.0	0.0	
1725	28.0	1.0	1.0	0.0	1.0	0.0	
1726	30.0	1.0	1.0	0.0	0.0	1.0	
1727	28.0	1.0	1.0	0.0	1.0	0.0	
1728	28.0	1.0	1.0	0.0	1.0	0.0	
1729	28.0	1.0	1.0	0.0	1.0	0.0	
1730	28.0	1.0	1.0	1.0	0.0	0.0	
1731	30.0	1.0	1.0	0.0	0.0	1.0	
1732	28.0	1.0	1.0	0.0	1.0	0.0	
1733	28.0	1.0	1.0	0.0	1.0	0.0	
1734	30.0	1.0	1.0	0.0	0.0	1.0	
1735	30.0	1.0	1.0	0.0	0.0	1.0	
1736	28.0	1.0	1.0	0.0	1.0	0.0	
1737	30.0	1.0	1.0	0.0	0.0	1.0	
1738	30.0	1.0	1.0	0.0	0.0	1.0	
1739	28.0	1.0	1.0	0.0	1.0	0.0	
1740	28.0	1.0	1.0	0.0	1.0	0.0	
1741	28.0	1.0	1.0	1.0	0.0	0.0	
1742	28.0	1.0	1.0	1.0	0.0	0.0	
1743	28.0	1.0	1.0	0.0	1.0	0.0	
1744	28.0	1.0	1.0	0.0	1.0	0.0	
1745	28.0	1.0	1.0	0.0	1.0	0.0	
1746	28.0	1.0	1.0	0.0	1.0	0.0	
1747	30.0	1.0	1.0	0.0	0.0	1.0	
1748	30.0	1.0	1.0	0.0	0.0	1.0	
1749	28.0	1.0	1.0	0.0	1.0	0.0	
1750	30.0	1.0	1.0	0.0	0.0	1.0	
1751	30.0	1.0	1.0	0.0	0.0	1.0	
1752	28.0	1.0	1.0	0.0	1.0	0.0	
1753	30.0	1.0	1.0	0.0	0.0	1.0	
1754	30.0	1.0	1.0	0.0	0.0	1.0	
1755	30.0	1.0	1.0	0.0	0.0	1.0	
1756	30.0	1.0	1.0	0.0	0.0	1.0	
1757	30.0	1.0	1.0	0.0	0.0	1.0	
1758	28.0	1.0	1.0	0.0	1.0	0.0	
1759	28.0	1.0	1.0	0.0	1.0	0.0	
1760	30.0	1.0	1.0	0.0	0.0	1.0	
1761	28.0	1.0	1.0	1.0	0.0	0.0	
1762	30.0	1.0	1.0	0.0	0.0	1.0	
1763	30.0	1.0	1.0	0.0	0.0	1.0	
1764	28.0	1.0	1.0	0.0	1.0	0.0	
1765	28.0	1.0	1.0	1.0	0.0	0.0	
1766	28.0	1.0	1.0	1.0	0.0	0.0	
1767	28.0	1.0	1.0	1.0	0.0	0.0	
1768	28.0	1.0	1.0	0.0	1.0	0.0	
1769	30.0	1.0	1.0	0.0	0.0	1.0	
1770	28.0	1.0	1.0	1.0	0.0	0.0	
1771	30.0	1.0	1.0	0.0	0.0	1.0	
1772	28.0	1.0	1.0	1.0	0.0	0.0	
1773	30.0	1.0	1.0	0.0	0.0	1.0	
1774	30.0	1.0	1.0	0.0	0.0	1.0	
1775	30.0	1.0	1.0	0.0	0.0	1.0	
1776	30.0	1.0	1.0	0.0	0.0	1.0	
1777	30.0	1.0	1.0	0.0	0.0	1.0	
1778	30.0	1.0	1.0	0.0	0.0	1.0	
1779	30.0	1.0	1.0	0.0	0.0	1.0	
1780	30.0	1.0	1.0	0.0	0.0	1.0	
1781	28.0	1.0	1.0	0.0	1.0	0.0	
1782	30.0	1.0	1.0	0.0	0.0	1.0	
1783	28.0	1.0	1.0	0.0	1.0	0.0	
1784	30.0	1.0	1.0	0.0	0.0	1.0	
1785	30.0	1.0	1.0	0.0	0.0	1.0	
1786	30.0	1.0	1.0	0.0	0.0	1.0	
1787	30.0	1.0	1.0	0.0	0.0	1.0	
1788	30.0	1.0	1.0	0.0	0.0	1.0	
1789	28.0	1.0	1.0	1.0	0.0	0.0	
1790	28.0	1.0	1.0	0.0	1.0	0.0	
1791	28.0	1.0	1.0	0.0	1.0	0.0	
1792	28.0	1.0	1.0	0.0	1.0	0.0	
1793	30.0	1.0	1.0	0.0	0.0	1.0	
1794	28.0	1.0	1.0	0.0	1.0	0.0	
1795	30.0	1.0	1.0	0.0	0.0	1.0	
1796	28.0	1.0	1.0	0.0	1.0	0.0	
1797	30.0	1.0	1.0	0.0	0.0	1.0	
1798	30.0	1.0	1.0	0.0	0.0	1.0	
1799	30.0	1.0	1.0	0.0	0.0	1.0	
1800	30.0	1.0	1.0	0.0	0.0	1.0	
1801	28.0	1.0	1.0	1.0	0.0	0.0	
1802	30.0	1.0	1.0	0.0	0.0	1.0	
1803	28.0	1.0	0.0	0.0	0.0	1.0	
1804	30.0	1.0	1.0	0.0	0.0	1.0	
1805	28.0	1.0	1.0	0.0	1.0	0.0	
1806	30.0	1.0	1.0	0.0	0.0	1.0	
1807	28.0	1.0	1.0	0.0	1.0	0.0	
1808	30.0	1.0	1.0	0.0	0.0	1.0	
1809	28.0	1.0	1.0	0.0	1.0	0.0	
1810	28.0	1.0	1.0	0.0	1.0	0.0	
1811	28.0	1.0	1.0	1.0	0.0	0.0	
1812	30.0	1.0	1.0	0.0	0.0	1.0	
1813	30.0	1.0	1.0	0.0	0.0	1.0	
1814	30.0	1.0	1.0	0.0	0.0	1.0	
1815	28.0	1.0	1.0	1.0	0.0	0.0	
1816	30.0	1.0	1.0	0.0	0.0	1.0	
1817	30.0	1.0	1.0	0.0	0.0	1.0	
1818	30.0	1.0	1.0	0.0	0.0	1.0	
1819	28.0	1.0	1.0	1.0	0.0	0.0	
1820	28.0	1.0	1.0	0.0	1.0	0.0	
1821	28.0	1.0	1.0	0.0	1.0	0.0	
1822	30.0	1.0	1.0	0.0	0.0	1.0	
1823	28.0	1.0	1.0	1.0	0.0	0.0	
1824	28.0	1.0	1.0	0.0	1.0	0.0	
1825	30.0	1.0	1.0	0.0	0.0	1.0	
1826	28.0	1.0	1.0	0.0	1.0	0.0	
1827	30.0	1.0	1.0	0.0	0.0	1.0	
1828	28.0	1.0	1.0	0.0	1.0	0.0	
1829	30.0	1.0	1.0	0.0	0.0	1.0	
1830	30.0	1.0	1.0	0.0	0.0	1.0	
1831	28.0	1.0	1.0	0.0	1.0	0.0	
1832	28.0	1.0	1.0	1.0	0.0	0.0	
1833	30.0	1.0	1.0	0.0	0.0	1.0	
1834	28.0	1.0	1.0	1.0	0.0	0.0	
1835	30.0	1.0	1.0	0.0	0.0	1.0	
1836	28.0	1.0	1.0	0.0	1.0	0.0	
1837	28.0	1.0	1.0	0.0	1.0	0.0	
1838	28.0	1.0	1.0	0.0	1.0	0.0	
1839	30.0	1.0	1.0	0.0	0.0	1.0	
1840	30.0	1.0	1.0	0.0	0.0	1.0	
1841	28.0	1.0	1.0	0.0	1.0	0.0	
1842	28.0	1.0	1.0	1.0	0.0	0.0	
1843	28.0	1.0	1.0	0.0	1.0	0.0	
1844	28.0	1.0	1.0	0.0	1.0	0.0	
1845	28.0	1.0	1.0	0.0	1.0	0.0	
1846	28.0	1.0	1.0	1.0	0.0	0.0	
1847	30.0	1.0	1.0	0.0	0.0	1.0	
1848	28.0	1.0	1.0	1.0	0.0	0.0	
1849	30.0	1.0	1.0	0.0	0.0	1.0	
1850	30.0	1.0	1.0	0.0	0.0	1.0	
1851	30.0	1.0	1.0	0.0	0.0	1.0	
1852	30.0	1.0	1.0	0.0	0.0	1.0	
1853	30.0	1.0	1.0	0.0	0.0	1.0	
1854	30.0	1.0	1.0	0.0	0.0	1.0	
1855	30.0	1.0	1.0	0.0	0.0	1.0	
1856	30.0	1.0	1.0	0.0	0.0	1.0	
1857	28.0	1.0	1.0	0.0	1.0	0.0	
1858	28.0	1.0	1.0	0.0	1.0	0.0	
1859	30.0	1.0	1.0	0.0	0.0	1.0	
1860	28.0	1.0	1.0	0.0	1.0	0.0	
1861	28.0	1.0	1.0	1.0	0.0	0.0	
1862	28.0	1.0	1.0	0.0	1.0	0.0	
1863	30.0	1.0	1.0	0.0	0.0	1.0	
1864	30.0	1.0	1.0	0.0	0.0	1.0	
1865	30.0	1.0	1.0	0.0	0.0	1.0	
1866	30.0	1.0	1.0	0.0	0.0	1.0	
1867	28.0	1.0	1.0	1.0	0.0	0.0	
1868	30.0	1.0	1.0	0.0	0.0	1.0	
1869	30.0	1.0	1.0	0.0	0.0	1.0	
1870	28.0	1.0	1.0	1.0	0.0	0.0	
1871	28.0	1.0	1.0	0.0	1.0	0.0	
1872	30.0	1.0	1.0	0.0	0.0	1.0	
1873	30.0	1.0	1.0	0.0	0.0	1.0	
1874	30.0	1.0	1.0	0.0	0.0	1.0	
1875	28.0	1.0	1.0	1.0	0.0	0.0	
1876	28.0	1.0	1.0	0.0	1.0	0.0	
1877	28.0	1.0	1.0	1.0	0.0	0.0	
1878	30.0	1.0	1.0	0.0	0.0	1.0	
1879	30.0	1.0	1.0	0.0	0.0	1.0	
1880	28.0	1.0	1.0	0.0	1.0	0.0	
1881	30.0	1.0	1.0	0.0	0.0	1.0	
1882	30.0	1.0	1.0	0.0	0.0	1.0	
1883	30.0	1.0	1.0	0.0	0.0	1.0	
1884	30.0	1.0	1.0	0.0	0.0	1.0	
1885	30.0	1.0	1.0	0.0	0.0	1.0	
1886	30.0	1.0	1.0	0.0	0.0	1.0	
1887	28.0	1.0	1.0	0.0	1.0	0.0	
1888	28.0	1.0	1.0	0.0	1.0	0.0	
1889	28.0	1.0	1.0	1.0	0.0	0.0	
1890	30.0	1.0	1.0	0.0	0.0	1.0	
1891	28.0	1.0	1.0	1.0	0.0	0.0	
1892	28.0	1.0	1.0	0.0	1.0	0.0	
1893	30.0	1.0	1.0	0.0	0.0	1.0	
1894	28.0	1.0	1.0	0.0	1.0	0.0	
1895	30.0	1.0	1.0	0.0	0.0	1.0	
1896	30.0	1.0	1.0	0.0	0.0	1.0	
1897	28.0	1.0	1.0	0.0	1.0	0.0	
1898	30.0	1.0	1.0	0.0	0.0	1.0	
1899	30.0	1.0	1.0	0.0	0.0	1.0	
1900	28.0	1.0	1.0	0.0	1.0	0.0	
1901	28.0	1.0	1.0	0.0	1.0	0.0	
1902	30.0	1.0	1.0	0.0	0.0	1.0	
1903	30.0	1.0	1.0	0.0	0.0	1.0	
1904	28.0	1.0	1.0	0.0	1.0	0.0	
1905	30.0	1.0	1.0	0.0	0.0	1.0	
1906	28.0	1.0	1.0	1.0	0.0	0.0	
1907	28.0	1.0	1.0	1.0	0.0	0.0	
1908	28.0	1.0	1.0	0.0	1.0	0.0	
1909	28.0	1.0	1.0	1.0	0.0	0.0	
1910	28.0	1.0	1.0	0.0	1.0	0.0	
1911	28.0	1.0	1.0	1.0	0.0	0.0	
1912	28.0	1.0	1.0	0.0	1.0	0.0	
1913	28.0	1.0	1.0	0.0	1.0	0.0	
1914	28.0	1.0	1.0	0.0	1.0	0.0	
1915	28.0	1.0	1.0	1.0	0.0	0.0	
1916	28.0	1.0	1.0	0.0	1.0	0.0	
1917	28.0	1.0	1.0	1.0	0.0	0.0	
1918	28.0	1.0	1.0	0.0	1.0	0.0	
1919	30.0	1.0	1.0	0.0	0.0	1.0	
1920	28.0	1.0	1.0	1.0	0.0	0.0	
1921	30.0	1.0	1.0	0.0	0.0	1.0	
1922	30.0	1.0	1.0	0.0	0.0	1.0	
1923	30.0	1.0	1.0	0.0	0.0	1.0	
1924	28.0	1.0	1.0	1.0	0.0	0.0	
1925	30.0	1.0	1.0	0.0	0.0	1.0	
1926	28.0	1.0	1.0	0.0	1.0	0.0	
1927	30.0	1.0	1.0	0.0	0.0	1.0	
1928	30.0	1.0	1.0	0.0	0.0	1.0	
1929	30.0	1.0	1.0	0.0	0.0	1.0	
