Sample	cat16-41.trees	cat16-41.sequence09_sequence10	cat16-41.sequence16_sequence09	cat16-41.sequence16_sequence10	
1428	30.0	0.0	1.0	0.0	
1429	30.0	0.0	1.0	0.0	
1430	28.0	0.0	0.0	1.0	
1431	30.0	0.0	1.0	0.0	
1432	30.0	0.0	1.0	0.0	
1433	28.0	0.0	0.0	1.0	
1434	28.0	0.0	0.0	1.0	
1435	28.0	0.0	0.0	1.0	
1436	28.0	0.0	0.0	1.0	
1437	28.0	1.0	0.0	0.0	
1438	28.0	0.0	0.0	1.0	
1439	28.0	1.0	0.0	0.0	
1440	28.0	0.0	0.0	1.0	
1441	30.0	0.0	1.0	0.0	
1442	30.0	0.0	1.0	0.0	
1443	30.0	0.0	1.0	0.0	
1444	28.0	1.0	0.0	0.0	
1445	28.0	0.0	0.0	1.0	
1446	28.0	0.0	0.0	1.0	
1447	28.0	1.0	0.0	0.0	
1448	28.0	0.0	0.0	1.0	
1449	28.0	0.0	0.0	1.0	
1450	28.0	0.0	0.0	1.0	
1451	30.0	0.0	1.0	0.0	
1452	30.0	0.0	1.0	0.0	
1453	28.0	1.0	0.0	0.0	
1454	30.0	0.0	1.0	0.0	
1455	30.0	0.0	1.0	0.0	
1456	30.0	0.0	1.0	0.0	
1457	28.0	1.0	0.0	0.0	
1458	30.0	0.0	1.0	0.0	
1459	28.0	1.0	0.0	0.0	
1460	28.0	1.0	0.0	0.0	
1461	28.0	1.0	0.0	0.0	
1462	30.0	0.0	1.0	0.0	
1463	28.0	1.0	0.0	0.0	
1464	28.0	0.0	0.0	1.0	
1465	28.0	1.0	0.0	0.0	
1466	30.0	0.0	1.0	0.0	
1467	28.0	1.0	0.0	0.0	
1468	28.0	1.0	0.0	0.0	
1469	28.0	1.0	0.0	0.0	
1470	28.0	1.0	0.0	0.0	
1471	28.0	1.0	0.0	0.0	
1472	28.0	0.0	0.0	1.0	
1473	30.0	0.0	1.0	0.0	
1474	28.0	1.0	0.0	0.0	
1475	30.0	0.0	1.0	0.0	
1476	28.0	0.0	0.0	1.0	
1477	28.0	0.0	0.0	1.0	
1478	28.0	1.0	0.0	0.0	
1479	28.0	1.0	0.0	0.0	
1480	28.0	0.0	0.0	1.0	
1481	28.0	1.0	0.0	0.0	
1482	30.0	0.0	1.0	0.0	
1483	28.0	1.0	0.0	0.0	
1484	28.0	0.0	0.0	1.0	
1485	28.0	1.0	0.0	0.0	
1486	28.0	1.0	0.0	0.0	
1487	28.0	1.0	0.0	0.0	
1488	30.0	0.0	1.0	0.0	
1489	28.0	0.0	0.0	1.0	
1490	28.0	0.0	0.0	1.0	
1491	28.0	0.0	0.0	1.0	
1492	28.0	1.0	0.0	0.0	
1493	28.0	0.0	0.0	1.0	
1494	28.0	0.0	0.0	1.0	
1495	30.0	0.0	1.0	0.0	
1496	28.0	1.0	0.0	0.0	
1497	30.0	0.0	1.0	0.0	
1498	28.0	0.0	0.0	1.0	
1499	28.0	0.0	0.0	1.0	
1500	28.0	0.0	0.0	1.0	
1501	30.0	0.0	1.0	0.0	
1502	28.0	1.0	0.0	0.0	
1503	28.0	1.0	0.0	0.0	
1504	28.0	0.0	0.0	1.0	
1505	30.0	0.0	1.0	0.0	
1506	28.0	0.0	0.0	1.0	
1507	28.0	0.0	0.0	1.0	
1508	30.0	0.0	1.0	0.0	
1509	28.0	1.0	0.0	0.0	
1510	28.0	1.0	0.0	0.0	
1511	28.0	1.0	0.0	0.0	
1512	30.0	0.0	1.0	0.0	
1513	28.0	1.0	0.0	0.0	
1514	28.0	0.0	0.0	1.0	
1515	28.0	0.0	0.0	1.0	
1516	30.0	0.0	1.0	0.0	
1517	28.0	0.0	0.0	1.0	
1518	28.0	0.0	0.0	1.0	
1519	28.0	1.0	0.0	0.0	
1520	28.0	1.0	0.0	0.0	
1521	28.0	0.0	0.0	1.0	
1522	28.0	1.0	0.0	0.0	
1523	28.0	0.0	0.0	1.0	
1524	28.0	1.0	0.0	0.0	
1525	28.0	0.0	0.0	1.0	
1526	30.0	0.0	1.0	0.0	
1527	30.0	0.0	1.0	0.0	
1528	30.0	0.0	1.0	0.0	
1529	30.0	0.0	1.0	0.0	
1530	30.0	0.0	1.0	0.0	
1531	30.0	0.0	1.0	0.0	
1532	30.0	0.0	1.0	0.0	
1533	28.0	0.0	0.0	1.0	
1534	28.0	0.0	0.0	1.0	
1535	28.0	1.0	0.0	0.0	
1536	28.0	0.0	0.0	1.0	
1537	28.0	0.0	0.0	1.0	
1538	28.0	1.0	0.0	0.0	
1539	28.0	0.0	0.0	1.0	
1540	28.0	1.0	0.0	0.0	
1541	28.0	1.0	0.0	0.0	
1542	30.0	0.0	1.0	0.0	
1543	28.0	0.0	0.0	1.0	
1544	28.0	1.0	0.0	0.0	
1545	28.0	1.0	0.0	0.0	
1546	28.0	0.0	0.0	1.0	
1547	28.0	1.0	0.0	0.0	
1548	28.0	0.0	0.0	1.0	
1549	28.0	0.0	0.0	1.0	
1550	28.0	0.0	0.0	1.0	
1551	28.0	1.0	0.0	0.0	
1552	28.0	1.0	0.0	0.0	
1553	28.0	0.0	0.0	1.0	
1554	30.0	0.0	1.0	0.0	
1555	28.0	0.0	0.0	1.0	
1556	28.0	1.0	0.0	0.0	
1557	28.0	0.0	0.0	1.0	
1558	28.0	0.0	0.0	1.0	
1559	28.0	1.0	0.0	0.0	
1560	30.0	0.0	1.0	0.0	
1561	28.0	1.0	0.0	0.0	
1562	28.0	1.0	0.0	0.0	
1563	28.0	1.0	0.0	0.0	
1564	30.0	0.0	1.0	0.0	
1565	28.0	1.0	0.0	0.0	
1566	28.0	1.0	0.0	0.0	
1567	28.0	0.0	0.0	1.0	
1568	28.0	1.0	0.0	0.0	
1569	28.0	1.0	0.0	0.0	
1570	28.0	1.0	0.0	0.0	
1571	28.0	0.0	0.0	1.0	
1572	30.0	0.0	1.0	0.0	
1573	28.0	0.0	0.0	1.0	
1574	28.0	0.0	0.0	1.0	
1575	28.0	0.0	0.0	1.0	
1576	28.0	0.0	0.0	1.0	
1577	28.0	0.0	0.0	1.0	
1578	28.0	0.0	0.0	1.0	
1579	28.0	0.0	0.0	1.0	
1580	28.0	0.0	0.0	1.0	
1581	28.0	1.0	0.0	0.0	
1582	28.0	0.0	0.0	1.0	
1583	28.0	0.0	0.0	1.0	
1584	30.0	0.0	1.0	0.0	
1585	30.0	0.0	1.0	0.0	
1586	28.0	0.0	0.0	1.0	
1587	28.0	0.0	0.0	1.0	
1588	28.0	0.0	0.0	1.0	
1589	28.0	1.0	0.0	0.0	
1590	28.0	0.0	0.0	1.0	
1591	30.0	0.0	1.0	0.0	
1592	30.0	0.0	1.0	0.0	
1593	28.0	0.0	0.0	1.0	
1594	28.0	1.0	0.0	0.0	
1595	28.0	1.0	0.0	0.0	
1596	28.0	0.0	0.0	1.0	
1597	28.0	1.0	0.0	0.0	
1598	28.0	0.0	0.0	1.0	
1599	28.0	1.0	0.0	0.0	
1600	28.0	1.0	0.0	0.0	
1601	28.0	0.0	0.0	1.0	
1602	28.0	1.0	0.0	0.0	
1603	30.0	0.0	1.0	0.0	
1604	28.0	0.0	0.0	1.0	
1605	28.0	0.0	0.0	1.0	
1606	28.0	0.0	0.0	1.0	
1607	28.0	0.0	0.0	1.0	
1608	30.0	0.0	1.0	0.0	
1609	28.0	0.0	0.0	1.0	
1610	28.0	0.0	0.0	1.0	
1611	30.0	0.0	1.0	0.0	
1612	28.0	1.0	0.0	0.0	
1613	28.0	1.0	0.0	0.0	
1614	28.0	1.0	0.0	0.0	
1615	28.0	1.0	0.0	0.0	
1616	28.0	1.0	0.0	0.0	
1617	28.0	1.0	0.0	0.0	
1618	28.0	0.0	0.0	1.0	
1619	28.0	1.0	0.0	0.0	
1620	30.0	0.0	1.0	0.0	
1621	28.0	0.0	0.0	1.0	
1622	28.0	1.0	0.0	0.0	
1623	28.0	1.0	0.0	0.0	
1624	28.0	1.0	0.0	0.0	
1625	28.0	0.0	0.0	1.0	
1626	28.0	1.0	0.0	0.0	
1627	30.0	0.0	1.0	0.0	
1628	28.0	1.0	0.0	0.0	
1629	28.0	0.0	0.0	1.0	
1630	28.0	1.0	0.0	0.0	
1631	28.0	0.0	0.0	1.0	
1632	28.0	0.0	0.0	1.0	
1633	28.0	0.0	0.0	1.0	
1634	28.0	1.0	0.0	0.0	
1635	28.0	1.0	0.0	0.0	
1636	30.0	0.0	1.0	0.0	
1637	28.0	1.0	0.0	0.0	
1638	28.0	0.0	0.0	1.0	
1639	30.0	0.0	1.0	0.0	
1640	28.0	1.0	0.0	0.0	
1641	28.0	0.0	0.0	1.0	
1642	28.0	0.0	0.0	1.0	
1643	28.0	0.0	0.0	1.0	
1644	30.0	0.0	1.0	0.0	
1645	28.0	1.0	0.0	0.0	
1646	28.0	1.0	0.0	0.0	
1647	28.0	1.0	0.0	0.0	
1648	28.0	0.0	0.0	1.0	
1649	28.0	0.0	0.0	1.0	
1650	28.0	1.0	0.0	0.0	
1651	28.0	1.0	0.0	0.0	
1652	28.0	0.0	0.0	1.0	
1653	28.0	1.0	0.0	0.0	
1654	28.0	1.0	0.0	0.0	
1655	28.0	0.0	0.0	1.0	
1656	28.0	0.0	0.0	1.0	
1657	28.0	0.0	0.0	1.0	
1658	28.0	1.0	0.0	0.0	
1659	28.0	0.0	0.0	1.0	
1660	28.0	0.0	0.0	1.0	
1661	30.0	0.0	1.0	0.0	
1662	28.0	1.0	0.0	0.0	
1663	28.0	1.0	0.0	0.0	
1664	28.0	1.0	0.0	0.0	
1665	28.0	0.0	0.0	1.0	
1666	28.0	0.0	0.0	1.0	
1667	28.0	0.0	0.0	1.0	
1668	28.0	1.0	0.0	0.0	
1669	30.0	0.0	1.0	0.0	
1670	28.0	1.0	0.0	0.0	
1671	28.0	0.0	0.0	1.0	
1672	28.0	1.0	0.0	0.0	
1673	28.0	1.0	0.0	0.0	
1674	28.0	0.0	0.0	1.0	
1675	28.0	0.0	0.0	1.0	
1676	30.0	0.0	1.0	0.0	
1677	28.0	0.0	0.0	1.0	
1678	28.0	1.0	0.0	0.0	
1679	28.0	1.0	0.0	0.0	
1680	28.0	0.0	0.0	1.0	
1681	28.0	1.0	0.0	0.0	
1682	28.0	0.0	0.0	1.0	
1683	28.0	0.0	0.0	1.0	
1684	28.0	1.0	0.0	0.0	
1685	28.0	0.0	0.0	1.0	
1686	28.0	1.0	0.0	0.0	
1687	28.0	1.0	0.0	0.0	
1688	28.0	1.0	0.0	0.0	
1689	30.0	0.0	1.0	0.0	
1690	28.0	0.0	0.0	1.0	
1691	30.0	0.0	1.0	0.0	
1692	28.0	1.0	0.0	0.0	
1693	28.0	1.0	0.0	0.0	
1694	28.0	1.0	0.0	0.0	
1695	30.0	0.0	1.0	0.0	
1696	28.0	0.0	0.0	1.0	
1697	28.0	0.0	0.0	1.0	
1698	28.0	1.0	0.0	0.0	
1699	28.0	0.0	0.0	1.0	
1700	28.0	1.0	0.0	0.0	
1701	28.0	0.0	0.0	1.0	
1702	28.0	1.0	0.0	0.0	
1703	28.0	0.0	0.0	1.0	
1704	28.0	1.0	0.0	0.0	
1705	30.0	0.0	1.0	0.0	
1706	30.0	0.0	1.0	0.0	
1707	28.0	1.0	0.0	0.0	
1708	30.0	0.0	1.0	0.0	
1709	30.0	0.0	1.0	0.0	
1710	28.0	1.0	0.0	0.0	
1711	30.0	0.0	1.0	0.0	
1712	28.0	0.0	0.0	1.0	
1713	28.0	0.0	0.0	1.0	
1714	28.0	0.0	0.0	1.0	
1715	28.0	0.0	0.0	1.0	
1716	28.0	0.0	0.0	1.0	
1717	28.0	0.0	0.0	1.0	
1718	28.0	0.0	0.0	1.0	
1719	28.0	1.0	0.0	0.0	
1720	28.0	1.0	0.0	0.0	
1721	28.0	1.0	0.0	0.0	
1722	28.0	0.0	0.0	1.0	
1723	30.0	0.0	1.0	0.0	
1724	28.0	1.0	0.0	0.0	
1725	30.0	0.0	1.0	0.0	
1726	28.0	0.0	0.0	1.0	
1727	28.0	1.0	0.0	0.0	
1728	28.0	0.0	0.0	1.0	
1729	30.0	0.0	1.0	0.0	
1730	30.0	0.0	1.0	0.0	
1731	28.0	1.0	0.0	0.0	
1732	28.0	1.0	0.0	0.0	
1733	28.0	0.0	0.0	1.0	
1734	28.0	0.0	0.0	1.0	
1735	28.0	0.0	0.0	1.0	
1736	28.0	0.0	0.0	1.0	
1737	28.0	0.0	0.0	1.0	
1738	28.0	1.0	0.0	0.0	
1739	28.0	0.0	0.0	1.0	
1740	28.0	1.0	0.0	0.0	
1741	28.0	1.0	0.0	0.0	
1742	28.0	0.0	0.0	1.0	
1743	28.0	1.0	0.0	0.0	
1744	30.0	0.0	1.0	0.0	
1745	30.0	0.0	1.0	0.0	
1746	28.0	0.0	0.0	1.0	
1747	30.0	0.0	1.0	0.0	
1748	30.0	0.0	1.0	0.0	
1749	28.0	1.0	0.0	0.0	
1750	28.0	1.0	0.0	0.0	
1751	30.0	0.0	1.0	0.0	
1752	28.0	1.0	0.0	0.0	
1753	30.0	0.0	1.0	0.0	
1754	28.0	1.0	0.0	0.0	
1755	28.0	0.0	0.0	1.0	
1756	28.0	0.0	0.0	1.0	
1757	28.0	1.0	0.0	0.0	
1758	28.0	0.0	0.0	1.0	
1759	28.0	1.0	0.0	0.0	
1760	28.0	1.0	0.0	0.0	
1761	28.0	0.0	0.0	1.0	
1762	28.0	1.0	0.0	0.0	
1763	28.0	1.0	0.0	0.0	
1764	28.0	1.0	0.0	0.0	
1765	28.0	1.0	0.0	0.0	
1766	28.0	0.0	0.0	1.0	
1767	28.0	1.0	0.0	0.0	
1768	28.0	1.0	0.0	0.0	
1769	28.0	0.0	0.0	1.0	
1770	28.0	1.0	0.0	0.0	
1771	28.0	1.0	0.0	0.0	
1772	28.0	1.0	0.0	0.0	
1773	28.0	1.0	0.0	0.0	
1774	28.0	0.0	0.0	1.0	
1775	28.0	0.0	0.0	1.0	
1776	28.0	1.0	0.0	0.0	
1777	28.0	1.0	0.0	0.0	
1778	28.0	1.0	0.0	0.0	
1779	28.0	1.0	0.0	0.0	
1780	28.0	0.0	0.0	1.0	
1781	28.0	1.0	0.0	0.0	
1782	28.0	1.0	0.0	0.0	
1783	28.0	0.0	0.0	1.0	
1784	28.0	1.0	0.0	0.0	
1785	28.0	1.0	0.0	0.0	
1786	30.0	0.0	1.0	0.0	
1787	28.0	1.0	0.0	0.0	
1788	28.0	0.0	0.0	1.0	
1789	28.0	1.0	0.0	0.0	
1790	28.0	0.0	0.0	1.0	
1791	28.0	0.0	0.0	1.0	
1792	28.0	1.0	0.0	0.0	
1793	28.0	1.0	0.0	0.0	
1794	28.0	1.0	0.0	0.0	
1795	28.0	1.0	0.0	0.0	
1796	28.0	0.0	0.0	1.0	
1797	28.0	1.0	0.0	0.0	
1798	28.0	1.0	0.0	0.0	
1799	28.0	1.0	0.0	0.0	
1800	28.0	0.0	0.0	1.0	
1801	28.0	0.0	0.0	1.0	
1802	30.0	0.0	1.0	0.0	
1803	28.0	0.0	0.0	1.0	
1804	28.0	0.0	0.0	1.0	
1805	28.0	1.0	0.0	0.0	
1806	28.0	1.0	0.0	0.0	
1807	28.0	0.0	0.0	1.0	
1808	28.0	0.0	0.0	1.0	
1809	28.0	0.0	0.0	1.0	
1810	30.0	0.0	1.0	0.0	
1811	28.0	1.0	0.0	0.0	
1812	28.0	0.0	0.0	1.0	
1813	28.0	1.0	0.0	0.0	
1814	28.0	1.0	0.0	0.0	
1815	28.0	0.0	0.0	1.0	
1816	28.0	0.0	0.0	1.0	
1817	28.0	0.0	0.0	1.0	
1818	28.0	0.0	0.0	1.0	
1819	28.0	0.0	0.0	1.0	
1820	28.0	1.0	0.0	0.0	
1821	28.0	1.0	0.0	0.0	
1822	28.0	0.0	0.0	1.0	
1823	28.0	0.0	0.0	1.0	
1824	30.0	0.0	1.0	0.0	
1825	28.0	1.0	0.0	0.0	
1826	30.0	0.0	1.0	0.0	
1827	28.0	0.0	0.0	1.0	
1828	28.0	1.0	0.0	0.0	
1829	28.0	1.0	0.0	0.0	
1830	28.0	0.0	0.0	1.0	
1831	28.0	0.0	0.0	1.0	
1832	28.0	1.0	0.0	0.0	
1833	30.0	0.0	1.0	0.0	
1834	30.0	0.0	1.0	0.0	
1835	28.0	0.0	0.0	1.0	
1836	28.0	1.0	0.0	0.0	
1837	28.0	1.0	0.0	0.0	
1838	28.0	0.0	0.0	1.0	
1839	28.0	1.0	0.0	0.0	
1840	28.0	0.0	0.0	1.0	
1841	28.0	1.0	0.0	0.0	
1842	28.0	0.0	0.0	1.0	
1843	30.0	0.0	1.0	0.0	
1844	28.0	1.0	0.0	0.0	
1845	28.0	0.0	0.0	1.0	
1846	28.0	1.0	0.0	0.0	
1847	28.0	0.0	0.0	1.0	
1848	28.0	0.0	0.0	1.0	
1849	28.0	0.0	0.0	1.0	
1850	28.0	1.0	0.0	0.0	
1851	30.0	0.0	1.0	0.0	
1852	30.0	0.0	1.0	0.0	
1853	28.0	1.0	0.0	0.0	
1854	28.0	0.0	0.0	1.0	
1855	28.0	1.0	0.0	0.0	
1856	28.0	1.0	0.0	0.0	
1857	30.0	0.0	1.0	0.0	
1858	28.0	1.0	0.0	0.0	
1859	28.0	0.0	0.0	1.0	
1860	28.0	0.0	0.0	1.0	
1861	28.0	0.0	0.0	1.0	
1862	28.0	1.0	0.0	0.0	
1863	28.0	1.0	0.0	0.0	
1864	28.0	1.0	0.0	0.0	
1865	28.0	1.0	0.0	0.0	
1866	28.0	0.0	0.0	1.0	
1867	30.0	0.0	1.0	0.0	
1868	28.0	1.0	0.0	0.0	
1869	28.0	1.0	0.0	0.0	
1870	28.0	0.0	0.0	1.0	
1871	30.0	0.0	1.0	0.0	
1872	28.0	0.0	0.0	1.0	
1873	28.0	0.0	0.0	1.0	
1874	28.0	0.0	0.0	1.0	
1875	28.0	1.0	0.0	0.0	
1876	28.0	1.0	0.0	0.0	
1877	28.0	0.0	0.0	1.0	
1878	28.0	1.0	0.0	0.0	
1879	30.0	0.0	1.0	0.0	
1880	28.0	1.0	0.0	0.0	
1881	28.0	0.0	0.0	1.0	
1882	28.0	0.0	0.0	1.0	
1883	28.0	0.0	0.0	1.0	
1884	28.0	0.0	0.0	1.0	
1885	30.0	0.0	1.0	0.0	
1886	30.0	0.0	1.0	0.0	
1887	28.0	0.0	0.0	1.0	
1888	28.0	0.0	0.0	1.0	
1889	28.0	1.0	0.0	0.0	
1890	30.0	0.0	1.0	0.0	
1891	28.0	1.0	0.0	0.0	
1892	28.0	1.0	0.0	0.0	
1893	30.0	0.0	1.0	0.0	
1894	28.0	0.0	0.0	1.0	
1895	28.0	1.0	0.0	0.0	
1896	28.0	1.0	0.0	0.0	
1897	28.0	1.0	0.0	0.0	
1898	28.0	1.0	0.0	0.0	
1899	28.0	0.0	0.0	1.0	
1900	30.0	0.0	1.0	0.0	
1901	28.0	1.0	0.0	0.0	
1902	30.0	0.0	1.0	0.0	
1903	28.0	0.0	0.0	1.0	
1904	28.0	0.0	0.0	1.0	
1905	28.0	1.0	0.0	0.0	
1906	28.0	0.0	0.0	1.0	
1907	28.0	1.0	0.0	0.0	
1908	28.0	1.0	0.0	0.0	
1909	28.0	0.0	0.0	1.0	
1910	28.0	1.0	0.0	0.0	
1911	28.0	0.0	0.0	1.0	
1912	28.0	0.0	0.0	1.0	
1913	28.0	0.0	0.0	1.0	
1914	28.0	0.0	0.0	1.0	
1915	28.0	0.0	0.0	1.0	
1916	28.0	1.0	0.0	0.0	
1917	28.0	1.0	0.0	0.0	
1918	30.0	0.0	1.0	0.0	
1919	28.0	0.0	0.0	1.0	
1920	28.0	1.0	0.0	0.0	
1921	28.0	0.0	0.0	1.0	
1922	28.0	0.0	0.0	1.0	
1923	30.0	0.0	1.0	0.0	
1924	30.0	0.0	1.0	0.0	
1925	28.0	1.0	0.0	0.0	
1926	28.0	0.0	0.0	1.0	
1927	30.0	0.0	1.0	0.0	
1928	30.0	0.0	1.0	0.0	
1929	28.0	1.0	0.0	0.0	
1930	28.0	1.0	0.0	0.0	
1931	28.0	0.0	0.0	1.0	
1932	28.0	1.0	0.0	0.0	
1933	30.0	0.0	1.0	0.0	
1934	28.0	1.0	0.0	0.0	
1935	28.0	1.0	0.0	0.0	
1936	28.0	1.0	0.0	0.0	
1937	30.0	0.0	1.0	0.0	
1938	28.0	1.0	0.0	0.0	
1939	28.0	1.0	0.0	0.0	
1940	28.0	1.0	0.0	0.0	
1941	28.0	0.0	0.0	1.0	
1942	30.0	0.0	1.0	0.0	
1943	28.0	1.0	0.0	0.0	
1944	28.0	1.0	0.0	0.0	
1945	28.0	0.0	0.0	1.0	
1946	28.0	1.0	0.0	0.0	
1947	28.0	1.0	0.0	0.0	
1948	28.0	1.0	0.0	0.0	
1949	28.0	1.0	0.0	0.0	
1950	28.0	0.0	0.0	1.0	
1951	28.0	1.0	0.0	0.0	
1952	30.0	0.0	1.0	0.0	
1953	28.0	1.0	0.0	0.0	
1954	28.0	0.0	0.0	1.0	
1955	28.0	0.0	0.0	1.0	
1956	28.0	0.0	0.0	1.0	
1957	30.0	0.0	1.0	0.0	
1958	28.0	0.0	0.0	1.0	
1959	28.0	0.0	0.0	1.0	
1960	30.0	0.0	1.0	0.0	
1961	30.0	0.0	1.0	0.0	
1962	28.0	0.0	0.0	1.0	
1963	30.0	0.0	1.0	0.0	
1964	28.0	1.0	0.0	0.0	
1965	28.0	1.0	0.0	0.0	
1966	28.0	0.0	0.0	1.0	
1967	28.0	0.0	0.0	1.0	
1968	28.0	0.0	0.0	1.0	
1969	28.0	1.0	0.0	0.0	
1970	28.0	1.0	0.0	0.0	
1971	30.0	0.0	1.0	0.0	
1972	28.0	0.0	0.0	1.0	
1973	28.0	0.0	0.0	1.0	
1974	28.0	0.0	0.0	1.0	
1975	28.0	1.0	0.0	0.0	
1976	28.0	1.0	0.0	0.0	
1977	28.0	0.0	0.0	1.0	
1978	28.0	0.0	0.0	1.0	
1979	28.0	0.0	0.0	1.0	
1980	30.0	0.0	1.0	0.0	
1981	30.0	0.0	1.0	0.0	
1982	28.0	1.0	0.0	0.0	
1983	28.0	0.0	0.0	1.0	
1984	30.0	0.0	1.0	0.0	
1985	28.0	1.0	0.0	0.0	
1986	28.0	0.0	0.0	1.0	
1987	28.0	0.0	0.0	1.0	
1988	28.0	1.0	0.0	0.0	
1989	28.0	1.0	0.0	0.0	
1990	28.0	0.0	0.0	1.0	
1991	28.0	1.0	0.0	0.0	
1992	28.0	0.0	0.0	1.0	
1993	28.0	1.0	0.0	0.0	
1994	28.0	0.0	0.0	1.0	
1995	30.0	0.0	1.0	0.0	
1996	28.0	1.0	0.0	0.0	
1997	28.0	0.0	0.0	1.0	
1998	28.0	0.0	0.0	1.0	
1999	28.0	1.0	0.0	0.0	
2000	30.0	0.0	1.0	0.0	
2001	28.0	1.0	0.0	0.0	
2002	28.0	1.0	0.0	0.0	
2003	28.0	0.0	0.0	1.0	
2004	28.0	1.0	0.0	0.0	
2005	28.0	1.0	0.0	0.0	
2006	28.0	0.0	0.0	1.0	
2007	28.0	1.0	0.0	0.0	
2008	28.0	0.0	0.0	1.0	
2009	28.0	0.0	0.0	1.0	
2010	28.0	1.0	0.0	0.0	
2011	28.0	1.0	0.0	0.0	
2012	28.0	0.0	0.0	1.0	
2013	30.0	0.0	1.0	0.0	
2014	28.0	0.0	0.0	1.0	
2015	30.0	0.0	1.0	0.0	
2016	28.0	1.0	0.0	0.0	
2017	28.0	0.0	0.0	1.0	
2018	28.0	1.0	0.0	0.0	
2019	28.0	1.0	0.0	0.0	
2020	28.0	1.0	0.0	0.0	
2021	28.0	1.0	0.0	0.0	
2022	28.0	0.0	0.0	1.0	
2023	28.0	0.0	0.0	1.0	
2024	28.0	1.0	0.0	0.0	
2025	30.0	0.0	1.0	0.0	
2026	30.0	0.0	1.0	0.0	
2027	30.0	0.0	1.0	0.0	
2028	28.0	0.0	0.0	1.0	
2029	30.0	0.0	1.0	0.0	
2030	30.0	0.0	1.0	0.0	
2031	28.0	1.0	0.0	0.0	
2032	28.0	0.0	0.0	1.0	
2033	30.0	0.0	1.0	0.0	
2034	28.0	0.0	0.0	1.0	
2035	28.0	1.0	0.0	0.0	
2036	28.0	1.0	0.0	0.0	
2037	28.0	0.0	0.0	1.0	
2038	28.0	1.0	0.0	0.0	
2039	30.0	0.0	1.0	0.0	
2040	30.0	0.0	1.0	0.0	
2041	30.0	0.0	1.0	0.0	
2042	28.0	1.0	0.0	0.0	
2043	28.0	0.0	0.0	1.0	
2044	28.0	0.0	0.0	1.0	
2045	30.0	0.0	1.0	0.0	
2046	28.0	1.0	0.0	0.0	
2047	28.0	1.0	0.0	0.0	
2048	28.0	1.0	0.0	0.0	
2049	28.0	1.0	0.0	0.0	
2050	28.0	0.0	0.0	1.0	
2051	28.0	0.0	0.0	1.0	
2052	28.0	1.0	0.0	0.0	
2053	28.0	0.0	0.0	1.0	
2054	28.0	0.0	0.0	1.0	
2055	28.0	1.0	0.0	0.0	
2056	28.0	1.0	0.0	0.0	
2057	30.0	0.0	1.0	0.0	
2058	30.0	0.0	1.0	0.0	
2059	28.0	1.0	0.0	0.0	
2060	28.0	0.0	0.0	1.0	
2061	28.0	0.0	0.0	1.0	
2062	28.0	0.0	0.0	1.0	
2063	28.0	1.0	0.0	0.0	
2064	28.0	0.0	0.0	1.0	
2065	28.0	0.0	0.0	1.0	
2066	30.0	0.0	1.0	0.0	
2067	30.0	0.0	1.0	0.0	
2068	28.0	1.0	0.0	0.0	
2069	28.0	1.0	0.0	0.0	
2070	30.0	0.0	1.0	0.0	
2071	28.0	0.0	0.0	1.0	
2072	28.0	0.0	0.0	1.0	
2073	28.0	0.0	0.0	1.0	
2074	28.0	0.0	0.0	1.0	
2075	28.0	0.0	0.0	1.0	
2076	30.0	0.0	1.0	0.0	
2077	28.0	0.0	0.0	1.0	
2078	28.0	0.0	0.0	1.0	
2079	28.0	0.0	0.0	1.0	
2080	28.0	0.0	0.0	1.0	
2081	28.0	1.0	0.0	0.0	
2082	28.0	0.0	0.0	1.0	
2083	28.0	0.0	0.0	1.0	
2084	28.0	0.0	0.0	1.0	
2085	28.0	1.0	0.0	0.0	
2086	28.0	0.0	0.0	1.0	
2087	30.0	0.0	1.0	0.0	
2088	28.0	1.0	0.0	0.0	
2089	28.0	0.0	0.0	1.0	
2090	28.0	0.0	0.0	1.0	
2091	28.0	0.0	0.0	1.0	
2092	28.0	0.0	0.0	1.0	
2093	28.0	1.0	0.0	0.0	
2094	28.0	0.0	0.0	1.0	
2095	28.0	0.0	0.0	1.0	
2096	28.0	1.0	0.0	0.0	
2097	28.0	1.0	0.0	0.0	
2098	28.0	1.0	0.0	0.0	
2099	28.0	0.0	0.0	1.0	
2100	28.0	0.0	0.0	1.0	
2101	28.0	1.0	0.0	0.0	
2102	28.0	1.0	0.0	0.0	
2103	28.0	0.0	0.0	1.0	
2104	28.0	0.0	0.0	1.0	
2105	28.0	1.0	0.0	0.0	
2106	30.0	0.0	1.0	0.0	
2107	30.0	0.0	1.0	0.0	
2108	28.0	0.0	0.0	1.0	
2109	28.0	0.0	0.0	1.0	
2110	28.0	0.0	0.0	1.0	
2111	28.0	1.0	0.0	0.0	
2112	28.0	0.0	0.0	1.0	
2113	28.0	0.0	0.0	1.0	
2114	28.0	0.0	0.0	1.0	
2115	28.0	1.0	0.0	0.0	
2116	28.0	0.0	0.0	1.0	
2117	28.0	1.0	0.0	0.0	
2118	28.0	0.0	0.0	1.0	
2119	28.0	1.0	0.0	0.0	
2120	30.0	0.0	1.0	0.0	
2121	30.0	0.0	1.0	0.0	
2122	28.0	0.0	0.0	1.0	
2123	30.0	0.0	1.0	0.0	
