Sample	cat16-41.trees	cat16-41.sequence09_sequence10	cat16-41.sequence16_sequence09	cat16-41.sequence16_sequence10	
2124	30.0	0.0	1.0	0.0	
2125	28.0	1.0	0.0	0.0	
2126	28.0	0.0	0.0	1.0	
2127	28.0	1.0	0.0	0.0	
2128	28.0	1.0	0.0	0.0	
2129	28.0	0.0	0.0	1.0	
2130	28.0	0.0	0.0	1.0	
2131	28.0	1.0	0.0	0.0	
2132	30.0	0.0	1.0	0.0	
2133	28.0	1.0	0.0	0.0	
2134	28.0	0.0	0.0	1.0	
2135	28.0	1.0	0.0	0.0	
2136	28.0	1.0	0.0	0.0	
2137	30.0	0.0	1.0	0.0	
2138	28.0	1.0	0.0	0.0	
2139	28.0	1.0	0.0	0.0	
2140	28.0	0.0	0.0	1.0	
2141	30.0	0.0	1.0	0.0	
2142	28.0	0.0	0.0	1.0	
2143	28.0	0.0	0.0	1.0	
2144	28.0	0.0	0.0	1.0	
2145	28.0	0.0	0.0	1.0	
2146	28.0	1.0	0.0	0.0	
2147	28.0	0.0	0.0	1.0	
2148	28.0	1.0	0.0	0.0	
2149	28.0	1.0	0.0	0.0	
2150	28.0	1.0	0.0	0.0	
2151	28.0	1.0	0.0	0.0	
2152	30.0	0.0	1.0	0.0	
2153	28.0	0.0	0.0	1.0	
2154	28.0	0.0	0.0	1.0	
2155	28.0	1.0	0.0	0.0	
2156	28.0	0.0	0.0	1.0	
2157	28.0	0.0	0.0	1.0	
2158	28.0	0.0	0.0	1.0	
2159	28.0	0.0	0.0	1.0	
2160	28.0	0.0	0.0	1.0	
2161	30.0	0.0	1.0	0.0	
2162	28.0	0.0	0.0	1.0	
2163	28.0	1.0	0.0	0.0	
2164	28.0	0.0	0.0	1.0	
2165	28.0	0.0	0.0	1.0	
2166	28.0	0.0	0.0	1.0	
2167	28.0	1.0	0.0	0.0	
2168	30.0	0.0	1.0	0.0	
2169	28.0	0.0	0.0	1.0	
2170	28.0	0.0	0.0	1.0	
2171	28.0	1.0	0.0	0.0	
2172	28.0	0.0	0.0	1.0	
2173	28.0	0.0	0.0	1.0	
2174	28.0	1.0	0.0	0.0	
2175	28.0	0.0	0.0	1.0	
2176	28.0	1.0	0.0	0.0	
2177	28.0	0.0	0.0	1.0	
2178	28.0	0.0	0.0	1.0	
2179	30.0	0.0	1.0	0.0	
2180	28.0	1.0	0.0	0.0	
2181	28.0	0.0	0.0	1.0	
2182	30.0	0.0	1.0	0.0	
2183	28.0	0.0	0.0	1.0	
2184	28.0	1.0	0.0	0.0	
2185	28.0	0.0	0.0	1.0	
2186	28.0	0.0	0.0	1.0	
2187	28.0	0.0	0.0	1.0	
2188	28.0	1.0	0.0	0.0	
2189	28.0	0.0	0.0	1.0	
2190	28.0	1.0	0.0	0.0	
2191	28.0	0.0	0.0	1.0	
2192	30.0	0.0	1.0	0.0	
2193	28.0	0.0	0.0	1.0	
2194	28.0	0.0	0.0	1.0	
2195	28.0	0.0	0.0	1.0	
2196	28.0	0.0	0.0	1.0	
2197	28.0	0.0	0.0	1.0	
2198	28.0	0.0	0.0	1.0	
2199	28.0	0.0	0.0	1.0	
2200	30.0	0.0	1.0	0.0	
2201	28.0	1.0	0.0	0.0	
2202	28.0	1.0	0.0	0.0	
2203	28.0	1.0	0.0	0.0	
2204	28.0	1.0	0.0	0.0	
2205	28.0	0.0	0.0	1.0	
2206	28.0	0.0	0.0	1.0	
2207	30.0	0.0	1.0	0.0	
2208	28.0	0.0	0.0	1.0	
2209	28.0	0.0	0.0	1.0	
2210	28.0	0.0	0.0	1.0	
2211	28.0	0.0	0.0	1.0	
2212	28.0	0.0	0.0	1.0	
2213	28.0	0.0	0.0	1.0	
2214	28.0	0.0	0.0	1.0	
2215	30.0	0.0	1.0	0.0	
2216	28.0	0.0	0.0	1.0	
2217	28.0	0.0	0.0	1.0	
2218	28.0	1.0	0.0	0.0	
2219	28.0	0.0	0.0	1.0	
2220	28.0	0.0	0.0	1.0	
2221	28.0	0.0	0.0	1.0	
2222	28.0	0.0	0.0	1.0	
2223	28.0	0.0	0.0	1.0	
2224	30.0	0.0	1.0	0.0	
2225	28.0	0.0	0.0	1.0	
2226	28.0	0.0	0.0	1.0	
2227	28.0	0.0	0.0	1.0	
2228	28.0	0.0	0.0	1.0	
2229	28.0	1.0	0.0	0.0	
2230	28.0	0.0	0.0	1.0	
2231	28.0	0.0	0.0	1.0	
2232	28.0	1.0	0.0	0.0	
2233	30.0	0.0	1.0	0.0	
2234	28.0	1.0	0.0	0.0	
2235	28.0	1.0	0.0	0.0	
2236	28.0	0.0	0.0	1.0	
2237	28.0	0.0	0.0	1.0	
2238	28.0	0.0	0.0	1.0	
2239	28.0	0.0	0.0	1.0	
2240	30.0	0.0	1.0	0.0	
2241	28.0	1.0	0.0	0.0	
2242	28.0	1.0	0.0	0.0	
2243	30.0	0.0	1.0	0.0	
2244	28.0	0.0	0.0	1.0	
2245	28.0	0.0	0.0	1.0	
2246	30.0	0.0	1.0	0.0	
2247	28.0	1.0	0.0	0.0	
2248	28.0	0.0	0.0	1.0	
2249	28.0	0.0	0.0	1.0	
2250	28.0	1.0	0.0	0.0	
2251	28.0	0.0	0.0	1.0	
2252	28.0	0.0	0.0	1.0	
2253	28.0	0.0	0.0	1.0	
2254	30.0	0.0	1.0	0.0	
2255	28.0	0.0	0.0	1.0	
2256	30.0	0.0	1.0	0.0	
2257	28.0	0.0	0.0	1.0	
2258	28.0	0.0	0.0	1.0	
2259	30.0	0.0	1.0	0.0	
2260	28.0	1.0	0.0	0.0	
2261	28.0	0.0	0.0	1.0	
2262	28.0	1.0	0.0	0.0	
2263	28.0	1.0	0.0	0.0	
2264	28.0	1.0	0.0	0.0	
2265	28.0	1.0	0.0	0.0	
2266	28.0	0.0	0.0	1.0	
2267	28.0	0.0	0.0	1.0	
2268	28.0	0.0	0.0	1.0	
2269	28.0	1.0	0.0	0.0	
2270	28.0	1.0	0.0	0.0	
2271	28.0	0.0	0.0	1.0	
2272	28.0	1.0	0.0	0.0	
2273	28.0	1.0	0.0	0.0	
2274	28.0	0.0	0.0	1.0	
2275	28.0	0.0	0.0	1.0	
2276	30.0	0.0	1.0	0.0	
2277	28.0	0.0	0.0	1.0	
2278	30.0	0.0	1.0	0.0	
2279	28.0	1.0	0.0	0.0	
2280	28.0	1.0	0.0	0.0	
2281	30.0	0.0	1.0	0.0	
2282	28.0	1.0	0.0	0.0	
2283	28.0	1.0	0.0	0.0	
2284	28.0	1.0	0.0	0.0	
2285	28.0	1.0	0.0	0.0	
2286	28.0	0.0	0.0	1.0	
2287	28.0	1.0	0.0	0.0	
2288	28.0	1.0	0.0	0.0	
2289	28.0	0.0	0.0	1.0	
2290	30.0	0.0	1.0	0.0	
2291	30.0	0.0	1.0	0.0	
2292	28.0	0.0	0.0	1.0	
2293	30.0	0.0	1.0	0.0	
2294	28.0	1.0	0.0	0.0	
2295	30.0	0.0	1.0	0.0	
2296	28.0	1.0	0.0	0.0	
2297	28.0	0.0	0.0	1.0	
2298	28.0	1.0	0.0	0.0	
2299	30.0	0.0	1.0	0.0	
2300	30.0	0.0	1.0	0.0	
2301	28.0	0.0	0.0	1.0	
2302	30.0	0.0	1.0	0.0	
2303	28.0	1.0	0.0	0.0	
2304	28.0	0.0	0.0	1.0	
2305	28.0	0.0	0.0	1.0	
2306	28.0	0.0	0.0	1.0	
2307	28.0	0.0	0.0	1.0	
2308	30.0	0.0	1.0	0.0	
2309	30.0	0.0	1.0	0.0	
2310	28.0	1.0	0.0	0.0	
2311	28.0	0.0	0.0	1.0	
2312	30.0	0.0	1.0	0.0	
2313	28.0	0.0	0.0	1.0	
2314	28.0	0.0	0.0	1.0	
2315	30.0	0.0	1.0	0.0	
2316	28.0	1.0	0.0	0.0	
2317	30.0	0.0	1.0	0.0	
2318	30.0	0.0	1.0	0.0	
2319	28.0	1.0	0.0	0.0	
2320	30.0	0.0	1.0	0.0	
2321	28.0	1.0	0.0	0.0	
2322	28.0	0.0	0.0	1.0	
2323	28.0	1.0	0.0	0.0	
2324	28.0	0.0	0.0	1.0	
2325	30.0	0.0	1.0	0.0	
2326	28.0	1.0	0.0	0.0	
2327	28.0	0.0	0.0	1.0	
2328	28.0	0.0	0.0	1.0	
2329	28.0	0.0	0.0	1.0	
2330	28.0	0.0	0.0	1.0	
2331	28.0	0.0	0.0	1.0	
2332	28.0	0.0	0.0	1.0	
2333	28.0	1.0	0.0	0.0	
2334	28.0	1.0	0.0	0.0	
2335	28.0	1.0	0.0	0.0	
2336	28.0	1.0	0.0	0.0	
2337	30.0	0.0	1.0	0.0	
2338	28.0	0.0	0.0	1.0	
2339	28.0	0.0	0.0	1.0	
2340	28.0	0.0	0.0	1.0	
2341	28.0	0.0	0.0	1.0	
2342	28.0	1.0	0.0	0.0	
2343	28.0	1.0	0.0	0.0	
2344	28.0	0.0	0.0	1.0	
2345	28.0	0.0	0.0	1.0	
2346	28.0	0.0	0.0	1.0	
2347	28.0	0.0	0.0	1.0	
2348	28.0	0.0	0.0	1.0	
2349	28.0	1.0	0.0	0.0	
2350	30.0	0.0	1.0	0.0	
2351	28.0	0.0	0.0	1.0	
2352	28.0	0.0	0.0	1.0	
2353	28.0	0.0	0.0	1.0	
2354	28.0	0.0	0.0	1.0	
2355	28.0	0.0	0.0	1.0	
2356	30.0	0.0	1.0	0.0	
2357	28.0	1.0	0.0	0.0	
2358	28.0	0.0	0.0	1.0	
2359	28.0	0.0	0.0	1.0	
2360	28.0	0.0	0.0	1.0	
2361	28.0	0.0	0.0	1.0	
2362	28.0	1.0	0.0	0.0	
2363	28.0	0.0	0.0	1.0	
2364	28.0	1.0	0.0	0.0	
2365	28.0	1.0	0.0	0.0	
2366	28.0	1.0	0.0	0.0	
2367	30.0	0.0	1.0	0.0	
2368	28.0	1.0	0.0	0.0	
2369	30.0	0.0	1.0	0.0	
2370	28.0	0.0	0.0	1.0	
2371	28.0	1.0	0.0	0.0	
2372	28.0	1.0	0.0	0.0	
2373	28.0	0.0	0.0	1.0	
2374	30.0	0.0	1.0	0.0	
2375	28.0	0.0	0.0	1.0	
2376	28.0	0.0	0.0	1.0	
2377	28.0	0.0	0.0	1.0	
2378	28.0	0.0	0.0	1.0	
2379	28.0	0.0	0.0	1.0	
2380	28.0	0.0	0.0	1.0	
2381	28.0	1.0	0.0	0.0	
2382	30.0	0.0	1.0	0.0	
2383	28.0	0.0	0.0	1.0	
2384	30.0	0.0	1.0	0.0	
2385	28.0	1.0	0.0	0.0	
2386	30.0	0.0	1.0	0.0	
2387	28.0	1.0	0.0	0.0	
2388	28.0	1.0	0.0	0.0	
2389	28.0	1.0	0.0	0.0	
2390	28.0	0.0	0.0	1.0	
2391	30.0	0.0	1.0	0.0	
2392	28.0	0.0	0.0	1.0	
2393	30.0	0.0	1.0	0.0	
2394	28.0	1.0	0.0	0.0	
2395	30.0	0.0	1.0	0.0	
2396	28.0	1.0	0.0	0.0	
2397	28.0	1.0	0.0	0.0	
2398	28.0	1.0	0.0	0.0	
2399	28.0	1.0	0.0	0.0	
2400	30.0	0.0	1.0	0.0	
2401	28.0	1.0	0.0	0.0	
2402	28.0	0.0	0.0	1.0	
2403	28.0	1.0	0.0	0.0	
2404	28.0	1.0	0.0	0.0	
2405	28.0	0.0	0.0	1.0	
2406	28.0	0.0	0.0	1.0	
2407	28.0	0.0	0.0	1.0	
2408	30.0	0.0	1.0	0.0	
2409	28.0	0.0	0.0	1.0	
2410	28.0	0.0	0.0	1.0	
2411	28.0	1.0	0.0	0.0	
2412	28.0	0.0	0.0	1.0	
2413	30.0	0.0	1.0	0.0	
2414	28.0	0.0	0.0	1.0	
2415	28.0	1.0	0.0	0.0	
2416	30.0	0.0	1.0	0.0	
2417	30.0	0.0	1.0	0.0	
2418	28.0	1.0	0.0	0.0	
2419	30.0	0.0	1.0	0.0	
2420	28.0	1.0	0.0	0.0	
2421	28.0	1.0	0.0	0.0	
2422	28.0	0.0	0.0	1.0	
2423	28.0	0.0	0.0	1.0	
2424	28.0	0.0	0.0	1.0	
2425	28.0	1.0	0.0	0.0	
2426	28.0	1.0	0.0	0.0	
2427	28.0	1.0	0.0	0.0	
2428	28.0	1.0	0.0	0.0	
2429	28.0	1.0	0.0	0.0	
2430	28.0	1.0	0.0	0.0	
2431	30.0	0.0	1.0	0.0	
2432	28.0	0.0	0.0	1.0	
2433	28.0	1.0	0.0	0.0	
2434	30.0	0.0	1.0	0.0	
2435	30.0	0.0	1.0	0.0	
2436	28.0	1.0	0.0	0.0	
2437	28.0	0.0	0.0	1.0	
2438	28.0	1.0	0.0	0.0	
2439	28.0	1.0	0.0	0.0	
2440	28.0	1.0	0.0	0.0	
2441	30.0	0.0	1.0	0.0	
2442	28.0	1.0	0.0	0.0	
2443	28.0	1.0	0.0	0.0	
2444	30.0	0.0	1.0	0.0	
2445	28.0	0.0	0.0	1.0	
2446	28.0	1.0	0.0	0.0	
2447	28.0	0.0	0.0	1.0	
2448	28.0	1.0	0.0	0.0	
2449	28.0	1.0	0.0	0.0	
2450	28.0	0.0	0.0	1.0	
2451	28.0	0.0	0.0	1.0	
2452	28.0	1.0	0.0	0.0	
2453	28.0	0.0	0.0	1.0	
2454	30.0	0.0	1.0	0.0	
2455	28.0	1.0	0.0	0.0	
2456	28.0	0.0	0.0	1.0	
2457	28.0	1.0	0.0	0.0	
2458	30.0	0.0	1.0	0.0	
2459	28.0	1.0	0.0	0.0	
2460	28.0	1.0	0.0	0.0	
2461	28.0	0.0	0.0	1.0	
2462	28.0	1.0	0.0	0.0	
2463	28.0	0.0	0.0	1.0	
2464	28.0	0.0	0.0	1.0	
2465	28.0	0.0	0.0	1.0	
2466	30.0	0.0	1.0	0.0	
2467	28.0	1.0	0.0	0.0	
2468	30.0	0.0	1.0	0.0	
2469	28.0	1.0	0.0	0.0	
2470	28.0	1.0	0.0	0.0	
2471	28.0	0.0	0.0	1.0	
2472	28.0	0.0	0.0	1.0	
2473	28.0	0.0	0.0	1.0	
2474	28.0	0.0	0.0	1.0	
2475	28.0	0.0	0.0	1.0	
2476	28.0	0.0	0.0	1.0	
2477	28.0	1.0	0.0	0.0	
2478	28.0	0.0	0.0	1.0	
2479	28.0	1.0	0.0	0.0	
2480	28.0	1.0	0.0	0.0	
2481	28.0	1.0	0.0	0.0	
2482	28.0	0.0	0.0	1.0	
2483	28.0	0.0	0.0	1.0	
2484	28.0	1.0	0.0	0.0	
2485	30.0	0.0	1.0	0.0	
2486	28.0	1.0	0.0	0.0	
2487	28.0	0.0	0.0	1.0	
2488	28.0	1.0	0.0	0.0	
2489	28.0	0.0	0.0	1.0	
2490	30.0	0.0	1.0	0.0	
2491	30.0	0.0	1.0	0.0	
2492	28.0	0.0	0.0	1.0	
2493	28.0	0.0	0.0	1.0	
2494	28.0	1.0	0.0	0.0	
2495	28.0	0.0	0.0	1.0	
2496	28.0	0.0	0.0	1.0	
2497	28.0	0.0	0.0	1.0	
2498	30.0	0.0	1.0	0.0	
2499	28.0	1.0	0.0	0.0	
2500	28.0	0.0	0.0	1.0	
2501	30.0	0.0	1.0	0.0	
2502	28.0	0.0	0.0	1.0	
2503	28.0	0.0	0.0	1.0	
2504	28.0	0.0	0.0	1.0	
2505	28.0	0.0	0.0	1.0	
2506	28.0	1.0	0.0	0.0	
2507	28.0	0.0	0.0	1.0	
2508	28.0	0.0	0.0	1.0	
2509	28.0	0.0	0.0	1.0	
2510	28.0	1.0	0.0	0.0	
2511	28.0	1.0	0.0	0.0	
2512	28.0	1.0	0.0	0.0	
2513	30.0	0.0	1.0	0.0	
2514	30.0	0.0	1.0	0.0	
2515	28.0	0.0	0.0	1.0	
2516	28.0	1.0	0.0	0.0	
2517	30.0	0.0	1.0	0.0	
2518	28.0	0.0	0.0	1.0	
2519	28.0	0.0	0.0	1.0	
2520	28.0	1.0	0.0	0.0	
2521	28.0	0.0	0.0	1.0	
2522	30.0	0.0	1.0	0.0	
2523	28.0	0.0	0.0	1.0	
2524	28.0	0.0	0.0	1.0	
2525	28.0	0.0	0.0	1.0	
2526	30.0	0.0	1.0	0.0	
2527	28.0	0.0	0.0	1.0	
2528	28.0	1.0	0.0	0.0	
2529	28.0	1.0	0.0	0.0	
2530	28.0	0.0	0.0	1.0	
2531	30.0	0.0	1.0	0.0	
2532	28.0	0.0	0.0	1.0	
2533	28.0	0.0	0.0	1.0	
2534	28.0	1.0	0.0	0.0	
2535	28.0	1.0	0.0	0.0	
2536	30.0	0.0	1.0	0.0	
2537	30.0	0.0	1.0	0.0	
2538	28.0	1.0	0.0	0.0	
2539	28.0	1.0	0.0	0.0	
2540	28.0	1.0	0.0	0.0	
2541	30.0	0.0	1.0	0.0	
2542	28.0	0.0	0.0	1.0	
2543	28.0	0.0	0.0	1.0	
2544	28.0	0.0	0.0	1.0	
2545	28.0	0.0	0.0	1.0	
2546	28.0	1.0	0.0	0.0	
2547	28.0	0.0	0.0	1.0	
2548	28.0	0.0	0.0	1.0	
2549	28.0	1.0	0.0	0.0	
2550	30.0	0.0	1.0	0.0	
2551	28.0	0.0	0.0	1.0	
2552	28.0	1.0	0.0	0.0	
2553	28.0	1.0	0.0	0.0	
2554	28.0	0.0	0.0	1.0	
2555	30.0	0.0	1.0	0.0	
2556	28.0	0.0	0.0	1.0	
2557	28.0	0.0	0.0	1.0	
2558	28.0	0.0	0.0	1.0	
2559	28.0	0.0	0.0	1.0	
2560	28.0	0.0	0.0	1.0	
2561	28.0	1.0	0.0	0.0	
2562	28.0	0.0	0.0	1.0	
2563	28.0	1.0	0.0	0.0	
2564	28.0	1.0	0.0	0.0	
2565	28.0	0.0	0.0	1.0	
2566	28.0	0.0	0.0	1.0	
2567	28.0	0.0	0.0	1.0	
2568	28.0	1.0	0.0	0.0	
2569	28.0	0.0	0.0	1.0	
2570	28.0	0.0	0.0	1.0	
2571	28.0	1.0	0.0	0.0	
2572	28.0	0.0	0.0	1.0	
2573	28.0	0.0	0.0	1.0	
2574	28.0	0.0	0.0	1.0	
2575	28.0	0.0	0.0	1.0	
2576	28.0	1.0	0.0	0.0	
2577	28.0	1.0	0.0	0.0	
2578	28.0	1.0	0.0	0.0	
2579	28.0	0.0	0.0	1.0	
2580	28.0	1.0	0.0	0.0	
2581	28.0	0.0	0.0	1.0	
2582	28.0	1.0	0.0	0.0	
2583	30.0	0.0	1.0	0.0	
2584	28.0	0.0	0.0	1.0	
2585	28.0	1.0	0.0	0.0	
2586	28.0	0.0	0.0	1.0	
2587	30.0	0.0	1.0	0.0	
2588	30.0	0.0	1.0	0.0	
2589	28.0	0.0	0.0	1.0	
2590	28.0	0.0	0.0	1.0	
2591	30.0	0.0	1.0	0.0	
2592	28.0	1.0	0.0	0.0	
2593	28.0	1.0	0.0	0.0	
2594	28.0	1.0	0.0	0.0	
2595	28.0	0.0	0.0	1.0	
2596	28.0	0.0	0.0	1.0	
2597	30.0	0.0	1.0	0.0	
2598	28.0	0.0	0.0	1.0	
2599	28.0	1.0	0.0	0.0	
2600	28.0	1.0	0.0	0.0	
2601	28.0	0.0	0.0	1.0	
2602	28.0	0.0	0.0	1.0	
2603	28.0	0.0	0.0	1.0	
2604	28.0	0.0	0.0	1.0	
2605	28.0	0.0	0.0	1.0	
2606	28.0	0.0	0.0	1.0	
2607	28.0	1.0	0.0	0.0	
2608	30.0	0.0	1.0	0.0	
2609	28.0	0.0	0.0	1.0	
2610	28.0	1.0	0.0	0.0	
2611	28.0	1.0	0.0	0.0	
2612	28.0	1.0	0.0	0.0	
2613	28.0	0.0	0.0	1.0	
2614	30.0	0.0	1.0	0.0	
2615	28.0	1.0	0.0	0.0	
2616	28.0	0.0	0.0	1.0	
2617	30.0	0.0	1.0	0.0	
2618	28.0	1.0	0.0	0.0	
2619	30.0	0.0	1.0	0.0	
2620	28.0	1.0	0.0	0.0	
2621	28.0	1.0	0.0	0.0	
2622	28.0	0.0	0.0	1.0	
2623	30.0	0.0	1.0	0.0	
2624	28.0	0.0	0.0	1.0	
2625	28.0	1.0	0.0	0.0	
2626	30.0	0.0	1.0	0.0	
2627	28.0	1.0	0.0	0.0	
2628	30.0	0.0	1.0	0.0	
2629	28.0	1.0	0.0	0.0	
2630	28.0	1.0	0.0	0.0	
2631	30.0	0.0	1.0	0.0	
2632	30.0	0.0	1.0	0.0	
2633	28.0	1.0	0.0	0.0	
2634	28.0	1.0	0.0	0.0	
2635	28.0	0.0	0.0	1.0	
2636	28.0	0.0	0.0	1.0	
2637	28.0	0.0	0.0	1.0	
2638	30.0	0.0	1.0	0.0	
2639	28.0	0.0	0.0	1.0	
2640	28.0	0.0	0.0	1.0	
2641	28.0	1.0	0.0	0.0	
2642	30.0	0.0	1.0	0.0	
2643	28.0	1.0	0.0	0.0	
2644	28.0	0.0	0.0	1.0	
2645	28.0	0.0	0.0	1.0	
2646	28.0	0.0	0.0	1.0	
2647	28.0	1.0	0.0	0.0	
2648	30.0	0.0	1.0	0.0	
2649	28.0	1.0	0.0	0.0	
2650	28.0	1.0	0.0	0.0	
2651	28.0	0.0	0.0	1.0	
2652	28.0	1.0	0.0	0.0	
2653	28.0	1.0	0.0	0.0	
2654	28.0	1.0	0.0	0.0	
2655	28.0	1.0	0.0	0.0	
2656	28.0	1.0	0.0	0.0	
2657	28.0	0.0	0.0	1.0	
2658	28.0	0.0	0.0	1.0	
2659	28.0	0.0	0.0	1.0	
2660	30.0	0.0	1.0	0.0	
2661	28.0	0.0	0.0	1.0	
2662	28.0	1.0	0.0	0.0	
2663	30.0	0.0	1.0	0.0	
2664	28.0	1.0	0.0	0.0	
2665	30.0	0.0	1.0	0.0	
2666	28.0	1.0	0.0	0.0	
2667	28.0	1.0	0.0	0.0	
2668	28.0	0.0	0.0	1.0	
2669	30.0	0.0	1.0	0.0	
2670	28.0	1.0	0.0	0.0	
2671	28.0	1.0	0.0	0.0	
2672	28.0	1.0	0.0	0.0	
2673	28.0	1.0	0.0	0.0	
2674	28.0	0.0	0.0	1.0	
2675	28.0	1.0	0.0	0.0	
2676	28.0	0.0	0.0	1.0	
2677	28.0	0.0	0.0	1.0	
2678	28.0	1.0	0.0	0.0	
2679	28.0	1.0	0.0	0.0	
2680	28.0	1.0	0.0	0.0	
2681	28.0	0.0	0.0	1.0	
2682	30.0	0.0	1.0	0.0	
2683	28.0	1.0	0.0	0.0	
2684	28.0	0.0	0.0	1.0	
2685	28.0	1.0	0.0	0.0	
2686	28.0	1.0	0.0	0.0	
2687	30.0	0.0	1.0	0.0	
2688	28.0	1.0	0.0	0.0	
2689	28.0	1.0	0.0	0.0	
2690	28.0	0.0	0.0	1.0	
2691	28.0	0.0	0.0	1.0	
2692	28.0	0.0	0.0	1.0	
2693	28.0	0.0	0.0	1.0	
2694	28.0	0.0	0.0	1.0	
2695	28.0	0.0	0.0	1.0	
2696	28.0	1.0	0.0	0.0	
2697	28.0	1.0	0.0	0.0	
2698	30.0	0.0	1.0	0.0	
2699	28.0	1.0	0.0	0.0	
2700	28.0	0.0	0.0	1.0	
2701	28.0	1.0	0.0	0.0	
2702	28.0	0.0	0.0	1.0	
2703	28.0	0.0	0.0	1.0	
2704	28.0	0.0	0.0	1.0	
2705	28.0	0.0	0.0	1.0	
2706	28.0	1.0	0.0	0.0	
2707	28.0	1.0	0.0	0.0	
2708	30.0	0.0	1.0	0.0	
2709	28.0	0.0	0.0	1.0	
2710	30.0	0.0	1.0	0.0	
2711	28.0	1.0	0.0	0.0	
2712	28.0	0.0	0.0	1.0	
2713	28.0	1.0	0.0	0.0	
2714	28.0	1.0	0.0	0.0	
2715	28.0	0.0	0.0	1.0	
2716	28.0	0.0	0.0	1.0	
2717	28.0	0.0	0.0	1.0	
2718	30.0	0.0	1.0	0.0	
2719	28.0	0.0	0.0	1.0	
2720	28.0	0.0	0.0	1.0	
2721	28.0	1.0	0.0	0.0	
2722	28.0	1.0	0.0	0.0	
2723	28.0	1.0	0.0	0.0	
2724	30.0	0.0	1.0	0.0	
2725	28.0	1.0	0.0	0.0	
2726	28.0	1.0	0.0	0.0	
2727	28.0	1.0	0.0	0.0	
2728	28.0	1.0	0.0	0.0	
2729	28.0	0.0	0.0	1.0	
2730	28.0	1.0	0.0	0.0	
2731	28.0	1.0	0.0	0.0	
2732	28.0	0.0	0.0	1.0	
2733	30.0	0.0	1.0	0.0	
2734	28.0	1.0	0.0	0.0	
2735	28.0	1.0	0.0	0.0	
2736	28.0	0.0	0.0	1.0	
2737	28.0	1.0	0.0	0.0	
2738	28.0	0.0	0.0	1.0	
2739	30.0	0.0	1.0	0.0	
2740	28.0	1.0	0.0	0.0	
2741	28.0	1.0	0.0	0.0	
2742	30.0	0.0	1.0	0.0	
2743	28.0	1.0	0.0	0.0	
2744	28.0	1.0	0.0	0.0	
2745	30.0	0.0	1.0	0.0	
2746	28.0	0.0	0.0	1.0	
2747	28.0	1.0	0.0	0.0	
2748	28.0	0.0	0.0	1.0	
2749	28.0	1.0	0.0	0.0	
2750	28.0	0.0	0.0	1.0	
2751	28.0	1.0	0.0	0.0	
2752	28.0	1.0	0.0	0.0	
2753	28.0	1.0	0.0	0.0	
2754	30.0	0.0	1.0	0.0	
2755	28.0	0.0	0.0	1.0	
2756	28.0	1.0	0.0	0.0	
2757	30.0	0.0	1.0	0.0	
2758	28.0	1.0	0.0	0.0	
2759	28.0	1.0	0.0	0.0	
2760	30.0	0.0	1.0	0.0	
2761	28.0	1.0	0.0	0.0	
2762	28.0	0.0	0.0	1.0	
2763	28.0	1.0	0.0	0.0	
2764	30.0	0.0	1.0	0.0	
2765	28.0	1.0	0.0	0.0	
2766	30.0	0.0	1.0	0.0	
2767	30.0	0.0	1.0	0.0	
2768	28.0	1.0	0.0	0.0	
2769	28.0	0.0	0.0	1.0	
2770	30.0	0.0	1.0	0.0	
2771	28.0	0.0	0.0	1.0	
2772	28.0	1.0	0.0	0.0	
2773	28.0	1.0	0.0	0.0	
2774	28.0	1.0	0.0	0.0	
2775	28.0	1.0	0.0	0.0	
2776	30.0	0.0	1.0	0.0	
2777	28.0	1.0	0.0	0.0	
2778	28.0	0.0	0.0	1.0	
2779	30.0	0.0	1.0	0.0	
2780	28.0	1.0	0.0	0.0	
2781	28.0	1.0	0.0	0.0	
2782	28.0	0.0	0.0	1.0	
2783	28.0	1.0	0.0	0.0	
2784	30.0	0.0	1.0	0.0	
2785	28.0	1.0	0.0	0.0	
2786	28.0	0.0	0.0	1.0	
2787	28.0	1.0	0.0	0.0	
2788	28.0	1.0	0.0	0.0	
2789	28.0	1.0	0.0	0.0	
2790	28.0	1.0	0.0	0.0	
2791	28.0	0.0	0.0	1.0	
2792	28.0	1.0	0.0	0.0	
2793	28.0	1.0	0.0	0.0	
2794	28.0	1.0	0.0	0.0	
2795	28.0	1.0	0.0	0.0	
2796	30.0	0.0	1.0	0.0	
2797	28.0	0.0	0.0	1.0	
2798	30.0	0.0	1.0	0.0	
2799	28.0	1.0	0.0	0.0	
2800	28.0	0.0	0.0	1.0	
2801	28.0	1.0	0.0	0.0	
2802	28.0	1.0	0.0	0.0	
2803	28.0	0.0	0.0	1.0	
2804	28.0	1.0	0.0	0.0	
2805	28.0	0.0	0.0	1.0	
2806	30.0	0.0	1.0	0.0	
2807	28.0	1.0	0.0	0.0	
2808	28.0	0.0	0.0	1.0	
2809	28.0	1.0	0.0	0.0	
2810	28.0	1.0	0.0	0.0	
2811	28.0	0.0	0.0	1.0	
2812	28.0	0.0	0.0	1.0	
2813	28.0	1.0	0.0	0.0	
2814	30.0	0.0	1.0	0.0	
2815	28.0	1.0	0.0	0.0	
2816	28.0	1.0	0.0	0.0	
2817	28.0	1.0	0.0	0.0	
2818	30.0	0.0	1.0	0.0	
2819	28.0	1.0	0.0	0.0	
