Sample	cat16-52.trees	cat16-52.sequence04_sequence12	cat16-52.sequence05_sequence11_sequence13_sequence02_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-52.sequence04_sequence14_sequence11_sequence12_sequence13_sequence16_sequence02_sequence06_sequence08	cat16-52.sequence01_sequence05_sequence04_sequence14_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-52.sequence01_sequence07	cat16-52.sequence05_sequence04_sequence14_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-52.sequence05_sequence04_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-52.sequence11_sequence13_sequence02_sequence06_sequence08	cat16-52.sequence05_sequence04_sequence14_sequence12_sequence16_sequence09_sequence03_sequence10_sequence15	
573	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
574	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
575	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
576	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
577	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
578	28.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
579	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
580	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
581	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
582	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
583	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
584	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
585	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
586	28.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
587	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
588	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
589	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
590	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
591	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
592	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
593	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
594	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
595	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
596	28.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
597	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
598	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
599	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
600	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
601	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
602	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
603	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
604	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
605	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
606	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
607	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
608	28.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	
609	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
610	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
611	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
612	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
613	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
614	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
615	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
616	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
617	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
618	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
619	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
620	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
621	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
622	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
623	28.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
624	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
625	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
626	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
627	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
628	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
629	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
630	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
631	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
632	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
633	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
634	26.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
635	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
636	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
637	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
638	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
639	28.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
640	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
641	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
642	26.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	
643	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
644	28.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
645	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
646	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
647	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
648	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
649	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
650	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
651	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
652	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
653	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
654	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
655	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
656	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
657	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
658	26.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	
659	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
660	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
661	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
662	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
663	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
664	28.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
665	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
666	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
667	28.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
668	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
669	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
670	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
671	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
672	28.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
673	28.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
674	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
675	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
676	28.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
677	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
678	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
679	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
680	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
681	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
682	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
683	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
684	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
685	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
686	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
687	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
688	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
689	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
690	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
691	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
692	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
693	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
694	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
695	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
696	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
697	28.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
698	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
699	28.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	
700	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
701	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
702	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
703	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
704	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
705	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
706	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
707	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
708	28.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
709	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
710	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
711	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
712	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
713	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
714	28.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
715	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
716	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
717	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
718	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
719	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
720	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
721	28.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
722	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
723	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
724	26.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
725	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
726	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
727	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
728	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
729	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
730	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
731	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
732	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
733	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
734	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
735	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
736	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
737	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
738	28.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
739	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
740	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
741	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
742	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
743	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
744	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
745	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
746	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
747	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
748	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
749	28.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
750	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
751	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
752	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
753	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
754	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
755	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
756	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
757	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
758	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
759	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
760	28.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
761	28.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	
762	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
763	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
764	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
765	28.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
766	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
767	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
768	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
769	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
770	28.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
771	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
772	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
773	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
774	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
775	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
776	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
777	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
778	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
779	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
780	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
781	28.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	
782	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
783	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
784	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
785	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
786	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
787	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
788	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
789	28.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
790	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
791	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
792	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
793	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
794	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
795	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
796	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
797	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
798	28.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
799	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
800	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
801	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
802	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
803	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
804	28.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
805	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
806	28.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	
807	28.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
808	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
809	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
810	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
811	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
812	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
813	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
814	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
815	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
816	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
817	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
818	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
819	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
820	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
821	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
822	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
823	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
824	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
825	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
826	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
827	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
828	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
829	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
830	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
831	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
832	26.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
833	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
834	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
835	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
836	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
837	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
838	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
839	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
840	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
841	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
842	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
843	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
844	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
845	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
846	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
847	26.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	
848	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
849	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
850	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
851	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
852	28.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
853	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
854	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
855	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
856	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
857	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
858	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
859	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
860	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	
861	28.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
862	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
863	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
864	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
865	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
866	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
867	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
868	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
869	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
870	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
871	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
872	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
873	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
874	28.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
875	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
876	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
877	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
878	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
879	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
880	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
881	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
882	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
883	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
884	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
885	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
886	28.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
