Sample	cat16-38.trees	cat16-38.sequence11_sequence10_sequence06	cat16-38.sequence11_sequence10_sequence06_sequence15	cat16-38.sequence10_sequence15	cat16-38.sequence11_sequence06_sequence15	cat16-38.sequence01_sequence05_sequence04_sequence14_sequence07_sequence13_sequence16_sequence02_sequence09_sequence03	cat16-38.sequence07_sequence16_sequence03	cat16-38.sequence05_sequence07_sequence11_sequence12_sequence16_sequence02_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-38.sequence01_sequence04_sequence14_sequence11_sequence12_sequence13_sequence09_sequence10_sequence06_sequence08_sequence15	cat16-38.sequence05_sequence16_sequence02_sequence03	
1538	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1539	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1540	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1541	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1542	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1543	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1544	26.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1545	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1546	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1547	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1548	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1549	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1550	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1551	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1552	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1553	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1554	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1555	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1556	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1557	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1558	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1559	24.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
1560	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1561	26.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1562	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1563	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1564	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1565	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1566	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1567	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1568	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1569	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1570	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1571	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1572	28.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
1573	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1574	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1575	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1576	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1577	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1578	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1579	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1580	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1581	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1582	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1583	24.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	
1584	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1585	26.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
1586	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1587	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1588	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1589	26.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1590	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1591	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1592	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1593	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1594	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1595	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1596	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1597	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1598	28.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1599	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1600	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1601	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1602	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1603	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1604	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1605	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1606	26.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1607	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1608	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1609	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1610	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1611	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1612	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1613	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1614	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1615	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1616	26.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	
1617	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1618	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1619	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1620	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1621	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1622	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1623	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1624	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1625	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1626	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1627	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1628	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1629	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1630	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1631	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1632	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1633	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1634	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1635	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1636	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1637	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1638	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1639	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1640	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1641	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1642	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1643	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1644	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1645	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1646	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1647	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1648	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1649	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1650	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1651	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1652	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1653	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1654	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1655	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1656	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1657	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1658	26.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1659	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1660	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1661	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1662	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1663	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1664	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1665	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1666	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1667	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1668	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1669	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1670	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1671	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1672	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1673	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1674	26.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
1675	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1676	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1677	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1678	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1679	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1680	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1681	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1682	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1683	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1684	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1685	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1686	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1687	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1688	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1689	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1690	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1691	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1692	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1693	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1694	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1695	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1696	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1697	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1698	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1699	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1700	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1701	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1702	26.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1703	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1704	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1705	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1706	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1707	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1708	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1709	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1710	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1711	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1712	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1713	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1714	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1715	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1716	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1717	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1718	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1719	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1720	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1721	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1722	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1723	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1724	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1725	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1726	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1727	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1728	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1729	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1730	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1731	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1732	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1733	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1734	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1735	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1736	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1737	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1738	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1739	28.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1740	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1741	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1742	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1743	26.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1744	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1745	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1746	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1747	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1748	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1749	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1750	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1751	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1752	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1753	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1754	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1755	26.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
1756	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1757	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1758	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1759	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1760	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1761	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1762	28.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1763	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1764	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1765	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1766	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1767	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1768	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1769	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1770	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1771	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1772	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1773	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1774	26.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1775	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1776	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1777	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1778	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1779	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1780	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1781	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1782	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1783	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1784	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1785	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1786	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1787	28.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	
1788	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1789	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1790	26.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1791	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1792	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1793	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1794	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1795	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1796	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	
1797	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1798	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1799	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1800	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1801	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1802	26.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1803	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1804	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1805	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1806	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1807	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1808	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1809	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1810	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1811	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1812	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1813	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1814	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1815	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1816	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1817	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1818	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1819	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1820	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1821	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1822	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1823	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1824	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1825	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1826	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1827	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1828	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1829	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1830	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1831	26.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1832	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1833	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1834	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1835	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1836	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1837	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1838	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1839	26.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1840	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1841	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1842	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1843	28.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1844	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
1845	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1846	30.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
1847	28.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
