Sample	cat16-77.trees	cat16-77.sequence14_sequence07_sequence13_sequence09	cat16-77.sequence04_sequence14_sequence07_sequence13_sequence15	cat16-77.sequence01_sequence05_sequence11_sequence12_sequence16_sequence02_sequence03_sequence10_sequence06_sequence08	cat16-77.sequence04_sequence09_sequence15	cat16-77.sequence05_sequence11_sequence12_sequence16_sequence02_sequence03_sequence10_sequence06_sequence08	cat16-77.sequence05_sequence04_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-77.sequence01_sequence04_sequence14_sequence07_sequence13_sequence09_sequence15	
1536	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1537	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1538	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1539	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1540	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1541	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1542	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1543	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1544	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1545	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1546	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1547	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1548	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1549	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1550	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1551	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1552	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1553	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1554	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	
1555	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1556	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1557	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1558	28.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1559	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1560	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1561	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1562	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1563	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1564	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1565	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1566	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1567	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1568	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1569	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1570	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1571	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1572	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1573	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1574	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1575	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1576	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1577	28.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1578	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1579	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1580	28.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1581	28.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1582	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1583	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1584	28.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1585	28.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
1586	28.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
1587	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	
1588	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1589	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1590	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1591	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1592	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1593	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1594	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1595	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1596	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1597	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1598	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1599	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1600	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1601	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1602	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1603	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1604	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1605	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1606	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1607	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1608	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1609	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1610	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1611	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1612	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1613	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1614	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1615	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1616	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1617	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1618	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1619	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1620	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1621	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1622	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1623	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1624	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1625	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	
1626	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1627	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1628	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1629	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1630	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1631	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1632	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1633	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1634	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1635	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	
1636	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1637	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1638	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1639	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1640	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1641	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1642	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1643	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1644	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1645	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1646	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1647	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1648	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1649	26.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	
1650	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1651	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1652	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1653	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1654	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1655	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1656	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1657	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1658	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1659	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1660	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1661	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1662	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1663	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	
1664	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1665	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1666	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1667	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1668	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1669	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1670	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1671	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1672	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1673	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1674	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1675	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1676	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1677	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1678	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1679	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1680	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1681	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1682	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1683	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1684	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1685	26.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
1686	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1687	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1688	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1689	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1690	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1691	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1692	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1693	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1694	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1695	28.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1696	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1697	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1698	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1699	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1700	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1701	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1702	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1703	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1704	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1705	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1706	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1707	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1708	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1709	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1710	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1711	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1712	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1713	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1714	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1715	26.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1716	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1717	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1718	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1719	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1720	28.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
1721	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1722	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1723	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1724	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1725	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1726	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1727	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1728	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1729	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1730	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1731	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1732	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1733	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1734	28.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1735	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1736	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1737	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1738	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1739	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1740	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1741	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1742	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1743	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1744	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1745	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1746	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1747	28.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1748	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1749	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1750	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1751	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1752	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1753	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1754	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1755	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1756	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1757	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1758	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1759	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1760	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1761	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1762	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1763	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1764	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1765	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1766	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1767	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1768	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1769	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
1770	28.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1771	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1772	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1773	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1774	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1775	28.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1776	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1777	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1778	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1779	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1780	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1781	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1782	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1783	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1784	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1785	26.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1786	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1787	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1788	28.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1789	28.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	
1790	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1791	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1792	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1793	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1794	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1795	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1796	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1797	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1798	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1799	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1800	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1801	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1802	26.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	
1803	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1804	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1805	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1806	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1807	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1808	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1809	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1810	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1811	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1812	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1813	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1814	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1815	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1816	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1817	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1818	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1819	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1820	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1821	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1822	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1823	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1824	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1825	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1826	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1827	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1828	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1829	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1830	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1831	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1832	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1833	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1834	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1835	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1836	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1837	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1838	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1839	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1840	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1841	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1842	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1843	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1844	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1845	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1846	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1847	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1848	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1849	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1850	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1851	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1852	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1853	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1854	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1855	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1856	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1857	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1858	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1859	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1860	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1861	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1862	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1863	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1864	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1865	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1866	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1867	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	
1868	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1869	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1870	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1871	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1872	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1873	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1874	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1875	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1876	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1877	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1878	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1879	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1880	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1881	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1882	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1883	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1884	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1885	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1886	26.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	
1887	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1888	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1889	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1890	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1891	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1892	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1893	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1894	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1895	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1896	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1897	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1898	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1899	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1900	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1901	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1902	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1903	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1904	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1905	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1906	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1907	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1908	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1909	30.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	
1910	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1911	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1912	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1913	28.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	
1914	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	
