Sample	cat16-91.trees	cat16-91.sequence04_sequence14_sequence11_sequence12_sequence13_sequence16_sequence02_sequence03_sequence10_sequence06_sequence15	cat16-91.sequence01_sequence05_sequence07_sequence09_sequence03_sequence08	cat16-91.sequence14_sequence11	cat16-91.sequence14_sequence11_sequence13_sequence06	cat16-91.sequence01_sequence05_sequence04_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence10_sequence06_sequence08_sequence15	cat16-91.sequence11_sequence06	cat16-91.sequence14_sequence06	
761	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
762	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
763	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
764	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
765	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
766	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
767	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
768	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
769	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
770	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
771	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
772	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
773	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
774	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
775	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
776	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
777	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
778	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
779	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
780	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
781	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
782	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
783	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
784	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
785	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
786	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
787	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
788	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
789	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
790	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
791	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
792	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
793	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
794	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
795	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
796	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
797	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
798	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
799	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
800	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
801	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
802	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
803	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
804	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
805	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
806	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
807	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
808	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
809	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
810	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
811	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
812	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
813	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
814	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
815	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
816	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
817	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
818	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
819	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
820	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
821	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
822	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
823	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
824	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
825	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
826	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
827	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
828	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
829	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
830	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
831	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
832	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
833	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
834	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
835	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
836	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
837	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
838	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
839	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
840	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
841	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
842	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
843	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
844	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
845	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
846	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
847	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
848	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
849	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
850	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
851	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
852	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
853	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
854	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
855	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
856	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
857	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
858	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
859	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
860	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
861	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
862	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
863	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
864	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
865	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
866	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
867	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
868	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
869	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
870	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
871	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
872	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
873	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
874	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
875	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
876	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
877	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
878	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
879	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
880	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
881	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
882	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
883	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
884	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
885	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
886	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
887	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
888	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
889	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
890	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
891	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
892	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
893	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
894	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
895	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
896	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
897	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
898	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
899	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
900	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
901	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
902	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
903	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
904	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
905	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
906	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
907	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
908	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
909	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
910	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
911	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
912	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
913	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
914	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
915	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
916	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
917	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
918	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
919	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
920	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
921	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
922	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
923	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
924	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
925	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
926	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
927	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
928	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
929	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
930	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
931	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
932	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
933	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
934	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
935	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
936	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
937	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
938	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
939	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
940	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
941	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
942	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
943	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
944	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
945	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
946	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
947	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
948	26.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	
949	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
950	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
951	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
952	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
953	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
954	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
955	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
956	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
957	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
958	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
959	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
960	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
961	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
962	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
963	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
964	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
965	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
966	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
967	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
968	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
969	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
970	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
971	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
972	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
973	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
974	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
975	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
976	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
977	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
978	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
979	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
980	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
981	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
982	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
983	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
984	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
985	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
986	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
987	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
988	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
989	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
990	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
991	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
992	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
993	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
994	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
995	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
996	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
997	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
998	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
999	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1000	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1001	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1002	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1003	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1004	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1005	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1006	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1007	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1008	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1009	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1010	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1011	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1012	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1013	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1014	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1015	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1016	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1017	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1018	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1019	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1020	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1021	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1022	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1023	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1024	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1025	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1026	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1027	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1028	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1029	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1030	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1031	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1032	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
1033	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1034	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1035	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1036	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1037	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1038	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1039	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1040	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1041	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1042	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1043	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1044	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1045	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1046	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1047	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1048	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1049	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1050	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1051	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1052	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1053	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1054	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1055	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1056	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1057	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1058	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1059	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1060	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1061	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1062	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1063	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1064	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1065	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1066	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1067	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1068	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1069	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1070	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1071	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1072	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1073	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1074	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1075	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1076	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1077	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1078	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1079	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1080	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1081	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1082	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1083	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1084	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1085	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1086	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1087	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1088	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1089	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1090	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1091	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1092	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1093	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1094	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1095	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1096	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1097	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1098	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1099	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1100	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1101	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1102	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1103	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1104	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1105	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1106	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1107	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1108	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1109	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1110	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1111	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1112	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1113	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1114	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1115	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1116	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1117	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1118	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1119	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1120	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1121	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1122	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1123	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1124	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1125	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1126	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1127	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1128	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1129	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1130	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1131	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1132	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1133	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1134	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1135	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1136	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1137	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1138	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1139	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1140	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1141	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1142	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1143	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1144	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1145	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1146	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1147	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1148	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
