Sample	cat16-91.trees	cat16-91.sequence04_sequence14_sequence11_sequence12_sequence13_sequence16_sequence02_sequence03_sequence10_sequence06_sequence15	cat16-91.sequence01_sequence05_sequence07_sequence09_sequence03_sequence08	cat16-91.sequence14_sequence11	cat16-91.sequence14_sequence11_sequence13_sequence06	cat16-91.sequence01_sequence05_sequence04_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence10_sequence06_sequence08_sequence15	cat16-91.sequence11_sequence06	cat16-91.sequence14_sequence06	
2673	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2674	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2675	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2676	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2677	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2678	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2679	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2680	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2681	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2682	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2683	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2684	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2685	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2686	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2687	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2688	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
2689	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2690	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2691	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2692	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2693	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2694	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2695	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2696	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2697	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2698	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2699	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2700	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2701	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2702	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2703	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
2704	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2705	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2706	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2707	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2708	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2709	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2710	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2711	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2712	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2713	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2714	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2715	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2716	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2717	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2718	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2719	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
2720	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2721	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2722	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2723	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2724	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2725	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2726	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2727	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2728	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2729	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2730	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
2731	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2732	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2733	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2734	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2735	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2736	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2737	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2738	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2739	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2740	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2741	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2742	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2743	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2744	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2745	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2746	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2747	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2748	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2749	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2750	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2751	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2752	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2753	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2754	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
2755	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2756	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2757	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2758	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2759	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2760	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2761	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2762	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2763	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2764	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2765	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2766	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
2767	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2768	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2769	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2770	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2771	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2772	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2773	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2774	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2775	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
2776	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2777	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2778	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2779	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2780	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2781	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2782	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2783	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2784	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
2785	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2786	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2787	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2788	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2789	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2790	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2791	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2792	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2793	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2794	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2795	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2796	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2797	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2798	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
2799	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2800	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2801	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2802	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2803	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2804	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
2805	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2806	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2807	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2808	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2809	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
2810	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2811	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2812	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2813	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2814	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
2815	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2816	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
2817	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
2818	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2819	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2820	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2821	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2822	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2823	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2824	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2825	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2826	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2827	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2828	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2829	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2830	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2831	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2832	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2833	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2834	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2835	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2836	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2837	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2838	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2839	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2840	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2841	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2842	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2843	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2844	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2845	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2846	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2847	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2848	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2849	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2850	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2851	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2852	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2853	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2854	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2855	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2856	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2857	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2858	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2859	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2860	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2861	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2862	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2863	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2864	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2865	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2866	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2867	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2868	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2869	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2870	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2871	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2872	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2873	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2874	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2875	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2876	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2877	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2878	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2879	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2880	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2881	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2882	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2883	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2884	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2885	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2886	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2887	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2888	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2889	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2890	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2891	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2892	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2893	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2894	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2895	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2896	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2897	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2898	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2899	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2900	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2901	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2902	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2903	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2904	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
2905	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2906	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2907	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2908	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2909	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2910	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
2911	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2912	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2913	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2914	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2915	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2916	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2917	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2918	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2919	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
2920	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2921	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2922	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2923	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
2924	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
2925	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2926	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2927	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2928	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2929	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2930	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2931	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2932	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2933	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2934	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2935	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2936	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2937	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2938	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2939	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2940	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2941	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2942	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2943	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2944	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2945	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2946	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
2947	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2948	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2949	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2950	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2951	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2952	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2953	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2954	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2955	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2956	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
2957	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2958	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2959	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2960	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2961	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2962	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2963	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2964	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2965	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
2966	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2967	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2968	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2969	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2970	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2971	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2972	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
2973	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2974	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
2975	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
2976	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
2977	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2978	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2979	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2980	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2981	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
2982	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2983	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2984	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2985	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2986	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
2987	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
2988	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2989	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2990	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2991	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2992	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2993	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2994	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2995	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
2996	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
2997	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2998	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
2999	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3000	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
3001	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3002	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3003	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3004	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3005	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
3006	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
3007	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
3008	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3009	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
3010	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
3011	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
3012	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
3013	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
3014	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
3015	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
3016	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
3017	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
3018	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
3019	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3020	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3021	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3022	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3023	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3024	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3025	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
3026	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
3027	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3028	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3029	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3030	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
3031	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
3032	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3033	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3034	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3035	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3036	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3037	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
3038	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
3039	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
3040	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3041	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3042	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3043	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
3044	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
3045	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3046	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
3047	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3048	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3049	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3050	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3051	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
3052	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
3053	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
