Sample	cat16-90.trees	cat16-90.sequence04_sequence14_sequence11_sequence03_sequence10	cat16-90.sequence14_sequence09_sequence06	cat16-90.sequence04_sequence14_sequence11_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-90.sequence04_sequence11_sequence09_sequence03_sequence10_sequence06	cat16-90.sequence12_sequence16	cat16-90.sequence05_sequence04_sequence14_sequence07_sequence11_sequence13_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-90.sequence05_sequence04_sequence14_sequence07_sequence11_sequence13_sequence09_sequence03_sequence10_sequence06	cat16-90.sequence05_sequence07_sequence13_sequence08_sequence15	
1707	24.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
1708	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1709	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1710	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1711	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1712	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1713	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1714	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1715	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1716	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1717	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1718	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1719	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1720	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1721	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1722	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1723	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1724	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1725	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1726	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1727	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1728	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1729	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1730	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1731	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1732	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1733	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1734	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1735	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1736	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1737	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1738	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1739	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1740	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1741	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1742	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1743	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1744	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1745	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1746	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1747	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1748	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1749	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1750	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1751	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1752	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1753	28.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
1754	26.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
1755	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1756	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1757	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1758	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1759	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1760	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1761	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1762	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1763	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1764	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1765	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1766	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1767	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1768	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1769	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1770	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1771	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1772	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1773	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1774	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1775	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1776	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1777	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1778	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1779	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1780	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1781	26.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	
1782	26.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	
1783	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1784	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1785	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1786	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1787	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1788	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1789	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1790	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1791	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1792	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1793	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1794	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1795	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1796	28.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1797	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1798	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1799	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1800	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1801	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1802	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1803	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1804	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1805	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1806	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1807	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1808	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1809	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1810	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1811	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1812	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1813	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1814	24.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	
1815	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1816	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1817	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1818	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1819	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1820	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1821	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1822	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1823	24.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	
1824	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1825	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1826	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1827	28.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	
1828	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1829	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1830	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1831	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1832	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1833	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1834	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1835	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1836	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1837	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1838	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1839	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1840	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1841	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1842	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1843	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1844	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1845	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1846	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1847	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1848	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1849	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1850	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1851	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1852	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1853	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1854	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1855	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1856	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1857	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1858	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1859	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1860	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1861	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1862	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1863	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1864	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1865	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1866	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1867	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1868	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1869	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1870	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1871	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1872	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1873	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1874	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1875	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1876	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1877	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1878	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1879	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1880	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1881	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1882	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1883	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1884	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1885	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1886	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1887	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1888	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1889	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1890	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1891	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1892	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1893	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1894	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	
1895	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1896	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1897	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1898	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1899	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1900	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1901	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1902	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1903	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1904	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1905	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1906	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1907	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1908	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1909	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1910	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1911	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1912	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1913	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1914	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1915	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1916	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1917	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1918	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1919	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1920	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1921	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1922	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1923	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1924	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1925	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1926	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1927	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1928	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1929	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1930	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1931	26.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	
1932	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1933	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1934	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1935	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1936	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1937	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1938	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1939	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1940	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1941	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1942	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1943	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1944	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1945	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1946	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1947	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1948	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1949	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1950	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1951	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1952	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1953	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1954	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1955	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1956	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1957	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1958	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1959	28.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1960	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1961	26.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	
1962	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1963	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1964	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1965	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1966	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1967	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1968	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1969	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1970	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1971	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1972	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1973	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1974	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1975	26.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	
1976	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1977	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1978	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1979	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1980	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1981	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
1982	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1983	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1984	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1985	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1986	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1987	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1988	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1989	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1990	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1991	26.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	
1992	28.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1993	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1994	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1995	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1996	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1997	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
1998	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
1999	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2000	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2001	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2002	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
2003	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2004	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2005	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2006	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2007	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2008	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2009	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2010	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2011	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2012	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2013	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2014	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2015	28.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
2016	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2017	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2018	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2019	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2020	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2021	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2022	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2023	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2024	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2025	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2026	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2027	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2028	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2029	28.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	
2030	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2031	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2032	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2033	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2034	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2035	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2036	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2037	28.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
2038	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2039	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2040	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2041	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2042	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2043	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
2044	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2045	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2046	28.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
2047	30.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
